NAME,<15,15-24,25-34,35-64,65-74,>75
"Knox County, Indiana",6514,6041,4368,13648,3631,2863
"Madison County, Indiana",23186,16189,16212,50642,13428,9798
"Pike County, Indiana",2300,1365,1315,4961,1389,1048
"Pulaski County, Indiana",2342,1498,1369,4976,1349,1025
"Steuben County, Indiana",5755,4939,3574,13439,4109,2637
"Laramie County, Wyoming",19103,12615,14775,36553,9098,6176
"Teton County, Wyoming",3938,2019,4446,9609,2137,1131
"San Jacinto County, Texas",5250,2977,2852,10874,3785,2442
"Upshur County, Texas",8100,5021,4401,16146,4209,3141
"Waller County, Texas",10598,12654,6033,16534,3815,2198
"Wilson County, Texas",9662,6425,5559,19970,4604,2953
"Hockley County, Texas",4960,3712,3118,7986,1893,1395
"Midland County, Texas",40832,22197,29915,57968,9684,7571
"Llano County, Texas",2636,1570,1918,7267,4102,3554
"Fannin County, Texas",5997,4265,4353,13524,3631,2767
"Brazos County, Texas",38675,65727,35773,63020,11771,8015
"Gaines County, Texas",6322,3065,2892,6607,1059,761
"Gray County, Texas",4801,2815,2932,8316,1883,1663
"Jack County, Texas",1537,1249,1212,3344,873,637
"Bosque County, Texas",3205,1985,1769,6833,2582,1922
"Bexar County, Texas",419247,286168,311189,704862,137735,93642
"Baylor County, Texas",645,398,331,1336,432,435
"Denton County, Texas",172386,114027,124197,341075,53486,28651
"Galveston County, Texas",67198,42520,44497,132236,28677,17757
"Roberts County, Texas",157,88,82,272,91,115
"Uvalde County, Texas",6001,4179,3535,8711,2506,1988
"Bowie County, Texas",18389,11736,12383,35597,8766,6502
"Kent County, Texas",123,52,24,266,96,86
"Somervell County, Texas",1649,964,1133,3490,981,643
"Hardin County, Texas",11649,6836,7048,21880,5688,3664
"Leon County, Texas",3251,2005,1610,6184,2406,1769
"Newton County, Texas",2255,1839,1571,5449,1605,1195
"Reeves County, Texas",2834,2158,2549,5990,1106,855
"Travis County, Texas",227918,155857,246918,479629,74938,41545
"Collingsworth County, Texas",636,367,276,1186,272,232
"Erath County, Texas",7352,10256,5384,12974,3398,2477
"Motley County, Texas",265,107,206,281,242,151
"Coleman County, Texas",1455,732,798,3290,1168,891
"Medina County, Texas",9476,6965,6199,19146,5016,3255
"Henderson County, Texas",14255,9574,8871,30552,10193,7625
"Lamar County, Texas",9759,6031,6072,18366,5381,4002
"Kimble County, Texas",703,456,316,1631,709,558
"Washington County, Texas",6329,5346,3436,12676,3793,3583
"Stephens County, Texas",1775,1300,1059,3405,1005,820
"Andrews County, Texas",4763,2573,2714,6176,1061,749
"Gonzales County, Texas",4660,2695,2515,7468,1899,1494
"Lynn County, Texas",1334,689,697,2123,533,454
"Zapata County, Texas",4068,2194,1757,4310,1092,883
"Hood County, Texas",10074,6174,6114,21559,8251,6146
"King County, Texas",62,17,27,106,12,13
"Cherokee County, Texas",11046,7095,6110,18981,5148,3738
"Delta County, Texas",1005,641,493,2054,621,435
"Jones County, Texas",2874,2359,3613,8061,1731,1305
"Windham County, Connecticut",18934,16240,14614,48066,11011,7701
"New London County, Connecticut",42617,36816,34676,105860,27392,20029
"Middlesex County, Connecticut",23210,20510,18165,69096,18342,13730
"Tolland County, Connecticut",21183,33793,16299,56648,13528,9612
"Fairfield County, Connecticut",174317,126324,107749,388915,80334,66287
"Washington County, Florida",4002,2881,3546,10067,2579,1689
"Duval County, Florida",179339,117213,154153,357038,78404,50039
"Bradford County, Florida",4613,2825,4417,10595,2708,2159
"Brevard County, Florida",87966,62716,65424,232240,73904,63257
"Clay County, Florida",40099,26740,26416,85607,20659,11884
"Lafayette County, Florida",1470,1229,1338,3412,669,519
"Lake County, Florida",55099,34897,37265,126791,49730,42085
"Nassau County, Florida",13525,8491,9372,33826,11127,6757
"Pinellas County, Florida",130137,93133,115655,390926,125841,108974
"Polk County, Florida",126259,84703,88420,248495,77946,60395
"St. Lucie County, Florida",51524,34152,35461,117450,40545,33815
"Glades County, Florida",1794,1510,1541,5033,1981,1657
"Hendry County, Florida",9145,5916,5511,14815,2973,2372
"Indian River County, Florida",20547,14938,13356,55463,25955,23730
"Jackson County, Florida",7280,5571,6495,19365,5223,4011
"St. Johns County, Florida",43466,27805,23808,101358,29521,18716
"Seminole County, Florida",79601,56850,66756,188084,41349,28762
"Bay County, Florida",32685,21038,25802,71588,17988,13060
"Flagler County, Florida",15224,10725,9693,41237,19175,13747
"Gulf County, Florida",2113,1509,2279,6454,1950,1271
"Liberty County, Florida",1081,1302,1149,3533,777,503
"Osceola County, Florida",71058,48741,50614,135924,27654,17964
"Walton County, Florida",11680,6554,8326,28392,8381,4929
"Gadsden County, Florida",8391,5403,5545,18649,4727,3230
"Jefferson County, Florida",1955,1226,1632,6099,1990,1259
"Marion County, Florida",54616,35363,37966,124343,55176,46062
"Hardee County, Florida",5867,3794,3674,9511,2401,1884
"Okeechobee County, Florida",7292,4900,5161,15656,4299,3836
"Orange County, Florida",250716,194655,227169,520054,94929,62223
"Gilchrist County, Florida",2783,2901,1850,6782,2063,1574
"Suwannee County, Florida",8081,4830,4714,17385,5187,3849
"Alachua County, Florida",40251,63368,41237,84274,21838,14475
"Calhoun County, Florida",2352,1486,2129,5640,1598,1157
"Charlotte County, Florida",17863,13770,13590,64109,38379,33356
"Dixie County, Florida",2499,1563,1908,6846,2242,1531
"Martin County, Florida",21327,15108,14484,59472,24092,24582
"Sarasota County, Florida",49010,35456,35233,148588,76768,74441
"Manatee County, Florida",58676,38494,40464,142902,56412,47265
"Citrus County, Florida",17609,12032,11647,51220,28642,24019
"Baker County, Florida",5515,3631,4089,11103,2430,1443
"Santa Rosa County, Florida",31642,20947,23436,71121,16823,10786
"Leon County, Florida",44988,72559,41897,92946,23403,13977
"Broward County, Florida",339288,224721,260432,787703,174920,139141
"Monroe County, Florida",9631,6675,9409,33294,10473,6316
"Hernando County, Florida",27978,18895,18903,69332,27593,23612
"Hillsborough County, Florida",265858,182607,217291,558341,118339,79842
"Taylor County, Florida",3658,2112,3279,8517,2578,1726
"Wakulla County, Florida",5409,3569,4187,14441,2982,1733
"McDuffie County, Georgia",4399,2940,2525,7881,2277,1433
"Morgan County, Georgia",3441,2246,1885,7324,2122,1489
"Heard County, Georgia",2160,1483,1300,4840,1200,753
"Dougherty County, Georgia",18082,14081,12098,31724,8163,5555
"Fannin County, Georgia",3476,2346,2231,10114,4433,2795
"Houston County, Georgia",32841,20193,22601,58812,11201,7859
"Laurens County, Georgia",9785,5881,5707,17857,4590,3585
"Spalding County, Georgia",12835,7942,8542,24458,7013,4516
"Telfair County, Georgia",2134,1842,2289,6959,1562,1249
"Warren County, Indiana",1493,864,871,3351,927,731
"Vermillion County, Indiana",2771,1855,1626,6265,1763,1259
"Wells County, Indiana",5685,3353,3216,10733,2782,2242
"Allen County, Indiana",79985,50295,51279,138065,31347,21604
"Decatur County, Indiana",5215,3486,3239,10238,2492,1892
"Delaware County, Indiana",17369,26611,12987,38669,10801,8583
"Floyd County, Indiana",14442,9715,9598,31440,7386,4739
"Jefferson County, Indiana",5435,4455,3897,12824,3322,2268
"Jennings County, Indiana",5241,3507,3180,11370,2688,1724
"Johnson County, Indiana",31602,19647,20460,59857,13206,8944
"Miami County, Indiana",6285,4575,4666,14091,3651,2547
"Morgan County, Indiana",12953,8725,7842,29031,6987,4384
"Gibson County, Indiana",6544,4304,3838,13183,3267,2520
"Newton County, Indiana",2469,1616,1583,5677,1511,1136
"Orange County, Indiana",3658,2326,2122,7742,2185,1512
"St. Joseph County, Indiana",52927,41118,35709,98853,23720,17889
"Kosciusko County, Indiana",15798,10411,10262,29737,7528,5299
"Marshall County, Indiana",9575,6151,5028,17679,4451,3577
"Switzerland County, Indiana",2173,1259,1128,4231,1100,794
"Vanderburgh County, Indiana",32967,24265,25831,68462,16639,13127
"Blackford County, Indiana",2137,1373,1314,4665,1418,1106
"Scott County, Indiana",4398,2913,2806,9695,2451,1496
"Monroe County, Indiana",19029,42936,21130,44903,10869,7594
"Elkhart County, Indiana",47225,27648,25969,74473,16731,12512
"Crawford County, Indiana",1980,1200,1104,4260,1261,764
"Cass County, Indiana",7171,4903,4191,15021,3709,2885
"Marion County, Indiana",198874,126593,159452,350144,68988,47818
"Wayne County, Indiana",12079,8713,7608,25475,6848,5619
"Butler County, Iowa",2795,1552,1420,5593,1714,1554
"Fremont County, Iowa",1252,706,645,2796,852,695
"Hamilton County, Iowa",2877,1570,1658,5868,1560,1464
"Taylor County, Iowa",1210,692,656,2254,724,631
"Union County, Iowa",2266,1653,1385,4579,1311,1164
"Worth County, Iowa",1266,904,793,2979,820,683
"Ringgold County, Iowa",975,543,504,1750,583,609
"Adair County, Iowa",1254,716,806,2743,763,803
"Chickasaw County, Iowa",2278,1459,1156,4713,1299,1121
"Clarke County, Iowa",1952,1018,1024,3695,913,758
"Dickinson County, Iowa",2649,1730,1719,6655,2433,1941
"Johnson County, Iowa",25381,35660,23239,47487,10274,6536
"Keokuk County, Iowa",1899,1132,1070,3893,1123,1071
"Tama County, Iowa",3335,2077,1747,6549,1741,1583
"Wapello County, Iowa",6639,4551,4323,13528,3298,2802
"Franklin County, Iowa",1978,1105,1163,3807,1087,1022
"Carroll County, Iowa",4100,2419,2078,7684,1949,2051
"Cedar County, Iowa",3458,2048,1918,7480,1892,1661
"Floyd County, Iowa",2958,1967,1552,5881,1828,1600
"Greene County, Iowa",1677,969,912,3396,1052,944
"Louisa County, Iowa",2023,1439,1233,4434,1129,920
"Lyon County, Iowa",2789,1366,1246,4272,1050,1053
"Union County, Georgia",3081,2060,2129,8450,4446,3122
"Bladen County, North Carolina",5733,3703,3663,13280,4274,2754
"Carteret County, North Carolina",9982,6875,6775,28695,10241,6502
"Bertie County, North Carolina",2787,2197,2454,7698,2362,1882
"Martin County, North Carolina",3875,2479,2428,8970,3026,2071
"Perquimans County, North Carolina",2120,1218,1306,5149,2163,1474
"Rockingham County, North Carolina",15227,10379,9787,37571,10492,7621
"Camden County, North Carolina",1993,1115,1133,4463,1105,742
"Gaston County, North Carolina",41020,26695,28416,88423,20914,13803
"Moore County, North Carolina",17272,9899,10928,36017,12327,10851
"Stanly County, North Carolina",10996,7457,7547,24053,6924,4611
"Yancey County, North Carolina",2669,1886,1763,6952,2578,1912
"Chatham County, North Carolina",11947,7184,6130,28948,9997,7132
"Johnston County, North Carolina",41688,24353,23980,81251,16279,9319
"Person County, North Carolina",6807,4458,4236,16387,4480,2977
"Ashe County, North Carolina",3914,2593,2743,10979,3921,2713
"Lenoir County, North Carolina",10586,6556,6560,21970,6330,4754
"Onslow County, North Carolina",41678,48713,36033,51190,10296,7159
"Rutherford County, North Carolina",11000,7730,7253,26533,8351,5732
"Yadkin County, North Carolina",6452,4394,3969,15444,4177,3166
"Burke County, North Carolina",13682,11066,10578,36939,10181,7522
"Traill County, North Dakota",1451,1115,884,3008,769,781
"Dickey County, North Dakota",943,670,517,1800,478,530
"Ward County, North Dakota",14234,11032,12651,22479,4470,3946
"Pembina County, North Dakota",1194,677,730,2783,821,742
"Hettinger County, North Dakota",460,177,358,933,308,311
"Cass County, North Dakota",33949,31179,30877,60419,11676,8875
"Emmons County, North Dakota",550,317,305,1163,486,489
"Richland County, North Dakota",2929,2774,1877,5869,1441,1364
"Adams County, North Dakota",418,251,220,859,295,268
"Eddy County, North Dakota",371,272,239,846,268,305
"Mercer County, North Dakota",1590,886,929,3507,850,700
"Ransom County, North Dakota",894,601,490,2192,572,565
"Sioux County, North Dakota",1309,712,598,1411,207,136
"Golden Valley County, North Dakota",321,236,176,730,224,158
"Towner County, North Dakota",399,206,196,921,233,269
"Divide County, North Dakota",311,297,144,963,341,279
"Sargent County, North Dakota",638,420,462,1494,496,362
"Meigs County, Ohio",3996,2566,2554,9513,2631,1818
"Champaign County, Ohio",7065,4928,4371,15450,4142,2889
"Greene County, Ohio",28349,25970,22317,61949,16294,11623
"Lawrence County, Ohio",10888,6892,7212,24116,6404,4672
"Morgan County, Ohio",2501,1676,1557,5869,1679,1358
"Wyandot County, Ohio",4155,2625,2413,8677,2235,1895
"Erie County, Ohio",12505,8636,8557,29152,9114,6816
"Logan County, Ohio",8729,5402,5058,18174,4740,3213
"Summit County, Ohio",93609,67466,71561,214096,54370,40232
"Lemhi County, Idaho",1233,689,655,2973,1375,922
"Payette County, Idaho",5184,2810,2342,8764,2355,1805
"Benewah County, Idaho",1689,966,834,3621,1270,758
"Bonner County, Idaho",7093,4257,4088,17812,6685,3676
"Clark County, Idaho",205,158,128,287,102,33
"Custer County, Idaho",509,465,297,1530,838,530
"Elmore County, Idaho",5750,4229,4465,8819,2098,1382
"Fremont County, Idaho",2731,1877,1450,4748,1299,915
"Madison County, Idaho",9048,13707,6052,7703,1495,1095
"Shoshone County, Idaho",2124,1284,1229,5156,1694,1122
"Idaho County, Idaho",2648,1663,1520,6173,2625,1782
"Teton County, Idaho",2443,1281,1474,4984,875,369
"Power County, Idaho",1953,755,850,2910,712,491
"Washington County, Idaho",1960,976,986,3660,1430,1045
"Hancock County, Illinois",3104,1925,1844,7008,2208,1894
"Madison County, Illinois",48182,31656,35708,104751,25017,19462
"Grundy County, Illinois",10522,6346,6499,20418,4090,2791
"Kankakee County, Illinois",20838,16917,13498,41376,10130,7878
"Mercer County, Illinois",2707,1747,1573,6278,1801,1483
"DuPage County, Illinois",174082,119295,117689,378606,82511,56877
"Alexander County, Illinois",1288,475,715,2450,839,493
"Menard County, Illinois",2229,1342,1260,5087,1380,1008
"LaSalle County, Illinois",19268,13194,13464,43542,11082,9187
"Cook County, Illinois",954402,656297,849085,1997321,421947,319223
"Macon County, Illinois",19512,13315,12473,39735,11290,9203
"Stephenson County, Illinois",8025,5053,4577,17479,5264,4695
"Wayne County, Illinois",3093,1784,1852,6180,1890,1603
"Woodford County, Illinois",7715,4927,4064,15267,3634,3093
"Franklin County, Illinois",7065,4350,4512,15177,4370,3449
"McDonough County, Illinois",4411,7844,3576,9414,2873,2361
"McHenry County, Illinois",58958,40568,34215,130849,26745,16379
"Greeley County, Kansas",256,119,125,442,106,137
"Ellis County, Kansas",5397,5924,3895,9244,2323,1992
"Linn County, Kansas",1780,1051,870,3833,1256,881
"Seward County, Kansas",6026,3400,3547,7277,1106,993
"Johnson County, Kansas",120303,72026,81292,234716,49670,33499
"Miami County, Kansas",6762,3955,3303,13703,3280,2414
"Woodson County, Kansas",571,278,326,1211,434,337
"Ness County, Kansas",530,244,311,1064,361,366
"Bourbon County, Kansas",3120,1958,1614,5076,1537,1303
"Kiowa County, Kansas",473,415,230,853,275,259
"Shawnee County, Kansas",35130,22144,22188,67090,17723,13577
"Chautauqua County, Kansas",621,314,349,1173,440,426
"Reno County, Kansas",11739,7957,7570,23379,6414,5706
"Doniphan County, Kansas",1208,1473,769,2785,796,653
"Haskell County, Kansas",939,597,395,1517,371,199
"Scott County, Kansas",1114,582,511,1819,443,448
"Brown County, Kansas",2036,1042,1026,3645,1057,820
"Phillips County, Kansas",989,623,552,1957,669,550
"Decatur County, Kansas",454,259,304,1058,360,425
"Garrard County, Kentucky",3240,1815,1866,7403,1846,1275
"Campbell County, Kentucky",16240,12916,13195,36393,8290,5827
"Elliott County, Kentucky",1136,843,1025,3081,828,597
"Larue County, Kentucky",2598,1661,1594,5920,1381,1050
"Mercer County, Kentucky",3948,2548,2355,8756,2351,1634
"Russell County, Kentucky",3269,1944,2007,7047,2062,1449
"Washington County, Kentucky",2381,1447,1335,4709,1247,904
"Barren County, Kentucky",8647,5365,5020,17327,4298,3227
"Hancock County, Kentucky",1775,1117,926,3431,887,584
"Hardin County, Kentucky",22156,14655,14750,42114,8929,5923
"McLean County, Kentucky",1779,1048,984,3687,1050,735
"Powell County, Kentucky",2482,1443,1587,4886,1213,693
"Caldwell County, Kentucky",2380,1365,1530,4774,1505,1148
"Boyd County, Kentucky",8351,5222,5669,19426,5117,3897
"Fayette County, Kentucky",56514,55915,49638,116995,24890,16649
"Johnson County, Kentucky",4216,2535,2620,9256,2499,1508
"Morgan County, Kentucky",1959,1484,1976,5683,1332,854
"Pulaski County, Kentucky",11869,7325,7570,25581,7144,4861
"Adair County, Kentucky",3031,2992,2239,7389,2161,1410
"Breathitt County, Kentucky",2166,1604,1552,5518,1378,759
"Hart County, Kentucky",3837,2291,2120,7417,1791,1273
"Trimble County, Kentucky",1512,1035,917,3629,925,540
"Hickman County, Kentucky",721,504,364,1824,579,518
"Lyon County, Kentucky",944,764,862,3492,1357,852
"Lewis County, Kentucky",2494,1481,1517,5527,1435,963
"Woodford County, Kentucky",4706,3310,2698,10934,2938,1732
"Leslie County, Kentucky",1848,1090,1299,4254,1061,731
"Lawrence County, Kentucky",3138,1715,1802,6340,1671,1005
"McCracken County, Kentucky",12004,7323,7617,25673,7138,5513
"Brule County, South Dakota",1102,582,523,2121,479,451
"Gregory County, South Dakota",825,409,384,1544,509,515
"Minnehaha County, South Dakota",40596,24120,29816,70118,14504,9520
"Clark County, South Dakota",853,360,431,1262,431,348
