NAME,<15,15-24,25-34,35-64,65-74,>75
"Mahnomen County, Minnesota",1489,667,543,1838,533,431
"Chisago County, Minnesota",10329,6584,6663,23474,5017,3248
"Redwood County, Minnesota",3073,1758,1587,5625,1613,1605
"Yellow Medicine County, Minnesota",1867,1118,1088,3763,937,1041
"Todd County, Minnesota",4865,2742,2354,9412,2862,2259
"Beltrami County, Minnesota",9946,7943,5781,15517,4150,3066
"Blue Earth County, Minnesota",11079,16799,8905,21081,4905,4026
"Houston County, Minnesota",3355,1964,1877,7581,2131,1740
"Lac qui Parle County, Minnesota",1066,681,546,2635,849,942
"Lake of the Woods County, Minnesota",632,331,326,1596,511,375
"Otter Tail County, Minnesota",10493,6215,5499,22409,7458,6121
"Waseca County, Minnesota",3556,2269,2359,7297,1800,1459
"St. Louis County, Minnesota",31624,31887,22928,75693,21622,16005
"Anoka County, Minnesota",69300,42345,46057,145146,29205,18200
"Stearns County, Minnesota",30424,30080,19582,55278,12717,10371
"Dakota County, Minnesota",85699,51323,55212,171794,34649,22776
"Lyon County, Minnesota",5503,3827,3144,9298,2068,1918
"Marshall County, Minnesota",1779,1048,990,3583,986,986
"Renville County, Minnesota",2826,1605,1539,5680,1503,1499
"Washington County, Minnesota",51599,31780,29694,105955,22181,14729
"Cook County, Minnesota",680,414,610,2206,953,513
"Knox County, Missouri",736,537,377,1450,456,391
"Montgomery County, Missouri",2126,1180,1215,4618,1239,1109
"Stoddard County, Missouri",5361,3474,3492,11274,3138,2638
"Audrain County, Missouri",4767,3302,3329,9804,2496,1946
"Greene County, Missouri",50861,49570,40796,101866,25895,20768
"St. Clair County, Missouri",1498,905,862,3559,1375,1171
"Schuyler County, Missouri",989,566,509,1614,466,411
"Camden County, Missouri",6471,4599,4083,17731,7910,4672
"Jefferson County, Missouri",43409,26020,28461,93571,20312,12178
"New Madrid County, Missouri",3526,1925,1975,6879,1900,1355
"Ralls County, Missouri",1800,1153,975,4165,1316,825
"Custer County, Montana",2086,1407,1458,4535,1215,1028
"Powder River County, Montana",202,191,146,628,243,197
"Roosevelt County, Montana",3187,1545,1546,3657,740,500
"Liberty County, Montana",422,192,271,876,284,306
"Richland County, Montana",2335,1433,1432,4351,1031,617
"Toole County, Montana",707,599,607,2154,453,372
"Daniels County, Montana",305,142,111,749,173,250
"Judith Basin County, Montana",282,189,159,881,285,158
"Deer Lodge County, Montana",1084,1100,869,3978,1241,834
"McCone County, Montana",374,187,194,586,219,230
"Rosebud County, Montana",2136,1257,981,3424,895,459
"Dawson County, Montana",1589,1107,1155,3492,911,763
"Broadwater County, Montana",917,740,453,2443,860,532
"Phillips County, Montana",806,389,362,1609,478,433
"Blaine County, Nebraska",95,21,41,188,72,60
"Deuel County, Nebraska",316,162,207,716,220,210
"Logan County, Nebraska",196,114,57,374,107,79
"Thayer County, Nebraska",969,505,441,1859,631,652
"Adams County, Nebraska",6271,4758,3793,11169,3059,2537
"Boone County, Nebraska",1033,583,527,1963,558,615
"St. Martin Parish, Louisiana",10893,6910,7334,20684,4824,3087
"Vernon Parish, Louisiana",10718,8756,8803,15546,3555,2268
"Winn Parish, Louisiana",2405,1726,1992,5574,1498,1118
"East Baton Rouge Parish, Louisiana",84647,78535,64989,154690,37071,23831
"Sabine Parish, Louisiana",4690,2742,2858,8876,2918,1907
"Allen Parish, Louisiana",4783,2940,3749,10371,2347,1428
"Madison Parish, Louisiana",2290,1497,1841,4111,919,648
"Jefferson Davis Parish, Louisiana",6601,4058,3922,11795,2828,2237
"St. James Parish, Louisiana",3981,2694,2797,8278,2060,1498
"Grant Parish, Louisiana",3833,2508,3767,8950,1989,1293
"West Feliciana Parish, Louisiana",2051,1821,2486,6900,1370,800
"Jefferson Parish, Louisiana",80604,48722,63359,169832,42672,29661
"Monroe County, Alabama",3841,2711,2277,8341,2325,1775
"Lawrence County, Alabama",5985,3759,3974,13342,3665,2333
"Lee County, Alabama",28722,35375,23055,55304,11670,7026
"Marion County, Alabama",5093,3501,3278,11706,3480,2808
"Pickens County, Alabama",3279,2469,2516,8240,2125,1614
"Sumter County, Alabama",2034,2675,1536,4318,1226,1008
"Jefferson County, Alabama",126300,83637,95535,252423,59561,42224
"Choctaw County, Alabama",2106,1490,1276,5131,1660,1262
"Franklin County, Alabama",6527,4153,4071,11411,3044,2260
"Marengo County, Alabama",3622,2607,2034,7329,2079,1650
"Russell County, Alabama",11976,7056,8645,22246,4852,3177
"Cherokee County, Alabama",4130,2899,2495,10568,3511,2300
"Covington County, Alabama",6732,4144,4363,14235,4269,3457
"Crenshaw County, Alabama",2555,1599,1670,5411,1591,1018
"Dallas County, Alabama",7713,5236,4571,14820,4078,2731
"Lauderdale County, Alabama",15007,13943,11095,34283,10458,7770
"Lowndes County, Alabama",1853,1164,1314,3892,1057,799
"Macon County, Alabama",2658,4017,2049,6370,2184,1430
"Limestone County, Alabama",17464,11321,12568,39046,8743,5585
"Shelby County, Alabama",41334,26671,26300,87411,19696,12020
"Winston County, Alabama",4025,2603,2576,9505,2984,2091
"Baldwin County, Alabama",38009,23709,23942,84639,25739,16792
"Elmore County, Alabama",14950,10101,11465,32575,7426,4627
"Jackson County, Alabama",8955,5898,5924,20962,6019,4094
"Talladega County, Alabama",14038,10356,9864,32077,8466,5586
"Washington County, Alabama",2803,2392,1670,6629,1881,1166
"Clay County, Alabama",2327,1551,1503,5258,1539,1159
"Morgan County, Alabama",22437,14298,14607,47459,11879,8533
"Pike County, Alabama",5449,8586,3933,10419,2846,2100
"Colbert County, Alabama",9518,6294,6588,21727,6055,4589
"Dale County, Alabama",9488,6280,7146,18282,4708,3373
"Hale County, Alabama",2845,2043,1630,5514,1609,1168
"DeKalb County, Alabama",14326,8994,8484,27623,7171,4712
"Escambia County, Alabama",6863,4335,5005,14288,3765,2801
"Randolph County, Alabama",4023,2848,2382,8772,2717,1905
"Mobile County, Alabama",81070,54206,57737,155762,39312,26027
"Perry County, Alabama",1612,1798,804,3307,1171,601
"Cleburne County, Alabama",2799,1636,1757,5825,1696,1203
"Conecuh County, Alabama",2144,1417,1340,4747,1708,1038
"Barbour County, Alabama",4393,3004,3642,9612,2844,1866
"Bibb County, Alabama",3666,2659,3276,9308,2098,1486
"Calhoun County, Alabama",20376,15134,15129,44241,11727,8011
"Clarke County, Alabama",4270,3088,2611,9480,2583,2096
"Fayette County, Alabama",2865,1923,1921,6347,2002,1436
"Rock County, Nebraska",223,173,172,491,160,195
"Sherman County, Nebraska",518,296,246,1162,410,401
"Beauregard Parish, Louisiana",7537,4822,4954,14030,3413,2287
"Bienville Parish, Louisiana",2531,1577,1582,5120,1455,1299
"Bossier Parish, Louisiana",26413,16542,19454,46614,10038,7438
"Cameron Parish, Louisiana",1228,893,517,3184,639,469
"East Feliciana Parish, Louisiana",2876,2231,2669,8292,2051,1252
"St. John the Baptist Parish, Louisiana",8849,5675,5850,16932,3789,2147
"Plaquemines Parish, Louisiana",5121,2889,3106,9180,1836,1206
"Ouachita Parish, Louisiana",32355,22043,21980,56630,12986,9500
"Washington Parish, Louisiana",9165,5750,5528,17857,5003,3132
"St. Landry Parish, Louisiana",18658,10710,10538,30159,7640,5467
"Acadia Parish, Louisiana",13626,7626,8434,23491,5489,3791
"St. Mary Parish, Louisiana",10296,6162,6565,19752,4764,3429
"St. Tammany Parish, Louisiana",50299,30524,29297,103212,25995,15828
"Union Parish, Louisiana",4033,2634,2555,8607,2668,1856
"Caddo Parish, Louisiana",49246,30682,34358,90944,23410,17191
"Ascension Parish, Louisiana",27580,15761,17058,48705,8847,5163
"Lafayette Parish, Louisiana",48255,31798,40188,91000,18538,12194
"Iberia Parish, Louisiana",15762,9360,9383,26982,6102,4298
"Lincoln Parish, Louisiana",7863,13559,5965,13530,3543,2786
"St. Helena Parish, Louisiana",1826,1058,1610,3862,1281,660
"Webster Parish, Louisiana",7365,4665,4794,14851,4177,3390
"De Soto Parish, Louisiana",5556,3219,3334,10481,2776,1923
"Iberville Parish, Louisiana",5749,4038,5007,13055,2939,2034
"Livingston Parish, Louisiana",29874,17265,19779,54069,11401,6540
"Morehouse Parish, Louisiana",5200,3341,2855,9548,2717,1949
"Orleans Parish, Louisiana",66334,47027,70855,151348,34088,21193
"Terrebonne Parish, Louisiana",24031,13913,16380,42203,9303,6224
"Calcasieu Parish, Louisiana",42221,25968,29768,74280,17283,12099
"Claiborne Parish, Louisiana",2401,1626,2373,6571,1700,1314
"Avoyelles Parish, Louisiana",7970,4942,5584,15376,3888,2909
"Jackson Parish, Louisiana",2894,1753,2005,6039,1779,1409
"Pointe Coupee Parish, Louisiana",4047,2589,2475,8461,2629,1815
"St. Charles Parish, Louisiana",10603,6965,6640,21685,4300,2580
"Lafourche Parish, Louisiana",19270,12269,13929,37883,8617,6140
"Tensas Parish, Louisiana",896,494,369,1718,632,452
"LaSalle Parish, Louisiana",2818,2113,1933,5578,1493,1001
"Lincoln County, Maine",4649,3231,3330,13728,5474,3789
"Waldo County, Maine",6063,4256,4228,16379,5475,3138
"Piscataquis County, Maine",2277,1671,1418,7111,2664,1695
"Aroostook County, Maine",10141,7388,6716,27683,8985,6896
"Washington County, Maine",4916,3468,2940,12685,4487,2995
"Knox County, Maine",5866,3879,4045,16322,5673,3974
"Sagadahoc County, Maine",5509,3396,4011,14808,4657,3071
"Kennebec County, Maine",19324,14554,14031,50199,13802,9843
"Franklin County, Maine",4395,3998,3284,11868,3880,2557
"Hancock County, Maine",7792,5237,6001,22442,8025,5104
"Baltimore city, Maryland",107054,78340,115551,225366,48941,33780
"Somerset County, Maryland",3741,4963,3720,9131,2432,1742
"Harford County, Maryland",46019,31372,31283,103700,23957,15891
"Allegany County, Maryland",10178,11346,8737,27015,7700,6469
"Howard County, Nebraska",1314,638,663,2448,734,620
"Gosper County, Nebraska",262,175,203,847,316,210
"Sarpy County, Nebraska",41911,23406,26405,68891,12645,7974
"Boyd County, Nebraska",318,166,116,753,342,242
"Fillmore County, Nebraska",870,611,608,2178,652,628
"Hooker County, Nebraska",86,96,41,244,76,150
"Seward County, Nebraska",3300,3012,1730,6217,1596,1316
"Webster County, Nebraska",681,400,340,1324,398,394
"Butler County, Nebraska",1526,959,802,3100,860,782
"Arthur County, Nebraska",104,37,31,148,50,57
"Gage County, Nebraska",4050,2332,2230,8553,2207,2222
"Kearney County, Nebraska",1364,746,713,2467,645,594
"Madison County, Nebraska",7446,4718,4565,12899,2880,2572
"Phelps County, Nebraska",1768,1051,957,3503,905,916
"Wayne County, Nebraska",1541,2453,886,3005,723,724
"Knox County, Nebraska",1682,907,771,3005,1009,1052
"Merrick County, Nebraska",1434,859,830,3058,861,756
"Pawnee County, Nebraska",460,263,213,975,361,377
"Wheeler County, Nebraska",136,40,88,332,102,85
"Lander County, Nevada",1317,455,855,2218,436,362
"Esmeralda County, Nevada",153,13,95,432,189,87
"Mineral County, Nevada",676,539,396,1490,732,627
"Lincoln County, Nevada",694,773,610,1969,702,432
"Washoe County, Nevada",83172,57445,68374,175055,46361,26529
"Carson City, Nevada",9277,6172,6981,21486,6327,4530
"Merrimack County, New Hampshire",23488,19782,17962,62369,15646,10670
"Belknap County, New Hampshire",9242,6531,6323,25754,7935,5102
"Strafford County, New Hampshire",19857,24819,16858,48752,11247,7591
"Monmouth County, New Jersey",106974,78769,66154,263160,61219,45383
"Sussex County, New Jersey",22513,17824,14921,62562,14887,8776
"Essex County, New Jersey",158352,102471,108220,319443,60881,46037
"Gloucester County, New Jersey",52295,37970,35777,120329,26749,18045
"Passaic County, New Jersey",100395,69437,67744,194164,40896,31001
"Bergen County, New Jersey",161671,112307,106856,391141,85953,72462
"Warren County, New Jersey",16876,13388,11512,45448,10466,8172
"Burlington County, New Jersey",76436,55321,55063,184714,41766,32402
"Luna County, New Mexico",5367,3333,2770,7674,2700,2239
"Taos County, New Mexico",4866,3586,2954,13100,5094,3186
"Colfax County, New Mexico",1858,1169,1276,4579,1951,1335
"Harding County, New Mexico",52,34,45,138,98,74
"Quay County, New Mexico",1646,748,943,2968,1183,838
"Noxubee County, Mississippi",2113,1644,1337,3900,985,721
"Tate County, Mississippi",5374,4412,3511,10527,2852,1728
"Panola County, Mississippi",7137,4428,4496,12880,3134,2115
"Yalobusha County, Mississippi",2321,1465,1340,4802,1474,965
"Winnebago County, Iowa",1816,1601,1036,3884,1114,1083
"Shelby County, Iowa",2075,1295,1101,4503,1287,1345
"Appanoose County, Iowa",2273,1278,1315,4759,1498,1329
"Iowa County, Iowa",3079,1834,1706,6586,1483,1501
"Page County, Iowa",2434,1699,1765,6065,1728,1577
"Winneshiek County, Iowa",3020,3977,1855,7353,2114,1943
"Pottawattamie County, Iowa",18272,11923,11024,36336,9098,6740
"Marshall County, Iowa",8462,5005,4703,14725,3780,3289
"Boone County, Iowa",4656,3168,3202,10679,2646,2019
"Buena Vista County, Iowa",4294,3200,2519,7018,1595,1432
"Howard County, Iowa",1983,963,970,3444,964,902
"Guthrie County, Iowa",1978,1155,962,4216,1273,1085
"Humboldt County, Iowa",1891,962,1027,3687,974,1013
"Madison County, Iowa",3238,1792,1621,6626,1573,1162
"Guaynabo Municipio, Puerto Rico",11637,10739,11049,34947,9781,8784
"Fajardo Municipio, Puerto Rico",5033,4312,3771,11321,3467,3207
"Aguas Buenas Municipio, Puerto Rico",4036,3503,3198,10139,2730,2142
"Hatillo Municipio, Puerto Rico",6023,5130,5020,15991,4547,3239
"Santa Isabel Municipio, Puerto Rico",3847,3255,2673,8538,2051,1393
"Mayagüez Municipio, Puerto Rico",10449,14415,8456,24397,9039,8476
"Río Grande Municipio, Puerto Rico",7590,6904,6327,19201,5650,3941
"Añasco Municipio, Puerto Rico",3973,3600,3204,10806,3091,2260
"Cataño Municipio, Puerto Rico",3970,3335,3247,9107,2501,2111
"Guánica Municipio, Puerto Rico",2709,2309,1618,5889,2211,1557
"Loíza Municipio, Puerto Rico",4389,3550,3525,9935,2585,1794
"Las Piedras Municipio, Puerto Rico",6137,4950,4834,15095,3859,2624
"Vega Baja Municipio, Puerto Rico",8274,7004,6572,20184,5662,4496
"Lafayette County, Arkansas",1081,816,658,2663,865,717
"Phillips County, Arkansas",3999,2608,1865,6759,1978,1397
"Yell County, Arkansas",4286,2681,2329,8423,2128,1617
"Bradley County, Arkansas",2184,1170,1254,4272,1057,937
"Polk County, Arkansas",3763,2278,2182,7362,2605,1904
"Ouachita County, Arkansas",4554,2896,2504,9201,2662,2013
"Little River County, Arkansas",2261,1392,1324,4823,1492,1055
"Miller County, Arkansas",8520,5391,5825,16700,4226,2910
"White County, Arkansas",15257,12397,9527,28890,7385,5306
"Lake County, California",11077,6692,6967,25126,8902,5431
"Yuba County, California",17917,10410,12193,26465,5886,3489
"Lassen County, California",3827,4376,6307,11929,2662,1717
"Sonoma County, California",81594,58864,64563,199838,58048,36865
"Imperial County, California",43475,27101,26562,60722,12818,10023
"Alameda County, California",288899,195193,276019,672617,131979,92047
"Napa County, California",23753,17647,17190,55065,14738,11230
"Sierra County, California",428,192,271,1257,541,351
"Yolo County, California",38136,51630,29614,71576,15404,10992
"Nevada County, California",13953,9291,9607,40139,16234,10020
"Mendocino County, California",15600,9619,9843,33630,11991,6541
"Los Angeles County, California",1835169,1359506,1623246,3927671,758833,577145
"Santa Clara County, California",358088,234424,309599,771185,141994,112180
"Siskiyou County, California",7350,4436,4437,16513,6725,4007
"Del Norte County, California",4981,2870,3985,10932,2870,1857
"Chaffee County, Colorado",2470,1564,2454,8170,2988,1911
"Garfield County, Colorado",12581,7176,8110,23711,4810,2667
"Jefferson County, Colorado",94541,65432,84122,238734,56133,35836
"Rio Blanco County, Colorado",1343,828,828,2412,540,433
"Conejos County, Colorado",1749,1093,803,2970,879,634
"Adams County, Colorado",113749,66104,82216,190934,31870,19235
"Eagle County, Colorado",9954,6222,8867,23761,4230,1647
"Moffat County, Colorado",2796,1438,2005,5080,1129,679
"Cheyenne County, Colorado",511,177,200,803,157,178
"Montgomery County, Alabama",44697,31674,32909,84554,19379,13728
"Marshall County, Alabama",19865,11823,11702,36160,9426,6667
"Blount County, Alabama",11056,6834,6839,22626,6111,4215
"Henry County, Alabama",2942,2023,1636,6747,2292,1493
"Madison County, Alabama",65623,48893,50436,144173,30731,22420
"Autauga County, Alabama",10631,7382,7056,22028,4818,3465
"Tallapoosa County, Alabama",6989,4885,4314,15848,5111,3394
"Geneva County, Alabama",4777,2980,2927,10458,2960,2315
"Wilcox County, Alabama",2071,1496,1134,3954,1192,834
"Aleutians West Census Area, Alaska",866,705,1004,2776,257,90
"Bristol Bay Borough, Alaska",139,101,91,457,53,34
"Kodiak Island Borough, Alaska",2923,1594,2469,5146,948,371
"Northwest Arctic Borough, Alaska",2352,1154,1235,2399,360,215
"McMinn County, Tennessee",9187,6352,6213,21025,5989,4287
"Marshall County, Tennessee",6302,3936,4263,13281,3241,1942
"Rhea County, Tennessee",6317,4291,3915,12313,3509,2374
"Scott County, Tennessee",4346,2662,2612,8716,2203,1430
"Anderson County, Tennessee",13194,8602,9034,30244,8590,6397
"Fentress County, Tennessee",3129,2061,1872,7319,2431,1401
"Gibson County, Tennessee",9751,6059,5804,18904,4855,3855
"Hardeman County, Tennessee",3958,3264,3619,10050,2706,1846
"Loudon County, Tennessee",8510,5539,5181,19588,8043,5479
"Rutherford County, Tennessee",64924,52554,46617,119515,20389,11816
"Smith County, Tennessee",3728,2386,2362,8034,2021,1209
"Wilson County, Tennessee",26839,15957,16005,56790,13311,7764
"Unicoi County, Tennessee",2501,1920,2096,7166,2327,1801
"Lincoln County, New Mexico",2974,1811,1828,7373,3286,2189
"Chaves County, New Mexico",14235,9535,8354,22920,5707,4393
"Lea County, New Mexico",17837,10260,10299,24111,4529,3241
"Santa Fe County, New Mexico",22476,16013,16747,59519,22262,12276
"Union County, New Mexico",761,352,618,1586,417,399
"Sierra County, New Mexico",1469,934,728,3979,2124,1797
"Socorro County, New Mexico",3226,2617,1778,6059,1978,1200
"Roosevelt County, New Mexico",3883,4192,2453,5738,1420,1202
"Doña Ana County, New Mexico",44623,40488,27838,70080,18991,14049
"Los Alamos County, New Mexico",3509,1856,2248,7752,1903,1357
"Rio Arriba County, New Mexico",7653,4796,4458,14946,4282,3024
"San Miguel County, New Mexico",4176,3929,3130,10791,3425,2287
"Valencia County, New Mexico",14821,9875,9230,29019,7911,5171
"Torrance County, New Mexico",2645,2107,1581,6066,1993,1127
"Bernalillo County, New Mexico",123741,87982,101561,257646,63737,43191
"Otero County, New Mexico",13071,9487,9724,22607,6398,4850
"Cibola County, New Mexico",5258,3499,3792,10145,2517,1680
"De Baca County, New Mexico",515,380,120,624,248,153
"Guadalupe County, New Mexico",719,326,612,1747,494,455
"Catron County, New Mexico",378,309,143,1390,748,558
"Bronx County, New York",300466,205056,228450,521435,100267,79394
"Onondaga County, New York",81249,65745,61649,177396,43155,33678
"Clinton County, New York",12056,13316,10230,31763,7642,5576
"Seneca County, New York",5630,4050,4798,13499,3766,2647
"Putnam County, New York",15712,12511,10682,43378,9944,6560
"Herkimer County, New York",10529,7796,6810,24439,7095,5388
"Ontario County, New York",18123,14216,12001,43964,12530,8677
"Steuben County, New York",17071,11265,11188,38647,10453,7798
"Hamilton County, New York",491,457,298,1903,841,525
"Chautauqua County, New York",21502,17477,15053,49307,14017,11140
"Kings County, New York",506302,303425,474438,953515,199134,153160
"Tioga County, New York",8305,5685,5112,19980,5331,4273
"Orleans County, New York",6421,4984,5354,17047,4139,2959
"Saratoga County, New York",37746,27746,27041,95778,24329,15862
"Columbia County, New York",8403,6394,6574,25064,8078,5858
"Lewis County, New York",5066,3146,3044,10561,2674,2081
"Westchester County, New York",175400,125200,110783,395296,86662,75549
"Delaware County, New York",6137,6071,4428,17571,6255,4533
"Montgomery County, New York",9269,5834,6226,18953,5018,4002
"Richmond County, New York",85664,58568,63891,191328,44382,31060
"St. Lawrence County, New York",18324,18932,12715,40544,10604,7794
"Tompkins County, New York",12471,30397,12982,32497,8643,5652
"Warren County, New York",9528,6915,7622,26324,8169,5718
"Cortland County, New York",7513,10239,5535,16910,4456,3212
"Dutchess County, New York",44866,43275,34317,121120,28334,21842
"Platte County, Wyoming",1262,794,1021,3456,1172,877
"Sheridan County, Wyoming",5251,3466,3598,11658,3772,2395
"Big Horn County, Wyoming",2433,1413,1175,4360,1421,1080
"Crook County, Wyoming",1573,706,830,2933,873,557
"Park County, Wyoming",4947,3439,3263,11040,3858,2601
"Albany County, Wyoming",5299,11614,6429,10723,2667,1658
"Carbon County, Wyoming",2986,1809,2044,5919,1486,1003
"Goshen County, Wyoming",2265,1690,1485,5024,1580,1298
"Uinta County, Wyoming",4994,2521,2440,7859,1734,931
"Washakie County, Wyoming",1519,962,779,3074,982,711
"Hot Springs County, Wyoming",777,368,522,1836,636,468
"Fremont County, Wyoming",8502,4779,4805,14616,4267,2843
"Sublette County, Wyoming",1905,1167,1083,3967,1082,676
"Weston County, Wyoming",1241,721,834,2883,768,602
"Aibonito Municipio, Puerto Rico",3588,2900,2864,9065,2613,1958
"Juncos Municipio, Puerto Rico",6702,5513,5240,15289,3497,2539
"Lajas Municipio, Puerto Rico",3297,3349,2185,8636,2999,2369
"Adjuntas Municipio, Puerto Rico",2976,2366,2192,7023,1923,1411
"Camuy Municipio, Puerto Rico",4792,4322,3792,12625,3641,2426
"Naguabo Municipio, Puerto Rico",4713,3624,3491,9707,2622,1918
"Naranjito Municipio, Puerto Rico",4600,3787,3721,10824,2947,2233
"Arecibo Municipio, Puerto Rico",12749,11582,10357,32742,9780,8180
"Arroyo Municipio, Puerto Rico",3143,2389,2192,6744,2026,1311
"Quebradillas Municipio, Puerto Rico",3738,3125,2930,9218,2689,1929
"Guayama Municipio, Puerto Rico",6649,6021,5730,15355,4133,3001
"Culebra Municipio, Puerto Rico",214,129,201,461,131,175
"Gurabo Municipio, Puerto Rico",7678,6525,6047,19446,4208,3006
"Barceloneta Municipio, Puerto Rico",3922,3330,3142,9130,2562,1993
"Yauco Municipio, Puerto Rico",5433,4412,4003,14048,4316,3216
"Aguadilla Municipio, Puerto Rico",8225,7129,6282,20133,6338,4696
"Cabo Rojo Municipio, Puerto Rico",7115,6290,5364,18808,5858,5052
"Patillas Municipio, Puerto Rico",2550,2143,1954,6707,2056,1519
"Villalba Municipio, Puerto Rico",3848,3414,2734,8662,2331,1414
"Carolina Municipio, Puerto Rico",22649,20819,18896,58120,17412,15883
"Cayey Municipio, Puerto Rico",6566,5906,5422,17180,5015,3696
"Humacao Municipio, Puerto Rico",7985,6866,6003,20559,6454,4640
"Morovis Municipio, Puerto Rico",5253,4506,4264,12190,2819,1930
"Trujillo Alto Municipio, Puerto Rico",10530,9040,8421,26209,6954,5184
"Manatí Municipio, Puerto Rico",6254,5277,4588,14658,4443,3616
"Peñuelas Municipio, Puerto Rico",3796,2843,2712,7780,1956,1296
"Rincón Municipio, Puerto Rico",1966,1595,1397,5729,1886,1483
"San Germán Municipio, Puerto Rico",4789,4459,3462,11256,4028,3448
"San Sebastián Municipio, Puerto Rico",5777,4633,4069,14306,4821,3514
"Monroe County, New York",128120,102545,104611,282721,71093,54251
"Oneida County, New York",40456,30559,28588,88081,23127,19148
"Ulster County, New York",25958,22517,22154,73782,20356,13898
"Chemung County, New York",15098,10193,10492,33498,8689,6925
"Livingston County, New York",9198,11715,6962,24787,6383,4546
"Otsego County, New York",7879,12154,5844,21762,7083,5250
"Greene County, New York",6414,5651,5767,19330,6078,4184
"Albany County, New York",46650,55400,40297,113930,28867,21824
"Allegany County, New York",7734,8916,4731,16711,5017,3579
"Cattaraugus County, New York",14151,10121,8427,29995,8319,6108
"Madison County, New York",11114,12124,7406,28011,7350,5200
"Schenectady County, New York",27613,20571,19799,60821,14245,11810
"Genesee County, New York",9647,6827,7353,23388,5784,4809
"Yates County, New York",4569,3769,2657,8986,2940,2090
"Greene County, North Carolina",3548,2502,2798,8869,1987,1329
"Mitchell County, North Carolina",2258,1644,1672,5772,2067,1591
"Chowan County, North Carolina",2205,1298,1846,5333,1983,1432
"Alleghany County, North Carolina",1566,1021,1086,4418,1639,1278
"Caldwell County, North Carolina",13418,9456,9100,34078,9448,6384
"Catawba County, North Carolina",28802,19756,18289,63231,16633,10902
"Cleveland County, North Carolina",17521,12915,10899,38255,10577,7115
"Craven County, North Carolina",18879,16159,13552,34724,11134,8043
"Edgecombe County, North Carolina",9913,6401,6205,20144,5927,4058
"Granville County, North Carolina",9967,7471,6776,25256,5990,3868
"Harnett County, North Carolina",29549,17175,20799,48671,9810,6279
"Hoke County, North Carolina",12762,6524,9680,19798,3389,1804
"Henderson County, North Carolina",18127,11287,11565,44702,16489,12743
"Hyde County, North Carolina",843,558,578,2222,649,363
"Iredell County, North Carolina",32937,21916,20658,72727,16583,10717
"Mecklenburg County, North Carolina",214609,138944,182040,421590,72212,45080
"Northampton County, North Carolina",2919,2034,2075,7918,2823,2177
"Pitt County, North Carolina",32020,37966,24549,61039,13697,9162
"Rowan County, North Carolina",25766,17841,17239,55328,14105,10017
"Vance County, North Carolina",8724,5693,5212,16900,4734,3216
"Cherokee County, North Carolina",3848,2602,2465,10957,4932,3165
"Currituck County, North Carolina",4771,2797,3039,11579,2700,1477
"Union County, North Carolina",50512,33165,22360,96514,17859,10643
"Wilkes County, North Carolina",11457,7712,7379,27553,8262,6106
"Nash County, North Carolina",16992,12237,10734,37340,10165,6562
"Alexander County, North Carolina",6174,4212,4369,15210,4168,3080
"Dare County, North Carolina",5757,3517,3548,15901,4918,2581
"Warren County, North Carolina",2958,2390,1971,7691,2867,2021
"Wilson County, North Carolina",15514,10417,9779,31496,8402,5827
"Gates County, North Carolina",1956,1233,1173,4903,1453,830
"Graham County, North Carolina",1432,998,819,3289,1111,860
"Madison County, North Carolina",3082,3092,2252,8390,2775,1908
"Pamlico County, North Carolina",1506,1250,1239,5006,2215,1485
"Polk County, North Carolina",2675,1993,1745,7941,3291,2912
"Randolph County, North Carolina",26470,17540,16662,57604,14785,10057
"Stokes County, North Carolina",7034,5122,4851,19475,5421,3878
"Washington County, North Carolina",2014,1733,824,4537,1645,1169
"Clay County, North Carolina",1778,792,980,4098,1980,1318
"Cumberland County, North Carolina",69611,57342,57027,110359,22922,15600
"Guilford County, North Carolina",97470,78357,72567,201264,45884,32326
"Jackson County, North Carolina",5892,9630,4659,14487,5108,3162
"Pasquotank County, North Carolina",7477,5113,5501,14905,3922,2596
"Robeson County, North Carolina",27758,19289,16789,49248,12161,7351
"Swain County, North Carolina",2775,1692,1666,5423,1601,1103
"Wake County, North Carolina",214240,141779,157847,434834,75055,45324
"Anson County, North Carolina",3940,2949,3560,9992,2693,1768
"McDowell County, North Carolina",7738,4632,5282,18584,5298,3693
"Franklin County, North Carolina",12064,8208,7590,27592,6735,4173
"Jones County, North Carolina",1464,890,1152,3897,1306,885
"Macon County, North Carolina",5214,3364,3592,12774,5653,4216
"Brunswick County, North Carolina",17028,10806,12146,51612,27400,12823
"Transylvania County, North Carolina",4445,3693,3215,12310,5533,4579
"Beaufort County, North Carolina",7793,5205,4663,18494,6638,4375
"Columbus County, North Carolina",9640,7024,6849,21619,6479,4457
"Lincoln County, North Carolina",14487,9395,8860,36076,8780,5321
"Montgomery County, North Carolina",4937,3347,2998,10594,3282,2094
"Orange County, North Carolina",23273,31537,17957,52666,12411,6992
"Richmond County, North Carolina",8440,5974,5268,17468,4630,3217
"Sampson County, North Carolina",12812,8043,7033,24452,6453,4592
"Surry County, North Carolina",12388,8648,7745,28714,8292,6184
"Avery County, North Carolina",2069,2113,2158,7363,2238,1565
"Buncombe County, North Carolina",39703,28483,35441,103334,29491,20434
"Cabarrus County, North Carolina",43819,25908,25664,84335,16392,10497
"Caswell County, North Carolina",3492,2477,2422,9598,2839,1856
