NAME,white,black,amindia,asia,pacific,other,2m,state,county
"Lincoln County, North Carolina",74133,4125,201,593,42,2019,1806,37,109
"Montgomery County, North Carolina",20612,4794,82,393,0,730,641,37,123
"Orange County, North Carolina",109195,16562,820,11363,9,2991,3896,37,135
"Richmond County, North Carolina",27785,14344,1075,436,24,474,859,37,153
"Sampson County, North Carolina",39791,16080,1166,356,0,4286,1706,37,163
"Surry County, North Carolina",65358,2683,247,415,135,2171,962,37,171
"Avery County, North Carolina",16109,693,231,77,4,220,172,37,011
"Buncombe County, North Carolina",228237,16101,1069,3249,354,2846,5030,37,021
"Cabarrus County, North Carolina",145738,37166,684,7700,210,9597,5520,37,025
"Caswell County, North Carolina",14307,7425,48,152,22,438,292,37,033
"Davie County, North Carolina",37753,2094,126,300,0,759,1225,37,059
"Davidson County, North Carolina",141830,15232,512,2586,16,2201,3004,37,057
"Duplin County, North Carolina",42010,14006,270,223,61,1254,1143,37,061
"Durham County, North Carolina",161919,113682,779,15279,129,10519,9541,37,063
"Hertford County, North Carolina",8422,14263,289,184,38,220,596,37,091
"Lee County, North Carolina",44592,12273,498,807,31,1334,946,37,105
"New Hanover County, North Carolina",184851,31337,577,3012,199,2870,5092,37,129
"Pender County, North Carolina",46947,8612,273,263,60,2562,1682,37,141
"Wayne County, North Carolina",78721,37666,375,1488,53,1386,3914,37,191
"Scotland County, North Carolina",15317,13660,4171,284,9,817,818,37,165
"Watauga County, North Carolina",51539,967,383,651,53,539,793,37,189
"Halifax County, North Carolina",20721,27013,1930,374,74,77,1001,37,083
"Alamance County, North Carolina",113953,31926,668,2602,66,10192,3917,37,001
"Tyrrell County, North Carolina",2268,1521,37,18,0,169,82,37,177
"Stark County, North Dakota",28352,625,412,387,102,346,857,38,089
"Wells County, North Dakota",3892,0,9,9,0,6,60,38,103
"Burke County, North Dakota",2099,5,15,11,0,16,36,38,013
"Mountrail County, North Dakota",6648,146,2956,49,0,252,270,38,061
"Williams County, North Dakota",28778,1572,1081,341,47,1779,1610,38,105
"Billings County, North Dakota",895,0,0,0,0,16,11,38,007
"Kidder County, North Dakota",2369,5,37,6,0,41,8,38,043
"Cavalier County, North Dakota",3609,2,55,0,0,68,69,38,019
"Grant County, North Dakota",2271,2,18,28,1,0,33,38,037
"McHenry County, North Dakota",5700,21,65,23,0,13,56,38,049
"Steele County, North Dakota",1708,13,0,0,0,6,17,38,091
"Benson County, North Dakota",2793,3,3801,4,4,14,254,38,005
"LaMoure County, North Dakota",3981,41,14,8,0,22,59,38,045
"Morton County, North Dakota",28149,310,1024,201,0,524,660,38,059
"Dunn County, North Dakota",3731,75,424,35,9,52,69,38,025
"McIntosh County, North Dakota",2492,14,16,13,0,45,17,38,051
"Nelson County, North Dakota",2794,3,9,1,0,58,29,38,063
"Rolette County, North Dakota",2640,93,11357,21,0,38,362,38,079
"Walsh County, North Dakota",10130,44,233,51,0,147,146,38,099
"Bottineau County, North Dakota",6048,42,268,7,0,33,104,38,009
"Barnes County, North Dakota",10046,239,183,109,7,16,106,38,003
"Grand Forks County, North Dakota",60439,2641,1861,1962,404,1190,1727,38,035
"McKenzie County, North Dakota",11112,216,1472,53,0,146,335,38,053
"McLean County, North Dakota",8620,66,686,8,15,67,122,38,055
"Pierce County, North Dakota",3869,25,154,15,0,3,60,38,069
"Renville County, North Dakota",2364,6,3,5,0,14,50,38,075
"Bowman County, North Dakota",3026,1,37,0,3,40,41,38,011
"Burleigh County, North Dakota",85927,2140,3943,734,89,218,1742,38,015
"Logan County, North Dakota",1833,0,4,2,0,2,31,38,047
"Oliver County, North Dakota",1671,0,19,32,10,0,110,38,065
"Stutsman County, North Dakota",19479,309,343,107,4,157,566,38,093
"Ramsey County, North Dakota",9764,64,1230,99,0,19,407,38,071
"Foster County, North Dakota",3127,0,58,1,11,0,63,38,031
"Griggs County, North Dakota",2296,0,43,0,0,20,50,38,039
"Sheridan County, North Dakota",1393,0,10,0,0,0,6,38,083
"Slope County, North Dakota",715,13,5,0,0,0,9,38,087
"Union County, Ohio",51608,1470,195,2269,48,287,830,39,159
"Pike County, Ohio",26742,468,151,23,0,18,598,39,131
"Paulding County, Ohio",17951,147,28,41,15,233,394,39,125
"Hamilton County, Ohio",548299,207839,904,21550,516,7818,26663,39,061
"Franklin County, Ohio",855170,291177,2891,67795,470,23200,49657,39,049
"Marion County, Ohio",58505,3714,166,420,26,396,2072,39,101
"Tuscarawas County, Ohio",89194,661,170,370,0,114,1826,39,157
"Wayne County, Ohio",109717,1584,286,1211,15,1206,2080,39,169
"Brown County, Ohio",42265,353,81,124,0,176,573,39,015
"Butler County, Ohio",320689,30587,1034,12447,330,4105,10827,39,017
"Harrison County, Ohio",14484,434,12,75,0,31,175,39,067
"Knox County, Ohio",59292,607,145,282,13,73,1069,39,083
"Licking County, Ohio",158836,6676,213,2179,31,778,5037,39,089
"Richland County, Ohio",104983,10808,139,959,40,552,3619,39,139
"Vinton County, Ohio",12716,34,7,23,0,0,303,39,163
"Carroll County, Ohio",27126,72,8,9,0,22,95,39,019
"Hancock County, Ohio",69813,1258,74,1467,0,1255,1970,39,063
"Clermont County, Ohio",194339,2895,248,2550,60,425,3758,39,025
"Fairfield County, Ohio",134573,11384,163,2492,71,1107,4667,39,045
"Defiance County, Ohio",34608,670,190,168,13,1247,1264,39,039
"Highland County, Ohio",41178,627,108,170,0,100,833,39,071
"Henry County, Ohio",25451,252,46,85,4,761,609,39,069
"Jefferson County, Ohio",60567,3654,65,349,0,145,1591,39,081
"Portage County, Ohio",147306,6724,236,2907,49,890,4399,39,133
"Putnam County, Ohio",31974,137,8,53,11,1290,438,39,137
"Belmont County, Ohio",63374,2652,159,333,8,307,1191,39,013
"Clinton County, Ohio",39562,861,27,200,10,154,1143,39,027
"Fayette County, Ohio",26802,710,9,282,11,180,626,39,047
"Perry County, Ohio",35009,139,121,48,53,11,641,39,127
"Pickaway County, Ohio",53851,2055,163,372,0,236,1085,39,129
"Madison County, Ohio",39820,2602,48,310,9,58,1288,39,097
"Muskingum County, Ohio",79042,2779,222,385,33,385,3285,39,119
"Sandusky County, Ohio",53834,1766,164,223,12,1365,1665,39,143
"Van Wert County, Ohio",27219,371,64,81,0,158,368,39,161
"Washington County, Ohio",57903,781,272,387,0,157,926,39,167
"Auglaize County, Ohio",44142,292,95,216,3,400,581,39,011
"Darke County, Ohio",50108,385,148,255,0,143,474,39,037
"Ottawa County, Ohio",38754,497,120,87,0,614,560,39,123
"Hardin County, Ohio",30171,230,3,249,0,155,617,39,065
"Jackson County, Ohio",31403,211,12,44,22,0,758,39,079
"Huron County, Ohio",55797,792,132,131,12,373,1102,39,077
"Athens County, Ohio",60024,1962,140,1728,40,231,1792,39,009
"Adams County, Ohio",27455,129,6,8,0,37,141,39,001
"Medina County, Ohio",169681,2675,261,1997,0,713,2653,39,103
"Lucas County, Ohio",310784,82120,1088,7440,129,9912,19629,39,095
"Noble County, Ohio",13355,807,28,11,0,94,121,39,121
"Bayamón Municipio, Puerto Rico",122650,15295,219,279,0,10804,28945,72,021
"Canóvanas Municipio, Puerto Rico",21976,5069,0,275,0,17979,289,72,029
"Comerío Municipio, Puerto Rico",15803,2217,58,0,0,1064,82,72,045
"Juana Díaz Municipio, Puerto Rico",20820,4064,27,96,0,5357,15788,72,075
"Las Marías Municipio, Puerto Rico",3984,73,0,0,0,4263,50,72,083
"Corozal Municipio, Puerto Rico",27122,2542,0,0,0,2793,1043,72,047
"Maunabo Municipio, Puerto Rico",1351,9306,8,0,0,110,1,72,095
"Ponce Municipio, Puerto Rico",108236,8050,122,69,0,10293,12901,72,113
"Toa Alta Municipio, Puerto Rico",60238,5255,105,318,6,4274,2668,72,135
"Toa Baja Municipio, Puerto Rico",56358,8869,21,0,0,8520,4042,72,137
"Vieques Municipio, Puerto Rico",4730,651,8,14,0,3151,88,72,147
"Yabucoa Municipio, Puerto Rico",6244,26418,0,11,0,463,363,72,151
"Aguada Municipio, Puerto Rico",32382,908,46,0,0,1194,3424,72,003
"Caguas Municipio, Puerto Rico",98380,10784,292,220,0,15275,3986,72,025
"Cidra Municipio, Puerto Rico",28632,3632,105,64,0,1684,5490,72,041
"Coamo Municipio, Puerto Rico",25866,11268,0,0,0,1685,87,72,043
"Dorado Municipio, Puerto Rico",28643,4700,0,47,0,1520,1893,72,051
"Luquillo Municipio, Puerto Rico",10988,1720,22,32,0,5075,387,72,089
"Barranquitas Municipio, Puerto Rico",24365,1214,16,0,0,1063,1735,72,019
"Orocovis Municipio, Puerto Rico",16957,733,48,0,0,2022,1222,72,107
"San Lorenzo Municipio, Puerto Rico",23337,11766,41,49,0,617,1399,72,129
"Ceiba Municipio, Puerto Rico",7046,1009,51,19,0,3002,388,72,037
"Ciales Municipio, Puerto Rico",15416,250,54,12,0,287,494,72,039
"Isabela Municipio, Puerto Rico",27363,2107,31,0,0,11826,380,72,071
"Jayuya Municipio, Puerto Rico",8421,357,52,6,0,5272,431,72,073
"Lares Municipio, Puerto Rico",18200,188,10,0,0,7251,47,72,081
"San Juan Municipio, Puerto Rico",219146,44472,1244,1199,75,51470,17862,72,127
"Vega Alta Municipio, Puerto Rico",26510,3926,0,49,0,5724,897,72,143
"Maricao Municipio, Puerto Rico",2699,92,17,0,0,3214,53,72,093
"Seneca County, Ohio",51886,1716,105,344,0,339,961,39,147
"Stark County, Ohio",326746,27880,473,3432,21,2339,11513,39,151
"Coshocton County, Ohio",35436,419,84,107,0,28,511,39,031
"Delaware County, Ohio",175014,6845,250,12716,49,1036,5225,39,041
"Geauga County, Ohio",90764,1276,112,620,0,94,977,39,055
"Hocking County, Ohio",27545,218,12,63,0,37,515,39,073
"Lake County, Ohio",209296,9947,281,2838,60,2198,5334,39,085
"Ross County, Ohio",69541,4050,10,392,19,379,2557,39,141
"Cuyahoga County, Ohio",778519,368969,3280,37879,486,19535,38783,39,035
"Holmes County, Ohio",43219,60,19,114,0,28,461,39,075
"Miami County, Ohio",98717,2130,147,1317,6,253,2801,39,109
"Monroe County, Ohio",13694,53,0,65,0,1,129,39,111
"Trumbull County, Ohio",177380,16468,211,1047,62,251,4948,39,155
"Wood County, Ohio",119595,3416,248,2180,94,1342,3275,39,173
"Ashland County, Ohio",51783,397,14,352,0,143,847,39,005
"Dewey County, Oklahoma",4385,8,234,6,0,5,284,40,043
"Harper County, Oklahoma",3473,1,14,0,0,204,68,40,059
"Logan County, Oklahoma",38746,3834,1673,174,14,122,2120,40,083
"Tulsa County, Oklahoma",452799,65036,32437,21724,633,22817,50973,40,143
"Washington County, Oklahoma",39881,1406,5428,1156,16,761,3238,40,147
"Harmon County, Oklahoma",1757,254,12,20,0,473,194,40,057
"Haskell County, Oklahoma",9179,108,1216,90,3,139,1952,40,061
"Okmulgee County, Oklahoma",25073,3168,5507,169,18,197,4617,40,111
"Osage County, Oklahoma",30589,5266,6027,204,16,526,4598,40,113
"Jefferson County, Oklahoma",5224,85,358,1,0,193,297,40,067
"Garfield County, Oklahoma",50726,1497,1213,558,2174,2357,3373,40,047
"Garvin County, Oklahoma",23160,637,1540,85,0,142,2271,40,049
"Pittsburg County, Oklahoma",32189,1261,2644,153,71,320,7508,40,121
"Pontotoc County, Oklahoma",26364,972,4886,298,36,420,5379,40,123
"Roger Mills County, Oklahoma",3232,9,219,0,0,78,129,40,129
"Woodward County, Oklahoma",18541,264,362,56,2,611,891,40,153
"Cherokee County, Oklahoma",24777,661,16307,359,139,1076,5345,40,021
"Delaware County, Oklahoma",27710,199,9424,520,38,453,4089,40,041
"Ellis County, Oklahoma",3692,7,92,27,0,43,154,40,045
"Grady County, Oklahoma",47267,1295,2711,283,0,352,3163,40,051
"Payne County, Oklahoma",65946,3251,3410,3523,71,517,5097,40,119
"Pottawatomie County, Oklahoma",54752,2505,10595,472,62,416,3352,40,125
"Creek County, Oklahoma",56527,1533,8281,310,21,477,4278,40,037
"Tillman County, Oklahoma",4846,562,202,16,0,1219,568,40,141
"Washita County, Oklahoma",10032,142,182,8,0,305,556,40,149
"Cotton County, Oklahoma",4695,133,567,0,0,72,391,40,033
"Kiowa County, Oklahoma",7078,302,426,57,9,414,600,40,075
"Le Flore County, Oklahoma",37793,952,5639,347,8,925,4362,40,079
"McCurtain County, Oklahoma",21022,2599,4308,274,368,771,3674,40,089
"Major County, Oklahoma",6865,32,229,67,9,238,252,40,093
"Mayes County, Oklahoma",27301,221,7327,177,145,217,5656,40,097
"Oklahoma County, Oklahoma",539029,117836,22796,26573,807,28683,51492,40,109
"Custer County, Oklahoma",23391,903,1067,352,10,1154,2275,40,039
"Love County, Oklahoma",8402,263,556,82,0,229,531,40,085
"Beckham County, Oklahoma",18816,944,508,76,15,984,925,40,009
"Choctaw County, Oklahoma",9300,1631,2313,13,25,151,1374,40,023
"Jackson County, Oklahoma",18005,1716,416,331,15,2821,1759,40,065
"Lincoln County, Oklahoma",29620,677,2542,114,37,102,1803,40,081
"Pawnee County, Oklahoma",12891,169,1876,60,3,38,1375,40,117
"Seminole County, Oklahoma",16894,1195,5042,140,3,128,1430,40,133
"Cimarron County, Oklahoma",2134,4,8,6,0,17,5,40,025
"Blaine County, Oklahoma",7608,399,721,2,0,294,532,40,011
"Coal County, Oklahoma",3909,11,559,24,0,95,983,40,029
"Grant County, Oklahoma",3978,41,73,8,4,92,201,40,053
"Kingfisher County, Oklahoma",13364,200,494,60,0,1033,543,40,073
"McClain County, Oklahoma",33221,464,2347,114,23,659,2419,40,087
"Marshall County, Oklahoma",11591,283,1150,34,0,1913,1534,40,095
"Noble County, Oklahoma",9392,30,873,9,4,77,950,40,103
"Nowata County, Oklahoma",7007,253,1553,15,19,151,1324,40,105
"Rogers County, Oklahoma",68194,940,11567,1309,62,1004,8277,40,131
"Sequoyah County, Oklahoma",26776,813,8303,340,24,579,4874,40,135
"Alfalfa County, Oklahoma",4986,181,112,0,0,179,389,40,003
"Woods County, Oklahoma",8005,276,146,106,0,53,457,40,151
"Cleveland County, Oklahoma",216953,13123,11708,12443,188,4668,20191,40,027
"Okfuskee County, Oklahoma",7657,895,1768,0,0,73,1674,40,107
"Atoka County, Oklahoma",10049,495,1433,99,9,84,1654,40,005
"Union County, Oregon",24158,198,329,297,385,201,769,41,061
"Marion County, Oregon",275985,4194,2999,6999,3019,24060,22385,41,047
"Douglas County, Oregon",100807,462,1221,1078,99,665,4782,41,019
"Jefferson County, Oregon",16713,182,4106,146,22,1501,937,41,031
"Polk County, Oregon",73159,686,1631,1542,414,2515,3090,41,053
"Deschutes County, Oregon",173615,1188,1166,2067,313,2352,5550,41,017
"Linn County, Oregon",112036,627,1192,1344,123,3997,5729,41,043
"Yamhill County, Oregon",91772,878,1271,1525,265,4788,4332,41,071
"Baker County, Oregon",14844,147,198,109,59,312,350,41,001
"Klamath County, Oregon",58240,483,2906,682,45,1531,3034,41,035
"Lincoln County, Oregon",42835,271,1358,603,96,1159,2225,41,041
"Benton County, Oregon",77177,982,605,6528,218,1696,3901,41,003
"Crook County, Oregon",21410,126,229,80,101,378,687,41,013
"Sherman County, Oregon",1504,3,12,2,23,12,86,41,055
"Harney County, Oregon",6654,35,107,0,2,9,460,41,025
"Malheur County, Oregon",27291,345,385,430,41,1002,918,41,045
"Wallowa County, Oregon",6647,12,77,18,9,65,176,41,063
"Wheeler County, Oregon",1319,0,12,4,2,25,53,41,069
"Morrow County, Oregon",10131,30,153,70,58,513,348,41,049
"Coos County, Oregon",56319,327,1349,652,33,1344,3662,41,011
"Curry County, Oregon",20583,99,336,118,12,66,1436,41,015
"Gilliam County, Oregon",1725,0,74,15,13,12,39,41,021
"Hood River County, Oregon",20679,136,152,383,0,996,863,41,027
"Lake County, Oregon",7193,27,199,85,0,50,283,41,037
"Multnomah County, Oregon",627124,43988,7217,59715,5199,18017,43346,41,051
"Pike County, Pennsylvania",49074,3526,58,661,38,766,1330,42,103
"Snyder County, Pennsylvania",39022,425,30,275,0,221,510,42,109
"Susquehanna County, Pennsylvania",39944,275,13,157,16,131,434,42,115
"Crawford County, Pennsylvania",81795,1384,33,485,23,248,1697,42,039
"Erie County, Pennsylvania",236779,19663,721,4538,63,3350,8721,42,049
"Fulton County, Pennsylvania",14009,221,42,38,0,35,161,42,057
"Juniata County, Pennsylvania",23882,270,0,97,0,210,165,42,067
"Schuylkill County, Pennsylvania",133647,4538,308,703,11,1464,2003,42,107
"Wyoming County, Pennsylvania",26534,297,36,60,0,31,369,42,131
"Adams County, Pennsylvania",95038,1468,129,732,0,2740,2363,42,001
"Armstrong County, Pennsylvania",64325,548,26,201,0,34,733,42,005
"Clinton County, Pennsylvania",37447,696,102,323,11,83,253,42,035
"Carbon County, Pennsylvania",61135,1485,126,360,8,238,535,42,025
"Centre County, Pennsylvania",141849,6173,107,9923,52,922,2934,42,027
"Northumberland County, Pennsylvania",86804,2457,389,379,35,457,1240,42,097
"Northampton County, Pennsylvania",259055,17264,643,8497,114,6749,10487,42,095
"Venango County, Pennsylvania",50080,407,17,195,0,146,973,42,121
"Beaver County, Pennsylvania",149833,9648,147,880,93,624,4608,42,007
"Lackawanna County, Pennsylvania",191885,5898,108,5921,87,1978,4775,42,069
"McKean County, Pennsylvania",39132,1048,63,212,21,309,616,42,083
"Fayette County, Pennsylvania",121435,5502,55,474,81,615,3140,42,051
"Montgomery County, Pennsylvania",651356,75690,1046,62636,329,11293,21473,42,091
"Clearfield County, Pennsylvania",75643,2302,192,401,0,224,1146,42,033
"Lebanon County, Pennsylvania",121005,3449,132,1989,65,10134,2955,42,075
"Lycoming County, Pennsylvania",105254,5665,221,809,25,351,2005,42,081
"Montour County, Pennsylvania",17145,328,11,632,0,14,129,42,093
"Warren County, Pennsylvania",38843,192,45,191,0,63,422,42,123
"Butler County, Pennsylvania",179098,1821,83,2336,25,394,3142,42,019
"Elk County, Pennsylvania",29663,268,42,153,28,21,165,42,047
"Lancaster County, Pennsylvania",478516,22580,823,11863,132,13655,13430,42,071
"Mercer County, Pennsylvania",101788,6358,115,822,3,275,2157,42,085
"Potter County, Pennsylvania",16346,67,37,59,0,44,253,42,105
"Tioga County, Pennsylvania",39659,297,31,231,13,153,560,42,117
"Newport County, Rhode Island",74408,3320,411,1616,173,826,2047,44,005
"Providence County, Rhode Island",463567,62698,3379,26431,523,53046,26093,44,007
"Bristol County, Rhode Island",45931,650,34,1006,0,287,856,44,001
"Aiken County, South Carolina",118946,42002,549,1570,80,1043,4111,45,003
"Allendale County, South Carolina",2108,6664,25,14,4,162,47,45,005
"Edgefield County, South Carolina",16163,9511,107,81,12,562,491,45,037
"Chester County, South Carolina",19518,11972,153,65,0,18,585,45,023
"Colleton County, South Carolina",21523,14411,312,54,0,962,323,45,029
"Marion County, South Carolina",12414,17752,195,223,0,415,309,45,067
"Lexington County, South Carolina",229664,43041,884,5427,211,3976,7075,45,063
"Oconee County, South Carolina",68062,5317,493,570,11,947,2128,45,073
"Berkeley County, South Carolina",143238,51660,947,4766,195,6736,7502,45,015
"Charleston County, South Carolina",273817,107239,751,6052,269,4760,8277,45,019
"Georgetown County, South Carolina",40114,19149,48,317,0,1432,892,45,043
