NAME,white,black,amindia,asia,pacific,other,2m,state,county
"Judith Basin County, Montana",1856,0,44,0,0,0,54,30,045
"Deer Lodge County, Montana",8459,68,169,69,7,42,292,30,023
"McCone County, Montana",1653,0,108,29,0,0,0,30,055
"Rosebud County, Montana",5218,16,3420,95,0,187,216,30,087
"Dawson County, Montana",8522,70,212,22,0,47,144,30,021
"Broadwater County, Montana",5736,5,23,0,0,19,162,30,007
"Phillips County, Montana",3442,0,383,12,0,20,220,30,071
"Blaine County, Nebraska",477,0,0,0,0,0,0,31,009
"Deuel County, Nebraska",1747,3,28,11,0,3,39,31,049
"Logan County, Nebraska",915,0,10,0,0,0,2,31,113
"Thayer County, Nebraska",4890,25,17,0,0,32,93,31,169
"Adams County, Nebraska",29380,203,120,405,6,849,624,31,001
"Boone County, Nebraska",5195,17,6,29,3,2,27,31,011
"St. Martin Parish, Louisiana",35874,15629,314,536,0,256,1123,22,099
"Vernon Parish, Louisiana",37633,7294,642,1045,204,1198,1630,22,115
"Winn Parish, Louisiana",9471,4533,76,0,0,116,117,22,127
"East Baton Rouge Parish, Louisiana",207835,204562,795,14125,205,8001,8240,22,033
"Sabine Parish, Louisiana",16626,3834,1590,86,8,146,1701,22,085
"Allen Parish, Louisiana",18941,4845,530,152,0,440,710,22,003
"Madison Parish, Louisiana",3995,7202,17,0,0,58,34,22,065
"Jefferson Davis Parish, Louisiana",25176,5178,260,154,0,88,585,22,053
"St. James Parish, Louisiana",10366,10565,0,35,43,182,117,22,093
"Grant Parish, Louisiana",17554,3618,67,26,0,547,528,22,043
"West Feliciana Parish, Louisiana",8250,6861,30,94,0,19,174,22,125
"Jefferson Parish, Louisiana",271300,117314,1753,18260,43,16478,9702,22,051
"Monroe County, Alabama",11587,9026,372,58,6,22,199,01,099
"Lawrence County, Alabama",25799,3502,1852,65,27,98,1715,01,079
"Lee County, Alabama",113359,36920,296,6899,23,643,3012,01,081
"Marion County, Alabama",27739,1070,141,54,0,355,507,01,093
"Pickens County, Alabama",11477,8134,28,12,12,278,302,01,107
"Sumter County, Alabama",3229,9204,9,274,0,50,31,01,119
"Jefferson County, Alabama",341768,283311,1443,10433,201,11610,10914,01,073
"Choctaw County, Alabama",7337,5500,8,17,0,12,51,01,023
"Franklin County, Alabama",26118,1385,408,117,0,3030,408,01,059
"Marengo County, Alabama",8840,10348,21,0,0,28,84,01,091
"Russell County, Alabama",28519,25300,179,553,23,1290,2088,01,113
"Cherokee County, Alabama",24052,1191,280,64,0,91,225,01,019
"Covington County, Alabama",31460,5018,22,184,34,66,416,01,039
"Crenshaw County, Alabama",9879,3228,97,175,9,22,434,01,041
"Dallas County, Alabama",10906,27693,37,222,21,27,243,01,047
"Lauderdale County, Alabama",80436,9596,363,593,62,225,1281,01,077
"Lowndes County, Alabama",2497,7522,13,0,0,0,47,01,085
"Macon County, Alabama",3000,15560,16,32,0,11,89,01,087
"Limestone County, Alabama",76003,13028,723,1309,78,1859,1727,01,083
"Shelby County, Alabama",170998,25878,736,4399,51,7096,4274,01,117
"Winston County, Alabama",22845,174,81,37,12,190,445,01,133
"Baldwin County, Alabama",183471,19718,1645,1969,9,2429,3589,01,003
"Elmore County, Alabama",61104,17449,214,439,0,589,1349,01,051
"Jackson County, Alabama",47456,1809,629,232,55,262,1409,01,071
"Talladega County, Alabama",51398,26215,342,494,90,510,1338,01,121
"Washington County, Alabama",10972,3894,1221,42,0,15,397,01,129
"Clay County, Alabama",11092,2075,37,21,0,18,94,01,027
"Morgan County, Alabama",95265,15230,574,760,91,4612,2681,01,103
"Pike County, Alabama",19301,12277,188,734,3,23,807,01,109
"Colbert County, Alabama",43289,8872,319,259,51,866,1115,01,033
"Dale County, Alabama",35655,10000,386,699,4,913,1620,01,045
"Hale County, Alabama",5854,8796,30,33,0,32,64,01,065
"DeKalb County, Alabama",60924,1039,841,86,561,6136,1723,01,049
"Escambia County, Alabama",23053,11878,1479,102,55,108,382,01,053
"Randolph County, Alabama",17452,4622,38,47,0,83,405,01,111
"Mobile County, Alabama",242715,148050,3192,7928,47,4542,7640,01,097
"Perry County, Alabama",2737,6491,3,8,0,54,0,01,105
"Cleburne County, Alabama",14000,410,14,3,0,198,291,01,029
"Conecuh County, Alabama",6287,5919,25,56,0,2,105,01,035
"Barbour County, Alabama",11869,12066,82,134,1,905,304,01,005
"Bibb County, Alabama",17272,5014,30,27,0,9,141,01,007
"Calhoun County, Alabama",84439,23830,379,1014,14,2202,2740,01,015
"Clarke County, Alabama",12781,11044,26,104,0,0,173,01,025
"Fayette County, Alabama",14068,1948,0,78,7,0,393,01,057
"Rock County, Nebraska",1371,21,11,0,0,11,0,31,149
"Sherman County, Nebraska",2966,5,1,9,1,24,27,31,163
"Beauregard Parish, Louisiana",30920,4620,179,180,10,100,1034,22,011
"Bienville Parish, Louisiana",7428,5858,6,5,0,146,121,22,013
"Bossier Parish, Louisiana",90919,28793,643,2395,121,1197,2431,22,015
"Cameron Parish, Louisiana",6432,235,35,36,0,93,99,22,023
"East Feliciana Parish, Louisiana",10556,8441,98,66,0,39,171,22,037
"St. John the Baptist Parish, Louisiana",16501,24433,0,482,0,1163,663,22,095
"Plaquemines Parish, Louisiana",15858,4733,256,901,8,426,1156,22,075
"Ouachita Parish, Louisiana",91884,58219,246,1558,68,1580,1939,22,073
"Washington Parish, Louisiana",31086,14032,107,52,0,381,777,22,117
"St. Landry Parish, Louisiana",46586,34551,172,60,0,494,1309,22,097
"Acadia Parish, Louisiana",49556,10841,86,55,0,187,1732,22,001
"St. Mary Parish, Louisiana",30016,15531,836,734,11,1649,2191,22,101
"St. Tammany Parish, Louisiana",211276,30925,1489,4135,51,2539,4740,22,103
"Union Parish, Louisiana",15986,5533,62,33,6,352,381,22,111
"Caddo Parish, Louisiana",113489,120925,933,3166,123,2168,5027,22,017
"Ascension Parish, Louisiana",88833,26779,96,1297,43,2229,3837,22,005
"Lafayette Parish, Louisiana",167836,62785,637,4529,0,1996,4190,22,055
"Iberia Parish, Louisiana",43640,22780,75,1967,0,1252,2173,22,045
"Lincoln Parish, Louisiana",25624,19307,117,789,1,867,541,22,061
"St. Helena Parish, Louisiana",4709,5409,114,26,0,21,18,22,091
"Webster Parish, Louisiana",24993,13346,164,106,51,25,557,22,119
"De Soto Parish, Louisiana",16770,9663,254,27,11,26,538,22,031
"Iberville Parish, Louisiana",16282,15833,26,14,0,167,500,22,047
"Livingston Parish, Louisiana",125510,8305,551,867,19,1150,2526,22,063
"Morehouse Parish, Louisiana",12664,12583,29,129,0,73,132,22,067
"Orleans Parish, Louisiana",132643,232660,763,11361,62,5856,7500,22,071
"Terrebonne Parish, Louisiana",78715,21311,6337,1111,64,1525,2991,22,109
"Calcasieu Parish, Louisiana",141058,50148,636,2842,13,2045,4877,22,019
"Claiborne Parish, Louisiana",7279,8314,46,22,0,126,198,22,027
"Avoyelles Parish, Louisiana",26967,10942,362,214,81,130,1973,22,009
"Jackson Parish, Louisiana",10770,4719,16,92,0,214,68,22,049
"Pointe Coupee Parish, Louisiana",13636,7873,0,56,0,242,209,22,077
"St. Charles Parish, Louisiana",36542,14059,191,528,0,899,554,22,089
"Lafourche Parish, Louisiana",77504,13371,2158,575,15,1837,2648,22,057
"Tensas Parish, Louisiana",1979,2525,0,5,0,50,2,22,107
"LaSalle Parish, Louisiana",12570,1695,154,179,14,156,168,22,059
"Lincoln County, Maine",33143,129,148,340,0,74,367,23,015
"Waldo County, Maine",38044,234,176,182,0,155,748,23,027
"Piscataquis County, Maine",16128,96,135,131,0,119,227,23,021
"Aroostook County, Maine",64373,682,1275,318,12,96,1053,23,003
"Washington County, Maine",28604,244,1665,149,9,149,671,23,029
"Knox County, Maine",38200,205,201,201,2,108,842,23,013
"Sagadahoc County, Maine",33941,278,127,271,0,58,777,23,023
"Kennebec County, Maine",116530,1039,661,1108,85,224,2106,23,011
"Franklin County, Maine",28920,73,39,113,61,69,707,23,007
"Hancock County, Maine",52344,469,254,624,75,65,770,23,009
"Baltimore city, Maryland",185489,379751,1732,15693,229,10972,15166,24,510
"Somerset County, Maryland",13569,10910,98,253,6,271,622,24,039
"Harford County, Maryland",198359,34843,435,6571,43,3508,8463,24,025
"Allegany County, Maryland",62992,5796,100,670,15,206,1666,24,001
"Howard County, Nebraska",6196,10,2,14,2,93,100,31,093
"Gosper County, Nebraska",1964,5,4,7,6,1,26,31,073
"Sarpy County, Nebraska",158414,7120,901,4627,194,3647,6329,31,153
"Boyd County, Nebraska",1855,11,20,19,0,3,29,31,015
"Fillmore County, Nebraska",5374,21,32,31,0,24,65,31,059
"Hooker County, Nebraska",677,7,4,0,0,5,0,31,091
"Seward County, Nebraska",16550,96,20,84,0,92,329,31,159
"Webster County, Nebraska",3375,10,32,0,13,17,90,31,181
"Butler County, Nebraska",7739,12,34,56,0,68,120,31,023
"Arthur County, Nebraska",411,0,1,0,0,2,13,31,005
"Gage County, Nebraska",20839,130,144,143,0,100,238,31,067
"Kearney County, Nebraska",6314,7,51,32,0,27,98,31,099
"Madison County, Nebraska",32143,458,552,602,0,866,459,31,119
"Phelps County, Nebraska",8771,33,19,14,0,70,193,31,137
"Wayne County, Nebraska",8898,135,14,43,0,51,191,31,179
"Knox County, Nebraska",7316,34,797,27,2,59,191,31,107
"Merrick County, Nebraska",7410,37,1,40,0,130,180,31,121
"Pawnee County, Nebraska",2558,4,0,0,0,0,87,31,133
"Wheeler County, Nebraska",776,0,0,2,0,3,2,31,183
"Lander County, Nevada",5265,52,194,6,0,28,98,32,015
"Esmeralda County, Nevada",927,25,16,0,0,0,1,32,009
"Mineral County, Nevada",3040,229,917,57,0,81,136,32,021
"Lincoln County, Nevada",4589,232,59,46,0,215,39,32,017
"Washoe County, Nevada",354407,10630,7292,24401,2972,37237,19997,32,031
"Carson City, Nevada",44913,1125,1240,1465,37,4593,1400,32,510
"Merrimack County, New Hampshire",141017,2139,427,3135,15,576,2608,33,013
"Belknap County, New Hampshire",58664,400,217,569,10,97,930,33,001
"Strafford County, New Hampshire",119599,1284,94,4331,53,391,3372,33,017
"Monmouth County, New Jersey",512161,44513,959,33559,262,17668,12537,34,025
"Sussex County, New Jersey",131300,3290,37,2963,38,1354,2501,34,037
"Essex County, New Jersey",341516,315997,1796,42406,247,72050,21392,34,013
"Gloucester County, New Jersey",237131,29570,306,9045,64,5713,9336,34,015
"Passaic County, New Jersey",322127,56399,1486,26084,190,83742,13609,34,031
"Bergen County, New Jersey",666126,55381,1778,151965,361,30023,24756,34,003
"Warren County, New Jersey",93685,4747,172,2812,2,1907,2537,34,041
"Burlington County, New Jersey",320997,75266,610,22583,277,8821,17148,34,005
"Luna County, New Mexico",22231,381,228,199,0,740,304,35,029
"Taos County, New Mexico",27682,154,2131,282,1,1793,743,35,055
"Colfax County, New Mexico",10394,89,238,52,0,882,513,35,007
"Harding County, New Mexico",363,0,0,0,3,59,16,35,021
"Quay County, New Mexico",7373,138,160,75,16,458,106,35,037
"Noxubee County, Mississippi",2916,7721,0,5,0,0,58,28,103
"Tate County, Mississippi",18895,8494,34,41,34,164,742,28,137
"Panola County, Mississippi",16647,16616,64,5,21,49,788,28,107
"Yalobusha County, Mississippi",7302,4904,18,19,0,32,92,28,161
"Winnebago County, Iowa",9993,181,34,134,0,76,116,19,189
"Shelby County, Iowa",11247,88,36,22,0,56,157,19,165
"Appanoose County, Iowa",12074,89,24,58,0,16,191,19,007
"Iowa County, Iowa",15664,151,14,80,0,77,203,19,095
"Page County, Iowa",14313,305,79,152,19,65,335,19,145
"Winneshiek County, Iowa",19593,308,12,132,0,116,101,19,191
"Pottawattamie County, Iowa",86816,1638,355,728,10,2042,1804,19,155
"Marshall County, Iowa",34303,502,105,1474,15,2652,913,19,127
"Boone County, Iowa",25246,168,107,82,112,206,449,19,015
"Buena Vista County, Iowa",15451,505,5,2020,299,1493,285,19,021
"Howard County, Iowa",9051,29,0,40,1,1,104,19,089
"Guthrie County, Iowa",10321,34,15,26,0,86,187,19,077
"Humboldt County, Iowa",9300,38,28,30,0,42,116,19,091
"Madison County, Iowa",15536,38,11,226,24,5,172,19,121
"Guaynabo Municipio, Puerto Rico",65520,6236,152,44,0,11421,3564,72,061
"Fajardo Municipio, Puerto Rico",17461,3355,47,142,0,9157,949,72,053
"Aguas Buenas Municipio, Puerto Rico",14050,2372,251,0,0,642,8433,72,007
"Hatillo Municipio, Puerto Rico",38979,323,0,24,0,403,221,72,065
"Santa Isabel Municipio, Puerto Rico",12622,8122,48,0,0,720,245,72,133
"Mayagüez Municipio, Puerto Rico",20489,2600,125,39,2,50281,1696,72,097
"Río Grande Municipio, Puerto Rico",25770,6574,83,154,0,15973,1059,72,119
"Añasco Municipio, Puerto Rico",22150,522,0,0,1,2174,2087,72,011
"Cataño Municipio, Puerto Rico",16520,3181,7,48,0,3578,937,72,033
"Guánica Municipio, Puerto Rico",9325,847,35,0,0,5896,190,72,055
"Loíza Municipio, Puerto Rico",6252,9983,42,73,0,9323,105,72,087
"Las Piedras Municipio, Puerto Rico",7645,29056,24,1,0,461,312,72,085
"Vega Baja Municipio, Puerto Rico",43427,2589,64,9,1,5582,520,72,145
"Lafayette County, Arkansas",4077,2448,28,27,0,110,110,05,073
"Phillips County, Arkansas",6719,11750,7,0,0,39,91,05,107
"Yell County, Arkansas",16873,526,101,237,0,3481,246,05,149
"Bradley County, Arkansas",7164,3135,125,7,0,426,17,05,011
"Polk County, Arkansas",18409,95,297,57,0,548,688,05,113
"Ouachita County, Arkansas",13582,9923,19,18,0,22,266,05,103
"Little River County, Arkansas",9124,2710,129,42,0,65,277,05,081
"Miller County, Arkansas",30408,10789,505,173,17,796,884,05,091
"White County, Arkansas",71754,3434,475,583,0,767,1749,05,145
"Lake County, California",49389,1447,2310,723,42,7909,2375,06,033
"Yuba County, California",58016,2621,936,5201,351,3581,5654,06,115
"Lassen County, California",25324,2686,864,428,247,510,759,06,035
"Sonoma County, California",373667,8269,4395,20443,1606,64631,26761,06,097
"Imperial County, California",117658,4489,1912,2680,309,47139,6514,06,025
"Alameda County, California",670364,175751,11120,499382,13900,179244,106993,06,001
"Napa County, California",102467,2883,1196,11352,301,16044,5380,06,055
"Sierra County, California",2963,2,51,0,0,0,24,06,091
"Yolo County, California",150617,5847,1306,30462,955,14506,13659,06,113
"Nevada County, California",91726,570,723,1073,124,1254,3774,06,057
"Mendocino County, California",72935,628,3818,1805,165,3583,4290,06,045
"Los Angeles County, California",5168443,820478,73393,1473221,27720,2115548,402767,06,037
"Santa Clara County, California",857092,47992,9697,702881,7271,202394,100143,06,085
"Siskiyou County, California",36847,695,1618,708,157,636,2807,06,093
"Del Norte County, California",20581,940,1986,888,44,1320,1736,06,015
"Chaffee County, Colorado",18324,330,97,290,0,150,366,08,015
"Garfield County, Colorado",50833,286,400,532,30,5843,1131,08,045
"Jefferson County, Colorado",520619,6839,3974,16256,321,10653,16136,08,059
"Rio Blanco County, Colorado",5898,30,73,8,0,18,357,08,103
"Conejos County, Colorado",7216,40,207,15,27,414,209,08,021
"Adams County, Colorado",411153,17014,5526,19930,584,28040,21861,08,001
"Eagle County, Colorado",48591,642,135,357,34,3955,967,08,037
"Moffat County, Colorado",12388,158,71,18,0,150,342,08,081
"Cheyenne County, Colorado",1894,2,2,44,4,0,80,08,017
"Montgomery County, Alabama",81265,131408,468,6383,53,3104,4260,01,101
"Marshall County, Alabama",88969,2549,378,573,51,1401,1722,01,095
"Blount County, Alabama",55062,928,46,212,25,492,916,01,009
"Henry County, Alabama",12118,4565,30,68,17,134,201,01,067
"Madison County, Alabama",246132,88011,2124,9555,316,4939,11199,01,089
"Autauga County, Alabama",42527,10538,140,573,26,378,1198,01,001
"Tallapoosa County, Alabama",28360,11123,90,145,0,306,517,01,123
"Geneva County, Alabama",22870,2538,250,115,12,210,422,01,061
"Wilcox County, Alabama",2915,7410,19,3,0,0,334,01,131
"Aleutians West Census Area, Alaska",1660,191,614,2295,151,292,495,02,016
"Bristol Bay Borough, Alaska",461,5,299,2,2,14,92,02,060
"Kodiak Island Borough, Alaska",7359,46,1667,3055,45,194,1085,02,150
"Northwest Arctic Borough, Alaska",870,94,6343,77,8,37,286,02,188
"McMinn County, Tennessee",49050,1953,205,415,37,311,1082,47,107
"Marshall County, Tennessee",29548,2491,21,106,0,338,461,47,117
"Rhea County, Tennessee",30879,746,83,156,0,232,623,47,143
"Scott County, Tennessee",21487,126,68,2,0,20,266,47,151
"Anderson County, Tennessee",69131,2671,422,982,66,770,2019,47,001
"Fentress County, Tennessee",17718,59,76,100,0,63,197,47,049
"Gibson County, Tennessee",38519,8423,221,156,40,251,1618,47,053
"Hardeman County, Tennessee",14022,10648,78,187,0,166,342,47,069
"Loudon County, Tennessee",49169,510,93,375,0,1161,1032,47,105
"Rutherford County, Tennessee",242518,46723,801,10850,61,4521,10341,47,149
"Smith County, Tennessee",18433,561,106,74,0,219,347,47,159
"Wilson County, Tennessee",119957,9757,466,2256,27,1929,2274,47,189
"Unicoi County, Tennessee",17170,60,18,50,0,236,277,47,171
"Lincoln County, New Mexico",18843,104,113,13,0,163,225,35,027
"Chaves County, New Mexico",57038,1012,1085,621,6,3823,1559,35,005
"Lea County, New Mexico",62117,2692,716,402,20,3111,1219,35,025
"Santa Fe County, New Mexico",125090,1574,4850,1889,164,11617,4109,35,049
"Union County, New Mexico",3583,67,86,1,0,222,174,35,059
"Sierra County, New Mexico",9907,44,481,83,0,229,287,35,051
"Socorro County, New Mexico",13439,95,2057,553,0,318,396,35,053
"Roosevelt County, New Mexico",14255,530,188,121,14,2838,942,35,041
"Doña Ana County, New Mexico",188300,3905,2430,2427,85,14850,4072,35,013
"Los Alamos County, New Mexico",15929,107,197,926,0,528,938,35,028
"Rio Arriba County, New Mexico",20775,251,6380,191,13,10734,815,35,039
"San Miguel County, New Mexico",16882,365,382,341,22,8835,911,35,047
"Valencia County, New Mexico",63117,1059,3257,707,0,5358,2529,35,061
"Torrance County, New Mexico",14122,121,50,23,0,981,222,35,057
"Bernalillo County, New Mexico",503337,20127,33349,17885,580,74070,28510,35,001
"Otero County, New Mexico",52309,2343,4503,858,138,3709,2277,35,035
"Cibola County, New Mexico",12932,297,11172,40,9,1583,858,35,006
"De Baca County, New Mexico",1364,32,5,7,0,457,175,35,011
"Guadalupe County, New Mexico",3395,34,254,9,0,530,131,35,019
"Catron County, New Mexico",3451,0,2,0,0,73,0,35,003
"Bronx County, New York",315533,504814,10116,52989,1385,494363,55868,36,005
"Onondaga County, New York",368328,52912,2568,17041,162,4990,16871,36,067
"Clinton County, New York",73237,3447,221,1133,15,1407,1123,36,019
"Seneca County, New York",31355,1744,143,285,8,312,543,36,099
"Putnam County, New York",85846,3030,203,2039,23,5590,2056,36,079
"Herkimer County, New York",59365,836,135,373,98,272,978,36,043
"Ontario County, New York",101371,2769,388,1501,36,1582,1864,36,069
"Steuben County, New York",91286,1623,103,1480,3,462,1465,36,101
"Hamilton County, New York",4394,36,5,3,2,13,62,36,041
"Chautauqua County, New York",118515,3338,410,723,82,2843,2585,36,013
"Kings County, New York",1132426,833683,8604,307081,1232,225162,81786,36,047
"Tioga County, New York",46870,327,107,374,5,256,747,36,107
"Orleans County, New York",36345,2383,136,250,0,797,993,36,073
"Saratoga County, New York",211792,3992,508,6697,41,1195,4277,36,091
"Columbia County, New York",53725,2741,34,1084,0,1129,1658,36,021
"Lewis County, New York",25725,185,76,141,24,171,250,36,049
"Westchester County, New York",622855,144053,3594,58140,251,110029,29968,36,119
"Delaware County, New York",42629,802,44,349,2,337,832,36,025
"Montgomery County, New York",42970,1091,73,362,0,3419,1387,36,057
"Richmond County, New York",352034,48958,1026,44246,219,17548,10862,36,085
"St. Lawrence County, New York",101115,2654,831,1100,60,1094,2059,36,089
"Tompkins County, New York",82359,3859,224,9964,57,1666,4513,36,109
"Warren County, New York",61452,828,174,641,36,188,957,36,113
"Cortland County, New York",45302,928,107,364,7,236,921,36,023
"Dutchess County, New York",229746,30970,934,10413,155,11222,10314,36,027
"Platte County, Wyoming",8258,1,1,100,0,11,211,56,031
"Sheridan County, Wyoming",28678,116,574,203,0,118,451,56,033
"Big Horn County, Wyoming",11028,52,99,58,5,454,186,56,003
"Crook County, Wyoming",7142,10,99,51,0,8,162,56,011
"Park County, Wyoming",27618,198,297,155,0,291,589,56,029
"Albany County, Wyoming",34368,656,355,1301,10,535,1165,56,001
"Carbon County, Wyoming",13919,163,303,165,8,371,318,56,007
"Goshen County, Wyoming",12392,52,130,113,30,313,312,56,015
"Uinta County, Wyoming",19132,23,145,32,0,420,727,56,041
"Washakie County, Wyoming",7204,3,76,0,0,440,304,56,043
"Hot Springs County, Wyoming",4418,0,120,0,0,21,48,56,017
"Fremont County, Wyoming",28893,214,8283,181,7,704,1530,56,013
"Sublette County, Wyoming",9505,0,33,7,0,0,335,56,035
"Weston County, Wyoming",6867,16,12,54,10,0,90,56,045
"Aibonito Municipio, Puerto Rico",17250,3444,18,19,0,2084,173,72,009
"Juncos Municipio, Puerto Rico",19060,5232,39,87,0,12400,1962,72,077
"Lajas Municipio, Puerto Rico",5643,178,12,0,0,16844,158,72,079
"Adjuntas Municipio, Puerto Rico",13128,182,32,2,0,4302,245,72,001
"Camuy Municipio, Puerto Rico",27201,561,0,0,0,3624,212,72,027
"Naguabo Municipio, Puerto Rico",18094,954,0,93,0,6459,475,72,103
"Naranjito Municipio, Puerto Rico",23888,2099,0,0,0,357,1768,72,105
"Arecibo Municipio, Puerto Rico",66905,3896,235,701,0,12664,989,72,013
"Arroyo Municipio, Puerto Rico",11406,3488,0,0,0,2600,311,72,015
"Quebradillas Municipio, Puerto Rico",20429,988,27,39,0,1975,171,72,115
"Guayama Municipio, Puerto Rico",29882,5760,0,60,150,4186,851,72,057
"Culebra Municipio, Puerto Rico",710,77,5,26,0,429,64,72,049
"Gurabo Municipio, Puerto Rico",30705,6443,29,67,0,8968,698,72,063
"Barceloneta Municipio, Puerto Rico",19688,860,0,144,0,3167,220,72,017
"Yauco Municipio, Puerto Rico",26607,1346,159,6,0,6991,319,72,153
"Aguadilla Municipio, Puerto Rico",42137,1581,68,132,11,8076,798,72,005
"Cabo Rojo Municipio, Puerto Rico",11020,785,116,46,0,36047,473,72,023
"Patillas Municipio, Puerto Rico",2346,14307,0,0,0,256,20,72,109
"Villalba Municipio, Puerto Rico",12713,773,0,0,0,2589,6328,72,149
"Carolina Municipio, Puerto Rico",82892,31571,2125,401,0,24822,11968,72,031
"Cayey Municipio, Puerto Rico",27571,2860,86,89,0,2026,11153,72,035
"Humacao Municipio, Puerto Rico",28090,11307,130,299,0,12119,562,72,069
"Morovis Municipio, Puerto Rico",27244,628,34,0,0,1792,1264,72,101
"Trujillo Alto Municipio, Puerto Rico",52693,6670,55,81,0,3726,3113,72,139
"Manatí Municipio, Puerto Rico",32326,1657,66,132,0,4317,338,72,091
"Peñuelas Municipio, Puerto Rico",14556,748,0,47,0,4931,101,72,111
"Rincón Municipio, Puerto Rico",12075,53,0,0,0,576,1352,72,117
"San Germán Municipio, Puerto Rico",18046,486,14,0,23,12717,156,72,125
"San Sebastián Municipio, Puerto Rico",24289,1350,0,110,0,10758,613,72,131
"Monroe County, New York",564617,113808,3040,27115,290,12865,21606,36,055
"Oneida County, New York",196219,13771,542,9304,70,3263,6790,36,065
"Ulster County, New York",151001,10780,395,3396,102,5515,7476,36,111
"Chemung County, New York",74766,5324,250,1135,12,610,2798,36,015
"Livingston County, New York",58916,1813,146,830,30,791,1065,36,051
"Otsego County, New York",56036,1303,92,814,6,430,1291,36,077
"Greene County, New York",42486,2758,304,497,3,481,895,36,039
"Albany County, New York",231246,38035,494,20192,129,4085,12787,36,001
"Allegany County, New York",44565,700,107,548,15,216,537,36,003
"Cattaraugus County, New York",70859,1116,2485,610,0,470,1581,36,009
"Madison County, New York",67360,1268,339,638,79,309,1212,36,053
"Schenectady County, New York",118130,15590,359,7228,84,6079,7389,36,093
"Genesee County, New York",53142,1214,490,455,0,971,1536,36,037
"Yates County, New York",24122,254,51,163,6,111,304,36,123
"Greene County, North Carolina",12519,7334,103,17,7,379,674,37,079
"Mitchell County, North Carolina",14474,57,21,27,0,62,363,37,121
"Chowan County, North Carolina",8615,4967,60,46,0,280,129,37,041
"Alleghany County, North Carolina",10501,267,42,50,1,89,58,37,005
"Caldwell County, North Carolina",72802,3779,299,415,36,2912,1641,37,027
"Catawba County, North Carolina",124641,12896,470,6855,0,9206,3545,37,035
"Cleveland County, North Carolina",72575,20386,262,1006,14,1802,1237,37,045
"Craven County, North Carolina",72130,22169,883,2823,112,2053,2321,37,049
"Edgecombe County, North Carolina",20721,30332,70,113,62,543,807,37,065
"Granville County, North Carolina",36216,17842,258,312,42,2058,2600,37,077
"Harnett County, North Carolina",88760,27536,1278,1490,362,7982,4875,37,085
"Hoke County, North Carolina",23935,18259,4392,816,71,3864,2620,37,093
"Henderson County, North Carolina",104809,4002,425,1537,0,2268,1872,37,089
"Hyde County, North Carolina",3468,1550,6,0,0,137,52,37,095
"Iredell County, North Carolina",142604,21339,454,4394,125,2755,3867,37,097
"Mecklenburg County, North Carolina",577943,339021,4166,62922,554,60010,29859,37,119
"Northampton County, North Carolina",7900,11246,149,56,0,122,473,37,131
"Pitt County, North Carolina",102087,61924,591,3116,102,5947,4666,37,147
"Rowan County, North Carolina",107590,22677,523,1228,31,4849,3398,37,159
"Vance County, North Carolina",18961,22166,651,319,25,1286,1071,37,181
"Cherokee County, North Carolina",26095,348,427,203,12,270,614,37,039
"Currituck County, North Carolina",23822,1461,87,114,6,249,624,37,053
"Union County, North Carolina",187754,26454,551,6989,100,3909,5296,37,179
"Wilkes County, North Carolina",62347,2712,217,398,188,1381,1226,37,193
"Nash County, North Carolina",48968,36961,609,820,54,3844,2774,37,127
"Alexander County, North Carolina",32622,2173,138,389,0,1382,509,37,003
"Dare County, North Carolina",33591,1086,142,279,12,450,662,37,055
"Warren County, North Carolina",7900,10004,1117,104,34,281,458,37,185
"Wilson County, North Carolina",41323,32275,527,675,0,4607,2028,37,195
"Gates County, North Carolina",7314,3859,109,61,0,2,203,37,073
"Graham County, North Carolina",7436,17,859,0,1,110,86,37,075
"Madison County, North Carolina",20504,349,85,125,0,100,336,37,115
"Pamlico County, North Carolina",9664,2341,30,77,3,168,418,37,137
"Polk County, North Carolina",18556,1005,64,136,6,617,173,37,149
"Randolph County, North Carolina",119970,8619,671,1737,107,8902,3112,37,151
"Stokes County, North Carolina",42590,1909,191,167,0,292,632,37,169
"Washington County, North Carolina",5450,5658,30,26,0,230,528,37,187
"Clay County, North Carolina",10580,228,43,22,17,8,48,37,043
"Cumberland County, North Carolina",166394,123259,4881,8267,1018,9260,19782,37,051
"Guilford County, North Carolina",291462,178875,2858,26115,362,13753,14443,37,081
"Jackson County, North Carolina",35688,956,3443,315,0,1021,1515,37,099
"Pasquotank County, North Carolina",23087,14449,27,485,0,205,1261,37,139
"Robeson County, North Carolina",37096,31585,52863,798,34,7451,2769,37,155
"Swain County, North Carolina",9147,67,4268,54,4,126,594,37,173
"Wake County, North Carolina",698759,218151,3841,74284,437,42070,31537,37,183
"Anson County, North Carolina",11892,12094,66,331,15,137,367,37,007
"McDowell County, North Carolina",41437,1628,155,415,0,976,616,37,111
"Franklin County, North Carolina",44679,16594,794,329,159,1952,1855,37,069
"Jones County, North Carolina",6303,2923,96,8,0,97,167,37,103
"Macon County, North Carolina",32536,580,240,302,0,935,220,37,113
"Brunswick County, North Carolina",110980,12864,907,766,9,3084,3205,37,019
"Transylvania County, North Carolina",30933,1612,99,47,17,608,459,37,175
"Beaufort County, North Carolina",33969,11782,124,52,0,405,836,37,013
"Columbus County, North Carolina",34778,17089,2094,228,8,972,899,37,047
