NAME,Employee,Direct,Medicare,Medicaid,VA,state,county,noins
"Lee County, Kentucky",1614,119,372,1684,68,21,129,1587.0
"Butler County, Kentucky",4162,568,526,1723,138,21,31,158.0
"Edmonson County, Kentucky",3793,555,799,2052,205,21,61,777.0
"Harrison County, Kentucky",6522,990,1079,2657,201,21,97,679.0
"Bracken County, Kentucky",2805,430,597,1074,162,21,23,738.0
"Nelson County, Kentucky",18687,2300,1526,4776,606,21,179,302.0
"Wayne County, Kentucky",5453,1010,1219,3447,289,21,231,1579.0
"Marion County, Kentucky",6274,790,889,2875,178,21,155,1665.0
"Trigg County, Kentucky",4046,724,546,1899,640,21,221,724.0
"Boone County, Kentucky",59861,5598,2440,7895,971,21,15,694.0
"Jessamine County, Kentucky",18479,3411,1596,6886,473,21,113,4687.0
"Knox County, Kentucky",7270,1125,1923,8004,234,21,121,2558.0
"Letcher County, Kentucky",5367,829,1674,5771,136,21,133,1581.0
"Livingston County, Kentucky",3407,343,454,1170,58,21,139,836.0
"Pike County, Kentucky",17247,2716,4809,11840,182,21,195,310.0
"Shelby County, Kentucky",17584,2734,1048,4422,389,21,211,2946.0
"Anderson County, Kentucky",8829,1128,772,2903,140,21,5,2958.0
"Breckinridge County, Kentucky",6176,986,1007,2859,404,21,27,633.0
"Franklin County, Kentucky",20127,2403,1439,4828,411,21,73,1081.0
"McCreary County, Kentucky",3425,683,1604,4178,204,21,147,3416.0
"Madison County, Kentucky",34400,7409,3195,11234,1235,21,151,682.0
"Metcalfe County, Kentucky",2982,565,610,1978,42,21,169,3806.0
"Owsley County, Kentucky",826,104,277,1535,51,21,189,400.0
"Simpson County, Kentucky",6218,1375,737,1809,236,21,213,151.0
"Clark County, Kentucky",13236,1669,1476,4898,386,21,49,689.0
"Todd County, Kentucky",3013,765,596,1687,187,21,219,1335.0
"Carroll County, Kentucky",3280,422,365,1606,54,21,41,1225.0
"Clinton County, Kentucky",2285,648,716,2045,167,21,53,890.0
"Gallatin County, Kentucky",3232,291,395,1071,26,21,77,585.0
"Richland Parish, Louisiana",4920,1746,759,3215,200,22,83,519.0
"Mahnomen County, Minnesota",1153,209,99,925,10,27,87,2054.0
"Chisago County, Minnesota",23729,3274,1042,4600,407,27,25,452.0
"Redwood County, Minnesota",4842,1358,260,1397,58,27,127,1488.0
"Yellow Medicine County, Minnesota",3426,836,201,1003,57,27,173,739.0
"Todd County, Minnesota",7673,1767,694,2459,223,27,153,334.0
"Beltrami County, Minnesota",14696,2504,1197,6316,566,27,7,1389.0
"Blue Earth County, Minnesota",29443,6020,1354,6119,544,27,13,2873.0
"Houston County, Minnesota",7666,1177,301,1322,115,27,55,2175.0
"Lac qui Parle County, Minnesota",2068,796,135,586,48,27,73,666.0
"Lake of the Woods County, Minnesota",1134,418,132,358,41,27,77,152.0
"Otter Tail County, Minnesota",19894,4145,1212,5452,347,27,111,80.0
"Waseca County, Minnesota",6619,1291,370,1857,132,27,161,1996.0
"St. Louis County, Minnesota",80434,13393,5290,21557,2114,27,137,473.0
"Anoka County, Minnesota",158990,18667,5072,27330,2425,27,3,6088.0
"Stearns County, Minnesota",65208,12376,2709,14653,1234,27,145,11315.0
"Dakota County, Minnesota",196020,25522,5300,26924,2411,27,37,4851.0
"Lyon County, Minnesota",9735,1745,427,2609,197,27,83,11763.0
"Marshall County, Minnesota",3227,985,128,687,45,27,89,984.0
"Renville County, Minnesota",5092,1223,253,1267,79,27,129,325.0
"Washington County, Minnesota",118629,15419,3231,13349,1682,27,163,608.0
"Cook County, Minnesota",1923,357,127,471,13,27,31,5830.0
"Knox County, Missouri",877,366,161,225,30,29,103,317.0
"Montgomery County, Missouri",3990,699,424,694,79,29,139,574.0
"Stoddard County, Missouri",8385,2033,1627,3128,244,29,207,923.0
"Audrain County, Missouri",8083,1517,884,1630,248,29,7,2809.0
"Greene County, Missouri",112804,22194,9645,15913,3535,29,77,1981.0
"St. Clair County, Missouri",2323,734,576,574,102,29,185,25397.0
"Schuyler County, Missouri",1218,385,208,225,46,29,197,899.0
"Camden County, Missouri",11821,3873,1688,2095,643,29,29,500.0
"Jefferson County, Missouri",95358,14171,6187,10089,1732,29,99,5251.0
"New Madrid County, Missouri",4802,878,964,1595,127,29,143,15879.0
"Ralls County, Missouri",3902,605,312,445,91,29,173,2380.0
"Custer County, Montana",4163,981,417,935,221,30,17,715.0
"Powder River County, Montana",473,237,41,89,10,30,75,567.0
"Roosevelt County, Montana",2224,561,135,1084,65,30,85,82.0
"Liberty County, Montana",447,231,16,378,9,30,51,2079.0
"Richland County, Montana",4431,943,160,490,59,30,83,175.0
"Toole County, Montana",1508,380,30,298,54,30,101,823.0
"Daniels County, Montana",535,252,8,71,15,30,19,301.0
"Judith Basin County, Montana",464,347,60,127,59,30,45,59.0
"Deer Lodge County, Montana",2919,482,414,1202,14,30,23,154.0
"McCone County, Montana",475,302,36,62,20,30,55,529.0
"Rosebud County, Montana",2896,577,158,500,52,30,87,61.0
"Dawson County, Montana",3537,912,191,501,39,30,21,1085.0
"Broadwater County, Montana",1882,595,192,404,40,30,7,339.0
"Phillips County, Montana",913,528,137,284,106,30,71,361.0
"Blaine County, Nebraska",125,64,7,32,0,31,9,511.0
"Deuel County, Nebraska",492,192,39,76,3,31,49,26.0
"Logan County, Nebraska",273,144,4,10,20,31,113,246.0
"Thayer County, Nebraska",1678,491,102,215,33,31,169,54.0
"Adams County, Nebraska",11238,3225,694,1621,445,31,1,211.0
"Boone County, Nebraska",1692,744,59,96,49,31,11,1845.0
"St. Martin Parish, Louisiana",16590,3041,1889,6994,267,22,99,254.0
"Vernon Parish, Louisiana",10660,1871,1601,4696,6523,22,115,5406.0
"Winn Parish, Louisiana",4058,578,406,1116,67,22,127,3590.0
"East Baton Rouge Parish, Louisiana",167732,35232,10778,40988,4221,22,33,1243.0
"Sabine Parish, Louisiana",5808,1935,740,2819,333,22,85,33031.0
"Allen Parish, Louisiana",7035,903,966,2554,116,22,3,2598.0
"Madison Parish, Louisiana",2143,610,403,1717,51,22,65,1648.0
"Jefferson Davis Parish, Louisiana",9478,2255,1043,4011,264,22,53,858.0
"St. James Parish, Louisiana",8142,982,710,2158,217,22,93,2230.0
"Grant Parish, Louisiana",5401,1377,615,2784,259,22,43,1656.0
"West Feliciana Parish, Louisiana",4916,499,205,1254,112,22,125,1582.0
"Jefferson Parish, Louisiana",146600,29062,11850,44041,3674,22,51,858.0
"Monroe County, Alabama",6315,1230,1206,2008,293,1,99,44190.0
"Lawrence County, Alabama",12331,2118,1497,2667,82,1,79,2195.0
"Lee County, Alabama",66908,17658,4297,8087,5508,1,81,2700.0
"Marion County, Alabama",10232,1967,1536,2300,568,1,93,11611.0
"Pickens County, Alabama",6041,1525,1196,1505,138,1,107,2490.0
"Sumter County, Alabama",3794,878,1012,1591,98,1,119,1468.0
"Jefferson County, Alabama",252271,46924,23613,43852,6699,1,73,1501.0
"Choctaw County, Alabama",3574,989,798,1307,206,1,23,54014.0
"Franklin County, Alabama",11478,1756,1363,1917,176,1,59,1282.0
"Marengo County, Alabama",6015,1314,1212,1571,191,1,91,2863.0
"Russell County, Alabama",16854,3932,2255,4960,4588,1,113,1647.0
"Cherokee County, Alabama",8869,1316,1422,1930,255,1,19,6079.0
"Covington County, Alabama",12577,2091,1531,2165,429,1,39,2160.0
"Crenshaw County, Alabama",4436,1413,601,1356,174,1,41,3547.0
"Dallas County, Alabama",10624,2344,1837,5001,429,1,47,1086.0
"Lauderdale County, Alabama",34600,7268,3052,5271,1180,1,77,4049.0
"Lowndes County, Alabama",2760,646,840,1574,194,1,85,7579.0
"Macon County, Alabama",6647,2635,1285,1940,308,1,87,773.0
"Limestone County, Alabama",36110,5665,3343,5548,2043,1,83,1316.0
"Shelby County, Alabama",93364,16880,4606,5488,2541,1,117,7856.0
"Winston County, Alabama",7291,1799,1411,1908,213,1,133,11666.0
"Baldwin County, Alabama",71990,20207,6361,11689,3970,1,3,2467.0
"Elmore County, Alabama",30636,4512,2697,4462,2862,1,51,16699.0
"Jackson County, Alabama",17642,3564,2457,4191,341,1,71,5064.0
"Talladega County, Alabama",26635,5185,4713,7098,1151,1,121,4700.0
"Washington County, Alabama",5211,1050,1279,1839,294,1,129,6864.0
"Clay County, Alabama",4291,794,597,1253,153,1,27,1390.0
"Morgan County, Alabama",44337,8637,4427,6781,1257,1,103,1334.0
"Pike County, Alabama",12830,3456,975,2522,554,1,109,10295.0
"Colbert County, Alabama",21129,3283,2866,3682,769,1,33,3023.0
"Dale County, Alabama",13042,2234,2385,4060,4106,1,45,3625.0
"Hale County, Alabama",4046,1044,883,1740,196,1,65,4907.0
"DeKalb County, Alabama",22789,4442,2808,4876,422,1,49,1275.0
"Escambia County, Alabama",10761,1628,1273,2155,374,1,53,8991.0
"Randolph County, Alabama",7803,1398,1016,1360,197,1,111,4220.0
"Mobile County, Alabama",140637,26922,15749,30413,6207,1,97,1907.0
"Perry County, Alabama",2385,681,382,1094,88,1,105,42172.0
"Cleburne County, Alabama",4637,968,701,955,117,1,29,816.0
"Conecuh County, Alabama",3631,944,543,948,106,1,35,1592.0
"Barbour County, Alabama",6090,1568,1103,2476,292,1,5,1413.0
"Bibb County, Alabama",6818,1491,911,2344,301,1,7,2348.0
"Calhoun County, Alabama",38924,8334,5627,9300,2973,1,15,2107.0
"Clarke County, Alabama",7215,1920,1226,3002,185,1,25,10060.0
"Fayette County, Alabama",5420,956,1096,1575,247,1,57,2139.0
"Rock County, Nebraska",364,293,16,39,14,31,149,1147.0
"Sherman County, Nebraska",969,301,52,102,8,31,163,109.0
"Beauregard Parish, Louisiana",11061,2202,1382,4314,1251,22,11,233.0
"Bienville Parish, Louisiana",3490,628,564,1875,157,22,13,3102.0
"Bossier Parish, Louisiana",41447,6700,2922,10350,7599,22,15,1283.0
"Cameron Parish, Louisiana",2719,421,67,415,33,22,23,8621.0
"East Feliciana Parish, Louisiana",5684,655,505,1768,51,22,37,648.0
"St. John the Baptist Parish, Louisiana",14420,2336,1032,5546,419,22,95,1214.0
"Plaquemines Parish, Louisiana",7538,1405,459,2367,1117,22,75,3880.0
"Ouachita Parish, Louisiana",47782,9201,5395,19337,1575,22,73,1195.0
"Washington Parish, Louisiana",10998,1888,2329,6989,614,22,117,12900.0
"St. Landry Parish, Louisiana",27301,3076,3805,8001,295,22,97,4817.0
"Acadia Parish, Louisiana",19400,3466,2680,7105,195,22,1,7290.0
"St. Mary Parish, Louisiana",14150,2668,2142,9121,311,22,101,5642.0
"St. Tammany Parish, Louisiana",89041,20408,6927,19704,3899,22,103,3568.0
"Union Parish, Louisiana",6868,1089,691,2133,151,22,111,17885.0
"Caddo Parish, Louisiana",73642,15148,8266,31627,3779,22,17,1975.0
"Ascension Parish, Louisiana",53579,7128,2572,7866,489,22,5,20170.0
"Lafayette Parish, Louisiana",88795,20054,6295,22579,1885,22,55,7243.0
"Iberia Parish, Louisiana",20754,4713,2584,9037,365,22,45,19874.0
"Lincoln Parish, Louisiana",17669,3533,1092,4685,405,22,61,7033.0
"St. Helena Parish, Louisiana",2856,418,412,1449,29,22,91,3713.0
"Webster Parish, Louisiana",11000,1589,1386,6416,459,22,119,1219.0
"De Soto Parish, Louisiana",8936,1410,1022,3239,204,22,31,3120.0
"Iberville Parish, Louisiana",9842,2112,1258,3186,275,22,47,2367.0
"Livingston Parish, Louisiana",52043,7219,4214,12690,655,22,63,2727.0
"Morehouse Parish, Louisiana",7306,1026,821,3580,111,22,67,10713.0
"Orleans Parish, Louisiana",126627,33956,13384,57548,4088,22,71,2140.0
"Terrebonne Parish, Louisiana",35452,7077,4096,12987,349,22,109,32330.0
"Calcasieu Parish, Louisiana",69282,12847,7026,20194,2001,22,19,11136.0
"Claiborne Parish, Louisiana",3617,533,501,2619,123,22,27,17036.0
"Avoyelles Parish, Louisiana",11032,2169,1892,5041,272,22,9,1331.0
"Jackson Parish, Louisiana",4024,700,643,2021,184,22,49,2737.0
"Pointe Coupee Parish, Louisiana",6396,1853,627,2564,164,22,77,1182.0
"St. Charles Parish, Louisiana",21960,2796,1358,4041,499,22,89,1878.0
"Lafourche Parish, Louisiana",35330,6277,3589,10638,715,22,57,3472.0
"Tensas Parish, Louisiana",827,381,153,672,21,22,107,7767.0
"LaSalle Parish, Louisiana",3737,803,535,1666,132,22,59,637.0
"Lincoln County, Maine",10277,2874,1042,2697,396,23,15,1206.0
"Waldo County, Maine",12032,3285,1429,3580,553,23,27,2903.0
"Piscataquis County, Maine",4567,1181,871,2296,177,23,21,3733.0
"Aroostook County, Maine",20720,4551,3327,8414,1066,23,3,1498.0
"Washington County, Maine",7484,2250,1368,4384,473,23,29,4817.0
"Knox County, Maine",11976,3705,1432,2688,347,23,13,3173.0
"Sagadahoc County, Maine",13986,2490,865,2170,743,23,23,2950.0
"Kennebec County, Maine",45527,8308,4671,11343,1524,23,11,1988.0
"Franklin County, Maine",10260,2559,1107,2522,394,23,7,7543.0
"Hancock County, Maine",17290,5615,1162,3879,819,23,9,2520.0
"Baltimore city, Maryland",219450,35731,26550,102030,3694,24,510,4530.0
"Somerset County, Maryland",6645,1235,815,3642,212,24,39,33504.0
"Harford County, Maryland",111045,16411,4573,17601,6592,24,25,1008.0
"Allegany County, Maryland",23594,3657,2222,9646,735,24,1,6913.0
"Howard County, Nebraska",2545,541,110,146,32,31,93,2655.0
"Gosper County, Nebraska",813,197,26,25,7,31,73,291.0
"Sarpy County, Nebraska",75507,10874,2173,5365,11973,31,153,82.0
"Boyd County, Nebraska",475,229,31,77,21,31,15,7797.0
"Fillmore County, Nebraska",2051,709,143,223,14,31,59,166.0
"Hooker County, Nebraska",179,102,9,15,0,31,91,210.0
"Seward County, Nebraska",7335,1493,235,596,208,31,159,48.0
"Webster County, Nebraska",1231,309,78,147,68,31,181,612.0
"Butler County, Nebraska",3156,536,206,238,84,31,23,217.0
"Arthur County, Nebraska",87,73,11,22,0,31,5,367.0
"Gage County, Nebraska",8252,1490,747,1311,239,31,67,35.0
"Kearney County, Nebraska",2319,718,103,225,130,31,99,1006.0
"Madison County, Nebraska",13396,3376,758,1714,180,31,119,328.0
"Phelps County, Nebraska",3489,1019,241,385,75,31,137,2471.0
"Wayne County, Nebraska",4373,984,108,233,61,31,179,243.0
"Knox County, Nebraska",2594,1007,133,308,45,31,107,330.0
"Merrick County, Nebraska",2622,830,172,369,51,31,121,464.0
"Pawnee County, Nebraska",708,302,63,91,31,31,133,578.0
"Wheeler County, Nebraska",219,132,7,28,0,31,183,248.0
"Lander County, Nevada",2417,335,157,200,13,32,15,65.0
"Esmeralda County, Nevada",277,44,28,82,0,32,9,329.0
"Mineral County, Nevada",1132,78,99,592,19,32,21,105.0
"Lincoln County, Nevada",1521,292,77,359,80,32,17,335.0
"Washoe County, Nevada",182007,29370,9272,32847,4880,32,31,349.0
"Carson City, Nevada",19367,2763,1160,4455,406,32,510,34143.0
"Merrimack County, New Hampshire",65480,9111,4012,8568,1026,33,13,4453.0
"Belknap County, New Hampshire",23064,4331,1729,4706,349,33,1,7358.0
"Strafford County, New Hampshire",58646,8193,3248,8004,2093,33,17,3639.0
"Monmouth County, New Jersey",275593,43089,10937,32427,2383,34,25,6875.0
"Sussex County, New Jersey",66838,8836,2640,7961,753,34,37,30429.0
"Essex County, New Jersey",286156,37645,16713,87902,1420,34,13,4877.0
"Gloucester County, New Jersey",133469,16619,6920,21421,1761,34,15,75846.0
"Passaic County, New Jersey",172085,21706,9734,56491,754,34,31,10525.0
"Bergen County, New Jersey",400592,65320,11468,45596,1581,34,3,54102.0
"Warren County, New Jersey",47385,6083,2567,7159,252,34,41,58865.0
"Burlington County, New Jersey",193637,25275,8462,27928,9972,34,5,5111.0
"Luna County, New Mexico",4541,665,719,5549,182,35,29,15923.0
"Taos County, New Mexico",6152,2609,1869,6464,415,35,55,1811.0
"Colfax County, New Mexico",2862,1048,534,1929,132,35,7,2919.0
"Harding County, New Mexico",91,46,10,41,4,35,21,632.0
"Quay County, New Mexico",1771,293,336,1821,41,35,37,34.0
"Noxubee County, Mississippi",2799,583,370,1276,27,28,103,366.0
"Tate County, Mississippi",9979,1690,908,1952,127,28,137,1402.0
"Panola County, Mississippi",10108,1964,1811,3828,168,28,107,3071.0
"Yalobusha County, Mississippi",3745,410,682,1158,175,28,161,4166.0
"Winnebago County, Iowa",4159,844,213,694,106,19,189,1457.0
"Shelby County, Iowa",4083,968,205,828,32,19,165,187.0
"Appanoose County, Iowa",3849,669,361,1672,95,19,7,473.0
"Iowa County, Iowa",6545,1454,266,978,144,19,95,688.0
"Page County, Iowa",5163,1188,390,1393,111,19,145,464.0
"Winneshiek County, Iowa",8815,2094,324,891,79,19,191,610.0
"Pottawattamie County, Iowa",35968,5338,2292,9076,1051,19,155,325.0
"Marshall County, Iowa",15047,2085,1013,3501,221,19,127,4626.0
"Boone County, Iowa",11329,1857,463,2157,287,19,15,1958.0
"Buena Vista County, Iowa",7381,1812,219,1443,68,19,21,677.0
"Howard County, Iowa",3379,849,118,614,47,19,89,1399.0
"Guthrie County, Iowa",4199,764,197,599,65,19,77,338.0
"Humboldt County, Iowa",3439,752,239,892,86,19,91,327.0
"Madison County, Iowa",6836,1245,247,702,139,19,121,315.0
"Guaynabo Municipio, Puerto Rico",23646,10727,2846,12228,500,72,61,443.0
"Fajardo Municipio, Puerto Rico",5425,1419,1109,8417,131,72,53,5582.0
"Aguas Buenas Municipio, Puerto Rico",3162,2694,1084,7653,13,72,7,2049.0
"Hatillo Municipio, Puerto Rico",7207,2138,1531,11723,0,72,65,1741.0
"Santa Isabel Municipio, Puerto Rico",4423,844,695,5924,57,72,133,2388.0
"Mayagüez Municipio, Puerto Rico",13095,5822,2774,21322,286,72,97,1559.0
"Río Grande Municipio, Puerto Rico",11505,1824,2206,12265,215,72,119,3327.0
"Añasco Municipio, Puerto Rico",5340,1099,2307,8525,0,72,11,3164.0
"Cataño Municipio, Puerto Rico",4127,2115,828,6615,75,72,33,1108.0
"Guánica Municipio, Puerto Rico",1551,661,995,5639,18,72,55,1467.0
"Loíza Municipio, Puerto Rico",4739,843,1268,7488,74,72,87,597.0
"Las Piedras Municipio, Puerto Rico",7539,1616,2947,11366,38,72,85,2197.0
"Vega Baja Municipio, Puerto Rico",8574,3420,3255,14037,150,72,145,1853.0
"Lafayette County, Arkansas",1509,719,467,987,66,5,73,3812.0
"Phillips County, Arkansas",3607,1335,923,4178,124,5,107,479.0
"Yell County, Arkansas",6757,1196,1193,2585,267,5,149,1116.0
"Bradley County, Arkansas",2800,845,427,1462,176,5,11,1457.0
"Polk County, Arkansas",4287,1353,1084,3148,234,5,113,1055.0
"Ouachita County, Arkansas",6985,1463,1187,3469,187,5,103,1864.0
"Little River County, Arkansas",4000,838,778,1406,94,5,81,1499.0
"Miller County, Arkansas",12637,3052,2406,5006,668,5,91,723.0
"White County, Arkansas",25424,5717,3232,9191,1362,5,145,3583.0
"Lake County, California",13743,4333,3679,13289,505,6,33,5511.0
"Yuba County, California",21988,2997,2474,12344,2774,6,115,4239.0
"Lassen County, California",8348,650,801,2508,121,6,35,4587.0
"Sonoma County, California",184247,45319,9515,47859,2534,6,97,743.0
"Imperial County, California",40856,7451,4783,35775,737,6,25,26156.0
"Alameda County, California",724373,132680,22510,173704,5368,6,1,11237.0
"Napa County, California",54533,12217,2341,10880,664,6,55,62012.0
"Sierra County, California",846,166,135,318,30,6,91,6899.0
"Yolo County, California",86666,20577,2854,24589,1397,6,113,264.0
"Nevada County, California",28342,9569,2659,10922,1056,6,57,9528.0
"Mendocino County, California",20309,6619,2314,16176,393,6,45,5492.0
"Los Angeles County, California",3386373,831667,157999,1420893,28926,6,37,6403.0
"Santa Clara County, California",884839,140417,21275,155548,4748,6,85,853967.0
"Siskiyou County, California",10802,2771,1858,7722,276,6,93,71654.0
"Del Norte County, California",6593,1406,969,4816,222,6,15,2224.0
"Chaffee County, Colorado",4754,2214,290,1672,144,8,15,1233.0
"Garfield County, Colorado",19322,4428,571,4199,328,8,45,1575.0
"Jefferson County, Colorado",249956,47224,8600,38437,4442,8,59,8098.0
"Rio Blanco County, Colorado",2222,486,60,602,102,8,103,26440.0
"Conejos County, Colorado",1572,505,382,1589,64,8,21,410.0
"Adams County, Colorado",193644,28456,7207,49016,3317,8,1,635.0
"Eagle County, Colorado",22293,5974,358,1945,196,8,37,43357.0
"Moffat County, Colorado",4497,726,226,1198,15,8,81,5918.0
"Cheyenne County, Colorado",571,164,47,175,10,8,17,1513.0
"Montgomery County, Alabama",80530,14835,8674,17086,7495,1,101,166.0
"Marshall County, Alabama",30250,6393,4116,6495,846,1,95,20645.0
"Blount County, Alabama",21241,3359,2409,3415,606,1,9,10901.0
"Henry County, Alabama",5261,1197,953,1272,320,1,67,5316.0
"Madison County, Alabama",150140,25530,7783,15876,14207,1,89,1612.0
"Autauga County, Alabama",20971,3809,2600,3136,2570,1,1,26672.0
"Tallapoosa County, Alabama",12982,3058,2242,3364,728,1,123,3614.0
"Geneva County, Alabama",7945,1314,1286,1924,615,1,61,3013.0
"Wilcox County, Alabama",2383,558,843,1500,111,1,131,3201.0
"Aleutians West Census Area, Alaska",3001,200,25,184,20,2,16,1113.0
"Bristol Bay Borough, Alaska",323,70,8,50,12,2,60,818.0
"Kodiak Island Borough, Alaska",3901,653,234,1205,1063,2,150,149.0
"Northwest Arctic Borough, Alaska",1527,60,89,1191,51,2,188,1633.0
"McMinn County, Tennessee",16738,2659,2960,5475,370,47,107,1534.0
"Marshall County, Tennessee",12597,2274,957,2921,278,47,117,4826.0
"Rhea County, Tennessee",10020,2032,1410,3630,385,47,143,2173.0
"Scott County, Tennessee",5682,1389,1601,3064,222,47,151,2764.0
"Anderson County, Tennessee",25366,4642,2710,7527,846,47,1,2046.0
"Fentress County, Tennessee",5042,1337,1044,2552,212,47,49,6329.0
"Gibson County, Tennessee",15953,2967,1887,4943,683,47,53,1316.0
"Hardeman County, Tennessee",6464,1229,1062,2505,241,47,69,3803.0
"Loudon County, Tennessee",17516,2601,1161,2985,483,47,105,1954.0
"Rutherford County, Tennessee",140502,22077,5851,17673,4589,47,149,4865.0
"Smith County, Tennessee",6886,1320,577,2229,215,47,159,22317.0
"Wilson County, Tennessee",55128,11428,3205,7469,1968,47,189,1398.0
"Unicoi County, Tennessee",5292,1192,818,2096,294,47,171,7166.0
"Lincoln County, New Mexico",3390,1388,326,2957,536,35,27,1736.0
"Chaves County, New Mexico",16335,3426,2308,11348,548,35,5,1810.0
"Lea County, New Mexico",21616,2660,1451,7528,217,35,25,5047.0
"Santa Fe County, New Mexico",43749,11804,3067,16380,1327,35,49,7063.0
"Union County, New Mexico",880,219,118,446,55,35,59,13287.0
"Sierra County, New Mexico",1781,546,500,2334,226,35,51,407.0
"Socorro County, New Mexico",4280,1582,1155,3104,125,35,53,541.0
"Roosevelt County, New Mexico",5141,963,497,2989,695,35,41,1073.0
"Doña Ana County, New Mexico",54424,11501,5449,39039,4247,35,13,1707.0
"Los Alamos County, New Mexico",9422,671,75,557,223,35,28,18441.0
"Rio Arriba County, New Mexico",10859,1062,1324,6809,104,35,39,505.0
"San Miguel County, New Mexico",6703,1819,1216,6591,316,35,47,3060.0
"Valencia County, New Mexico",21830,3747,2596,12745,1343,35,61,1489.0
"Torrance County, New Mexico",3230,847,676,3388,127,35,57,5173.0
"Bernalillo County, New Mexico",226147,40134,18281,95104,11957,35,1,785.0
"Otero County, New Mexico",12359,2384,1650,11372,5184,35,35,48559.0
"Cibola County, New Mexico",5815,644,1158,6438,169,35,6,4448.0
"De Baca County, New Mexico",375,147,36,250,36,35,11,2061.0
"Guadalupe County, New Mexico",911,237,141,586,63,35,19,65.0
"Catron County, New Mexico",536,363,149,746,0,35,3,144.0
"Bronx County, New York",357766,86622,34918,360738,2989,36,5,308.0
"Onondaga County, New York",192966,33135,12432,52210,3020,36,67,109414.0
"Clinton County, New York",30424,5272,2716,10044,967,36,19,14743.0
"Seneca County, New York",11853,1722,1156,3727,300,36,99,2709.0
"Putnam County, New York",46316,5844,2168,7226,145,36,79,1666.0
"Herkimer County, New York",21424,3493,1905,9266,409,36,43,3248.0
"Ontario County, New York",44747,7424,2743,10336,521,36,69,2300.0
"Steuben County, New York",34364,4898,3480,13346,749,36,101,3145.0
"Hamilton County, New York",1300,172,345,653,11,36,41,3977.0
"Chautauqua County, New York",43640,7922,4823,19182,592,36,13,274.0
"Kings County, New York",848711,183903,43545,472908,5103,36,47,4991.0
"Tioga County, New York",19065,2207,1315,5720,368,36,107,169479.0
"Orleans County, New York",14236,2361,1331,5617,205,36,73,1800.0
"Saratoga County, New York",104380,13366,4398,14802,2861,36,91,1509.0
"Columbia County, New York",22561,4431,1430,5702,318,36,21,6591.0
"Lewis County, New York",9232,1892,1012,3130,392,36,49,2309.0
"Westchester County, New York",391664,65111,14541,84673,1589,36,119,1117.0
"Delaware County, New York",14962,2661,1703,6361,309,36,25,49976.0
"Montgomery County, New York",16760,2217,1550,7840,285,36,57,1999.0
"Richmond County, New York",204208,23046,10162,49445,1141,36,85,2075.0
"St. Lawrence County, New York",38969,8401,3861,14355,1090,36,89,17684.0
"Tompkins County, New York",46051,12803,1706,9492,277,36,109,4080.0
"Warren County, New York",25415,4062,2111,7060,518,36,113,3065.0
"Cortland County, New York",21340,2720,1220,5307,233,36,23,2206.0
"Dutchess County, New York",124770,19014,6203,27844,999,36,27,1154.0
"Platte County, Wyoming",3209,579,149,229,20,56,31,11722.0
"Sheridan County, Wyoming",10496,2773,592,977,460,56,33,926.0
"Big Horn County, Wyoming",3466,689,268,441,77,56,3,2592.0
"Crook County, Wyoming",2883,337,115,317,24,56,11,1557.0
"Park County, Wyoming",9800,2695,590,1027,379,56,29,507.0
"Albany County, Wyoming",18637,4743,452,1325,896,56,1,2582.0
"Carbon County, Wyoming",6073,624,216,452,90,56,7,2710.0
"Goshen County, Wyoming",4039,1195,247,761,216,56,15,1219.0
"Uinta County, Wyoming",7832,1059,438,775,184,56,41,1208.0
"Washakie County, Wyoming",2596,433,151,186,9,56,43,1833.0
"Hot Springs County, Wyoming",1328,478,134,284,1,56,17,1018.0
"Fremont County, Wyoming",11524,2191,986,2516,264,56,13,468.0
"Sublette County, Wyoming",3645,988,146,253,3,56,35,5297.0
"Weston County, Wyoming",2540,505,237,214,9,56,45,994.0
"Aibonito Municipio, Puerto Rico",3910,840,1863,7194,149,72,9,663.0
"Juncos Municipio, Puerto Rico",6641,1500,2184,12416,0,72,77,721.0
"Lajas Municipio, Puerto Rico",3083,987,1145,7999,25,72,79,3076.0
"Adjuntas Municipio, Puerto Rico",1587,1009,712,6672,46,72,1,960.0
"Camuy Municipio, Puerto Rico",4777,1681,1841,10939,90,72,27,998.0
"Naguabo Municipio, Puerto Rico",3989,935,1612,8812,33,72,103,1329.0
"Naranjito Municipio, Puerto Rico",4125,2175,1622,9287,59,72,105,1698.0
"Arecibo Municipio, Puerto Rico",12804,7230,5041,23222,151,72,13,1288.0
"Arroyo Municipio, Puerto Rico",2028,371,1289,7332,53,72,15,4286.0
"Quebradillas Municipio, Puerto Rico",3542,474,1522,8800,71,72,115,437.0
"Guayama Municipio, Puerto Rico",5781,2039,2078,12845,195,72,57,948.0
"Culebra Municipio, Puerto Rico",212,70,32,294,0,72,49,2111.0
"Gurabo Municipio, Puerto Rico",12719,3548,1826,9693,126,72,63,155.0
"Barceloneta Municipio, Puerto Rico",3815,1685,1699,7167,17,72,17,3368.0
"Yauco Municipio, Puerto Rico",4851,2388,1406,11342,63,72,153,992.0
"Aguadilla Municipio, Puerto Rico",8385,2729,2630,14686,809,72,5,1632.0
"Cabo Rojo Municipio, Puerto Rico",8465,2901,1647,14175,157,72,23,2228.0
"Patillas Municipio, Puerto Rico",2250,327,1298,6075,33,72,109,2355.0
