NAME,poverty,state,county
"Washington County, Kentucky",1777,21,229
"Barren County, Kentucky",10368,21,009
"Hancock County, Kentucky",1015,21,091
"Hardin County, Kentucky",13938,21,093
"McLean County, Kentucky",1471,21,149
"Powell County, Kentucky",2548,21,197
"Caldwell County, Kentucky",2112,21,033
"Boyd County, Kentucky",8622,21,019
"Fayette County, Kentucky",51715,21,067
"Johnson County, Kentucky",5003,21,115
"Morgan County, Kentucky",2629,21,175
"Pulaski County, Kentucky",14330,21,199
"Adair County, Kentucky",3655,21,001
"Breathitt County, Kentucky",4367,21,025
"Hart County, Kentucky",3944,21,099
"Trimble County, Kentucky",1460,21,223
"Hickman County, Kentucky",647,21,105
"Lyon County, Kentucky",1100,21,143
"Lewis County, Kentucky",3219,21,135
"Woodford County, Kentucky",3375,21,239
"Leslie County, Kentucky",3680,21,131
"Lawrence County, Kentucky",4115,21,127
"McCracken County, Kentucky",10042,21,145
"Brule County, South Dakota",683,46,015
"Gregory County, South Dakota",594,46,053
"Minnehaha County, South Dakota",18246,46,099
"Clark County, South Dakota",325,46,025
"Kingsbury County, South Dakota",397,46,077
"Clay County, South Dakota",2644,46,027
"Dewey County, South Dakota",1809,46,041
"Hughes County, South Dakota",1855,46,065
"Sanborn County, South Dakota",205,46,111
"Hand County, South Dakota",262,46,059
"Yankton County, South Dakota",2372,46,135
"Beadle County, South Dakota",2910,46,005
"Davison County, South Dakota",2692,46,035
"Jerauld County, South Dakota",157,46,073
"Stanley County, South Dakota",140,46,117
"Potter County, South Dakota",167,46,107
"Charles Mix County, South Dakota",1716,46,023
"Marshall County, South Dakota",406,46,091
"Perkins County, South Dakota",261,46,105
"Whitley County, Kentucky",8037,21,235
"Floyd County, Kentucky",10973,21,071
"Kenton County, Kentucky",18716,21,117
"Magoffin County, Kentucky",3486,21,153
"Rowan County, Kentucky",5991,21,205
"Taylor County, Kentucky",4365,21,217
"Carlisle County, Kentucky",796,21,039
"Estill County, Kentucky",4345,21,065
"Rapides Parish, Louisiana",24858,22,079
"Tangipahoa Parish, Louisiana",27511,22,105
"West Carroll Parish, Louisiana",2324,22,123
"Caldwell Parish, Louisiana",2393,22,021
"East Carroll Parish, Louisiana",1972,22,035
"Evangeline Parish, Louisiana",9111,22,039
"St. Bernard Parish, Louisiana",9681,22,087
"West Baton Rouge Parish, Louisiana",3141,22,121
"Red River Parish, Louisiana",2106,22,081
"Natchitoches Parish, Louisiana",12235,22,069
"Catahoula Parish, Louisiana",1878,22,025
"Franklin Parish, Louisiana",5511,22,041
"Assumption Parish, Louisiana",4261,22,007
"Vermilion Parish, Louisiana",10392,22,113
"Concordia Parish, Louisiana",4436,22,029
"Oxford County, Maine",8592,23,017
"Penobscot County, Maine",21501,23,019
"Androscoggin County, Maine",12283,23,001
"Cumberland County, Maine",25700,23,005
"York County, Maine",14918,23,031
"Somerset County, Maine",10114,23,025
"Worcester County, Maryland",4606,24,047
"Talbot County, Maryland",3179,24,041
"Barnstable County, Massachusetts",13529,25,001
"Berkshire County, Massachusetts",13063,25,003
"Plymouth County, Massachusetts",37248,25,023
"Norfolk County, Massachusetts",43145,25,021
"Nantucket County, Massachusetts",960,25,019
"Allegan County, Michigan",11890,26,005
"Alger County, Michigan",905,26,003
"Oceana County, Michigan",3916,26,127
"Clare County, Michigan",6872,26,035
"Isabella County, Michigan",16707,26,073
"Tuscola County, Michigan",7380,26,157
"Alpena County, Michigan",4002,26,007
"Midland County, Michigan",8557,26,111
"Oscoda County, Michigan",1321,26,135
"Clinton County, Michigan",6838,26,037
"Gratiot County, Michigan",5890,26,057
"Lenawee County, Michigan",10608,26,091
"Montcalm County, Michigan",8706,26,117
"St. Clair County, Michigan",19954,26,147
"Washtenaw County, Michigan",48500,26,161
"Cass County, Michigan",6172,26,027
"Roscommon County, Michigan",3924,26,143
"Branch County, Michigan",6490,26,023
"Jackson County, Michigan",20509,26,075
"Macomb County, Michigan",90984,26,099
"Baraga County, Michigan",1067,26,013
"Eaton County, Michigan",10925,26,045
"Upson County, Georgia",5359,13,293
"Washington County, Georgia",4116,13,303
"White County, Georgia",3146,13,311
"Peach County, Georgia",5627,13,225
"Paulding County, Georgia",12969,13,223
"Pierce County, Georgia",4219,13,229
"Pike County, Georgia",1714,13,231
"Richmond County, Georgia",44200,13,245
"Screven County, Georgia",3042,13,251
"Tattnall County, Georgia",4421,13,267
"Berrien County, Georgia",4564,13,019
"Montgomery County, Illinois",4284,17,135
"Whiteside County, Illinois",5852,17,195
"Adams County, Illinois",8031,17,001
"Clinton County, Illinois",2733,17,027
"DeKalb County, Illinois",16531,17,037
"Edwards County, Illinois",649,17,047
"Jasper County, Illinois",1288,17,079
"Jefferson County, Illinois",6046,17,081
"Vermilion County, Illinois",14081,17,183
"Will County, Illinois",45834,17,197
"Williamson County, Illinois",8964,17,199
"Clark County, Illinois",1718,17,023
"Douglas County, Illinois",2089,17,041
"Effingham County, Illinois",3571,17,049
"Fulton County, Illinois",4769,17,057
"Greene County, Illinois",1666,17,061
"Hamilton County, Illinois",747,17,065
"Hardin County, Illinois",501,17,069
"Henry County, Illinois",5235,17,073
"Johnson County, Illinois",1097,17,087
"Knox County, Illinois",8413,17,095
"Livingston County, Illinois",5057,17,105
"Scott County, Illinois",643,17,171
"Tazewell County, Illinois",10744,17,179
"Warren County, Illinois",2066,17,187
"Harrison County, Indiana",4326,18,061
"LaPorte County, Indiana",15490,18,091
"Wabash County, Indiana",3387,18,169
"Jasper County, Indiana",2648,18,073
"Martin County, Indiana",1156,18,101
"Porter County, Indiana",16249,18,127
"Ripley County, Indiana",3323,18,137
"Spencer County, Indiana",1871,18,147
"Tipton County, Indiana",1270,18,159
"Vigo County, Indiana",18815,18,167
"Warrick County, Indiana",4218,18,173
"DeKalb County, Indiana",4821,18,033
"LaGrange County, Indiana",2489,18,087
"Rush County, Indiana",2365,18,139
"Boone County, Indiana",3848,18,011
"Gogebic County, Michigan",2352,26,053
"Meeker County, Minnesota",1524,27,093
"Rice County, Minnesota",5301,27,131
"Red Lake County, Minnesota",416,27,125
"Clay County, Minnesota",7329,27,027
"Fillmore County, Minnesota",2201,27,045
"Polk County, Minnesota",3579,27,119
"Sibley County, Minnesota",1170,27,143
"Watonwan County, Minnesota",1451,27,165
"Big Stone County, Minnesota",491,27,011
"Cass County, Minnesota",3909,27,021
"Hubbard County, Minnesota",2452,27,057
"Martin County, Minnesota",2685,27,091
"Nobles County, Minnesota",2889,27,105
"Sherburne County, Minnesota",5912,27,141
"Carver County, Minnesota",4126,27,019
"McLeod County, Minnesota",3018,27,085
"Ramsey County, Minnesota",74112,27,123
"Winona County, Minnesota",6074,27,169
"Dodge County, Minnesota",1053,27,039
"Crow Wing County, Minnesota",6810,27,035
"Wright County, Minnesota",6122,27,171
"Lincoln County, Minnesota",598,27,081
"Mille Lacs County, Minnesota",3127,27,095
"Carlton County, Minnesota",3851,27,017
"Kanabec County, Minnesota",1578,27,065
"St. Clair County, Alabama",10484,01,115
"Cullman County, Alabama",12133,01,043
"Houston County, Alabama",18885,01,069
"Tuscaloosa County, Alabama",34749,01,125
"Coffee County, Alabama",7670,01,031
"Chilton County, Alabama",8302,01,021
"Coosa County, Alabama",1399,01,037
"Etowah County, Alabama",17625,01,055
"Lamar County, Alabama",2827,01,075
"Butler County, Alabama",4397,01,013
"Walker County, Alabama",11440,01,127
"Greene County, Alabama",3140,01,063
"Bullock County, Alabama",2825,01,011
"Chambers County, Alabama",5711,01,017
"Haines Borough, Alaska",278,02,100
"Juneau City and Borough, Alaska",2440,02,110
"Yukon-Koyukuk Census Area, Alaska",1352,02,290
"Denali Borough, Alaska",354,02,068
"Hoonah-Angoon Census Area, Alaska",221,02,105
"Wrangell City and Borough, Alaska",194,02,275
"Pima County, Arizona",167823,04,019
"Gila County, Arizona",11367,04,007
"Cochise County, Arizona",19476,04,003
"Apache County, Arizona",24963,04,001
"Yuma County, Arizona",39608,04,027
"Navajo County, Arizona",29663,04,017
"Clay County, Arkansas",3106,05,021
"Drew County, Arkansas",3268,05,043
"Randolph County, Arkansas",3241,05,121
"Boone County, Arkansas",5369,05,009
"Lincoln County, Arkansas",1667,05,079
"Crittenden County, Arkansas",10655,05,035
"Faulkner County, Arkansas",19778,05,045
"Walker County, Georgia",10892,13,295
"Gwinnett County, Georgia",97006,13,135
"Barrow County, Georgia",9907,13,013
"Charlton County, Georgia",2977,13,049
"Clinch County, Georgia",2649,13,065
"Bartow County, Georgia",14536,13,015
"Douglas County, Georgia",18157,13,097
"Grady County, Georgia",5490,13,131
"Hancock County, Georgia",1340,13,141
"Whitfield County, Georgia",16355,13,313
"Macon County, Georgia",2865,13,193
"Troup County, Georgia",14500,13,285
"Harris County, Georgia",2079,13,145
"Schley County, Georgia",897,13,249
"Worth County, Georgia",3847,13,321
"Dooly County, Georgia",2984,13,093
"Evans County, Georgia",2730,13,109
"Webster County, Georgia",584,13,307
"Effingham County, Georgia",5073,13,103
"Glascock County, Georgia",550,13,125
"Quitman County, Georgia",465,13,239
"Chatham County, Georgia",41529,13,051
"Johnson County, Georgia",2043,13,167
"Lanier County, Georgia",2309,13,173
"Madison County, Georgia",4953,13,195
"Mitchell County, Georgia",4592,13,205
"Tift County, Georgia",8987,13,277
"Polk County, Georgia",7634,13,233
"Talbot County, Georgia",1187,13,263
"Terrell County, Georgia",2719,13,273
"Thomas County, Georgia",8408,13,275
"Wilkinson County, Georgia",2077,13,319
"Oglethorpe County, Georgia",1894,13,221
"Randolph County, Georgia",2225,13,243
"Ware County, Georgia",8213,13,299
"Wayne County, Georgia",4209,13,305
"Wilcox County, Georgia",1628,13,315
"Baldwin County, Georgia",9725,13,009
"Bulloch County, Georgia",17874,13,031
"Clay County, Georgia",1144,13,061
"Echols County, Georgia",960,13,101
"DeKalb County, Georgia",111182,13,089
"Haralson County, Georgia",4274,13,143
"Jefferson County, Georgia",3711,13,163
"Lincoln County, Georgia",1600,13,181
"Murray County, Georgia",6118,13,213
"Pulaski County, Georgia",2134,13,235
"Rabun County, Georgia",2939,13,241
"Towns County, Georgia",1657,13,281
"Treutlen County, Georgia",1768,13,283
"Irwin County, Georgia",2186,13,155
"Appling County, Georgia",4042,13,001
"Shelby County, Ohio",4240,39,149
"Williams County, Ohio",3966,39,171
"Columbiana County, Ohio",14196,39,029
"Fulton County, Ohio",3263,39,051
"Gallia County, Ohio",6055,39,053
"Mahoning County, Ohio",39109,39,099
"Scioto County, Ohio",16330,39,145
"Morrow County, Ohio",3363,39,117
"Marion County, Arkansas",2960,05,089
"Searcy County, Arkansas",1702,05,129
"Benton County, Arkansas",24767,05,007
"Hot Spring County, Arkansas",5658,05,059
"Madison County, Arkansas",2798,05,087
"Dolores County, Colorado",246,08,033
"Jackson County, Colorado",121,08,057
"Montezuma County, Colorado",3902,08,083
"Boulder County, Colorado",36358,08,013
"Yuma County, Colorado",1357,08,125
"Routt County, Colorado",2705,08,107
"Clear Creek County, Colorado",725,08,019
"Pueblo County, Colorado",30591,08,101
"Park County, Colorado",1293,08,093
"Mesa County, Colorado",21032,08,077
"El Paso County, Colorado",68548,08,041
"Arapahoe County, Colorado",51542,08,005
"New Castle County, Delaware",61333,10,003
"Kent County, Delaware",23134,10,001
"Litchfield County, Connecticut",12416,09,005
"Palm Beach County, Florida",175742,12,099
"Miami-Dade County, Florida",455005,12,086
"Franklin County, Florida",1917,12,037
"Hamilton County, Florida",3296,12,047
"Sumter County, Florida",9445,12,119
"Holmes County, Florida",4004,12,059
"Lee County, Florida",95303,12,071
"Collier County, Florida",41243,12,021
"Pasco County, Florida",65753,12,101
"Highlands County, Florida",18949,12,055
"DeSoto County, Florida",9399,12,027
"Columbia County, Florida",10261,12,023
"Putnam County, Florida",16932,12,107
"Union County, Florida",1988,12,125
"Levy County, Florida",8270,12,075
"Volusia County, Florida",75014,12,127
"Madison County, Florida",4523,12,079
"Escambia County, Florida",41439,12,033
"Okaloosa County, Florida",21567,12,091
"Lumpkin County, Georgia",4664,13,187
"Miller County, Georgia",1215,13,201
"Oconee County, Georgia",2336,13,219
"Henry County, Georgia",19070,13,151
"Long County, Georgia",3481,13,183
"Stephens County, Georgia",3291,13,257
"Jeff Davis County, Georgia",3298,13,161
"Calhoun County, Georgia",1204,13,037
"Bibb County, Georgia",36511,13,021
"Marion County, Georgia",1387,13,197
"Bleckley County, Georgia",2022,13,023
"Franklin County, Georgia",5084,13,119
"Lamar County, Georgia",3215,13,171
"Emanuel County, Georgia",4785,13,107
"Jasper County, Georgia",2115,13,159
"Liberty County, Georgia",9410,13,179
"Seminole County, Georgia",1949,13,253
"Twiggs County, Georgia",1576,13,289
"Taylor County, Georgia",2067,13,269
"Toombs County, Georgia",6198,13,279
"Preble County, Ohio",4100,39,135
"Allen County, Ohio",13819,39,003
"Crawford County, Ohio",6118,39,033
"Guernsey County, Ohio",7664,39,059
"Mercer County, Ohio",2591,39,107
"Clark County, Ohio",19570,39,023
"Lorain County, Ohio",40189,39,093
"Montgomery County, Ohio",85528,39,113
"Warren County, Ohio",10071,39,165
"Ashtabula County, Ohio",18825,39,007
"Kay County, Oklahoma",7517,40,071
"Craig County, Oklahoma",2503,40,035
"Canadian County, Oklahoma",11389,40,017
"Latimer County, Oklahoma",1859,40,077
"Texas County, Oklahoma",3988,40,139
"Pushmataha County, Oklahoma",2244,40,127
"Johnston County, Oklahoma",2238,40,069
"Beaver County, Oklahoma",599,40,007
"Hughes County, Oklahoma",2465,40,063
"Comanche County, Oklahoma",17964,40,031
"Adair County, Oklahoma",6124,40,001
"Stephens County, Oklahoma",6100,40,137
"Carter County, Oklahoma",7637,40,019
"Greer County, Oklahoma",975,40,055
"McIntosh County, Oklahoma",4027,40,091
"Murray County, Oklahoma",2089,40,099
"Ottawa County, Oklahoma",6302,40,115
"Wagoner County, Oklahoma",8116,40,145
"Caddo County, Oklahoma",5274,40,015
"Muskogee County, Oklahoma",13641,40,101
"Bryan County, Oklahoma",7728,40,013
"Jackson County, Oregon",33234,41,029
"Grant County, Oregon",1283,41,023
"Clackamas County, Oregon",32603,41,005
"Tillamook County, Oregon",3365,41,057
"Josephine County, Oregon",15384,41,033
"Umatilla County, Oregon",12926,41,059
"Columbia County, Oregon",5928,41,009
"Wasco County, Oregon",2969,41,065
"Montgomery County, Georgia",1529,13,209
"Rockdale County, Georgia",11665,13,247
"Wheeler County, Georgia",1977,13,309
"Banks County, Georgia",2488,13,011
"Clarke County, Georgia",34146,13,059
"Glynn County, Georgia",15092,13,127
"Jackson County, Georgia",7564,13,157
"Jones County, Georgia",3967,13,169
"Muscogee County, Georgia",39001,13,215
"Stewart County, Georgia",1416,13,259
"Turner County, Georgia",2558,13,287
"Atkinson County, Georgia",2482,13,003
"Baker County, Georgia",717,13,007
"Candler County, Georgia",3241,13,043
"Carroll County, Georgia",19618,13,045
"Crisp County, Georgia",7085,13,081
"Cobb County, Georgia",67319,13,067
"Dade County, Georgia",2023,13,083
"Brooks County, Georgia",3500,13,027
"Elbert County, Georgia",4029,13,105
"Jenkins County, Georgia",2655,13,165
"Newton County, Georgia",16559,13,217
"Colquitt County, Georgia",11124,13,071
"Clayton County, Georgia",51525,13,063
"Hall County, Georgia",27432,13,139
"Maui County, Hawaii",15189,15,009
"Oneida County, Idaho",495,16,071
"Gem County, Idaho",2916,16,045
"Adams County, Idaho",494,16,003
"Jerome County, Idaho",4478,16,053
"Lewis County, Idaho",614,16,061
"Owyhee County, Idaho",1832,16,073
"Boundary County, Idaho",2250,16,021
"Caribou County, Idaho",602,16,029
"Bannock County, Idaho",13704,16,005
"Bonneville County, Idaho",11856,16,019
"Canyon County, Idaho",28722,16,027
"Latah County, Idaho",6571,16,057
"Sangamon County, Illinois",27995,17,167
"Randolph County, Illinois",3612,17,157
"Ogle County, Illinois",4787,17,141
"Morgan County, Illinois",4382,17,137
"White County, Illinois",1887,17,193
"Henderson County, Illinois",527,17,071
"McLean County, Illinois",24575,17,113
"Perry County, Illinois",2974,17,145
"Rock Island County, Illinois",19391,17,161
"Wabash County, Illinois",1373,17,185
"Cumberland County, Illinois",1483,17,035
"Jo Daviess County, Illinois",1824,17,085
"Lawrence County, Illinois",2212,17,101
"Marshall County, Illinois",1193,17,123
"Christian County, Illinois",3831,17,021
"Jackson County, Illinois",14307,17,077
"Peoria County, Illinois",27783,17,143
"Piatt County, Illinois",846,17,147
"Stark County, Illinois",826,17,175
"Bond County, Illinois",2098,17,005
"Carroll County, Illinois",1511,17,015
"Jersey County, Illinois",2068,17,083
"Howard County, Maryland",15805,24,027
"Prince George's County, Maryland",75341,24,033
"Anne Arundel County, Maryland",32087,24,003
"Baltimore County, Maryland",73061,24,005
"Frederick County, Maryland",16865,24,021
"Calvert County, Maryland",4183,24,009
"Garrett County, Maryland",2963,24,023
"Kent County, Maryland",2059,24,029
"Montgomery County, Maryland",70682,24,031
"Bethel Census Area, Alaska",4980,02,050
"North Slope Borough, Alaska",983,02,185
"Sitka City and Borough, Alaska",731,02,220
"Fairbanks North Star Borough, Alaska",7575,02,090
"Ketchikan Gateway Borough, Alaska",1304,02,130
"Matanuska-Susitna Borough, Alaska",10624,02,170
"Nome Census Area, Alaska",2080,02,180
"Dillingham Census Area, Alaska",843,02,070
"Yakutat City and Borough, Alaska",48,02,282
"Lake and Peninsula Borough, Alaska",229,02,164
"Southeast Fairbanks Census Area, Alaska",737,02,240
"Anchorage Municipality, Alaska",25861,02,020
"Aleutians East Borough, Alaska",465,02,013
"Valdez-Cordova Census Area, Alaska",714,02,261
"Kenai Peninsula Borough, Alaska",6913,02,122
"Skagway Municipality, Alaska",70,02,230
"Prince of Wales-Hyder Census Area, Alaska",1098,02,198
"Petersburg Borough, Alaska",186,02,195
"Kusilvak Census Area, Alaska",3195,02,158
"Maricopa County, Arizona",588350,04,013
"Graham County, Arizona",7679,04,009
"Santa Cruz County, Arizona",10729,04,023
"La Paz County, Arizona",4592,04,012
"Mohave County, Arizona",33364,04,015
"Coconino County, Arizona",22539,04,005
"Yavapai County, Arizona",29085,04,025
"Greenlee County, Arizona",1250,04,011
"Pinal County, Arizona",53276,04,021
"Nevada County, Arkansas",1883,05,099
"Cross County, Arkansas",2555,05,037
"Dallas County, Arkansas",955,05,039
"Columbia County, Arkansas",5482,05,027
"Saline County, Arkansas",10815,05,125
"Van Buren County, Arkansas",3041,05,141
"Izard County, Arkansas",1906,05,065
"Independence County, Arkansas",6049,05,063
"Logan County, Arkansas",3995,05,083
"Grant County, Arkansas",2596,05,053
"Franklin County, Arkansas",4005,05,047
"Pike County, Arkansas",1627,05,109
"Jefferson County, Arkansas",13960,05,069
"Montgomery County, Arkansas",1875,05,097
"Scott County, Arkansas",1967,05,127
"Sebastian County, Arkansas",23271,05,131
"Crawford County, Arkansas",10609,05,033
"Chicot County, Arkansas",2872,05,017
"Johnson County, Arkansas",5833,05,071
"Lee County, Arkansas",1668,05,077
"Marion County, Iowa",2466,19,125
"Washington County, Iowa",2140,19,183
"Wright County, Iowa",1461,19,197
"Cass County, Iowa",1776,19,029
"Cherokee County, Iowa",1201,19,035
"Crawford County, Iowa",2978,19,047
"Des Moines County, Iowa",6214,19,057
"Fayette County, Iowa",2173,19,065
"Harrison County, Iowa",1351,19,085
"Kossuth County, Iowa",1602,19,109
"Mills County, Iowa",1234,19,129
"Monona County, Iowa",1242,19,133
"Muscatine County, Iowa",4054,19,139
"Osceola County, Iowa",745,19,143
"Polk County, Iowa",48969,19,153
"Webster County, Iowa",4629,19,187
"Story County, Iowa",18022,19,169
"Woodbury County, Iowa",12649,19,193
"Black Hawk County, Iowa",20129,19,013
"Grundy County, Iowa",677,19,075
"Jones County, Iowa",1755,19,105
"Mitchell County, Iowa",710,19,131
"Montgomery County, Iowa",1180,19,137
"Sac County, Iowa",947,19,161
"Plymouth County, Iowa",2243,19,149
"Buchanan County, Iowa",1812,19,019
"Clinton County, Iowa",5988,19,045
"Decatur County, Iowa",1331,19,053
"Jefferson County, Iowa",2087,19,101
"Allamakee County, Iowa",1478,19,005
"Linn County, Iowa",22272,19,113
"Dallas County, Iowa",4521,19,049
"O'Brien County, Iowa",1440,19,141
"Stanton County, Kansas",370,20,187
"Meade County, Kansas",264,20,119
"Montgomery County, Kansas",5911,20,125
"Pratt County, Kansas",1047,20,151
"Rawlins County, Kansas",268,20,153
"Anderson County, Kansas",1151,20,003
"Ellsworth County, Kansas",493,20,053
"Geary County, Kansas",4292,20,061
"Ford County, Kansas",4858,20,057
"Russell County, Kansas",761,20,167
"Marshall County, Kansas",854,20,117
"Allen County, Kansas",2138,20,001
"Cheyenne County, Kansas",247,20,023
"Cowley County, Kansas",4675,20,035
"Elk County, Kansas",449,20,049
"Franklin County, Kansas",2441,20,059
"Hodgeman County, Kansas",204,20,083
"Jewell County, Kansas",501,20,089
"Rice County, Kansas",1271,20,159
"Stafford County, Kansas",507,20,185
"Osage County, Kansas",2226,20,139
"Coffey County, Kansas",1008,20,031
"Crawford County, Kansas",7513,20,037
"Greenwood County, Kansas",799,20,073
"Carroll County, Maryland",8546,24,013
"Queen Anne's County, Maryland",2822,24,035
"St. Mary's County, Maryland",8818,24,037
"Charles County, Maryland",9953,24,017
"Dorchester County, Maryland",5007,24,019
"Washington County, Maryland",17302,24,043
"Wicomico County, Maryland",15164,24,045
"Cecil County, Maryland",9915,24,015
"Caroline County, Maryland",4520,24,011
"Suffolk County, Massachusetts",136934,25,025
"Dukes County, Massachusetts",1299,25,007
"Middlesex County, Massachusetts",114942,25,017
"Bristol County, Massachusetts",61875,25,005
"Hampden County, Massachusetts",74362,25,013
"Essex County, Massachusetts",79463,25,009
"Franklin County, Massachusetts",6730,25,011
"Worcester County, Massachusetts",80612,25,027
"Hampshire County, Massachusetts",16800,25,015
"Chippewa County, Michigan",6257,26,033
"Monroe County, Michigan",16493,26,115
"Oakland County, Michigan",101559,26,125
"Hillsdale County, Michigan",7137,26,059
"Muskegon County, Michigan",25719,26,121
"Leelanau County, Michigan",1310,26,089
"Lapeer County, Michigan",8691,26,087
"Sanilac County, Michigan",6150,26,151
"Keweenaw County, Michigan",223,26,083
"Ontonagon County, Michigan",793,26,131
"Ottawa County, Michigan",23569,26,139
"Alcona County, Michigan",1738,26,001
"Ionia County, Michigan",7129,26,067
"Kalkaska County, Michigan",2905,26,079
"Berrien County, Michigan",24305,26,021
"Ogemaw County, Michigan",3491,26,129
"Wexford County, Michigan",4665,26,165
"Crawford County, Michigan",2218,26,039
"Dickinson County, Michigan",2933,26,043
"Huron County, Michigan",4030,26,063
"Ingham County, Michigan",53303,26,065
"Mason County, Michigan",4294,26,105
"Menominee County, Michigan",2889,26,109
"Missaukee County, Michigan",2111,26,113
"St. Joseph County, Michigan",8884,26,149
"Van Buren County, Michigan",11060,26,159
"Arenac County, Michigan",2547,26,011
"Barry County, Michigan",4613,26,015
"Iron County, Michigan",1420,26,071
"Benzie County, Michigan",1650,26,019
"Schoolcraft County, Michigan",1321,26,153
"Wayne County, Michigan",387362,26,163
"Grand Traverse County, Michigan",8703,26,055
"Mackinac County, Michigan",1744,26,097
"Genesee County, Michigan",76326,26,049
"Labette County, Kansas",3619,20,099
"Sedgwick County, Kansas",69506,20,173
"Republic County, Kansas",492,20,157
"Graham County, Kansas",242,20,065
"Douglas County, Kansas",20169,20,045
"Sheridan County, Kansas",130,20,179
"Gray County, Kansas",338,20,069
"Todd County, South Dakota",5584,46,121
"Oglala Lakota County, South Dakota",6569,46,102
"Klickitat County, Washington",3371,53,039
"Grays Harbor County, Washington",10037,53,027
"Wahkiakum County, Washington",309,53,069
"Grant County, Washington",14023,53,025
"Snohomish County, Washington",59039,53,061
"Summers County, West Virginia",2598,54,089
"Greenbrier County, West Virginia",5530,54,025
"Mineral County, West Virginia",3628,54,057
"Lewis County, West Virginia",3370,54,041
"Pocahontas County, West Virginia",1352,54,075
"Randolph County, West Virginia",4908,54,083
"Wirt County, West Virginia",936,54,105
"Clay County, West Virginia",2353,54,015
"Monongalia County, West Virginia",20653,54,061
"Wetzel County, West Virginia",3356,54,103
"Kanawha County, West Virginia",30967,54,039
"Preston County, West Virginia",4707,54,077
"Ritchie County, West Virginia",1779,54,085
"Lincoln County, West Virginia",4739,54,043
"Braxton County, West Virginia",3035,54,007
"Boone County, West Virginia",5123,54,005
"Wyoming County, West Virginia",4705,54,109
"Dunn County, Wisconsin",4830,55,033
"Grant County, Wisconsin",7278,55,043
"Sheboygan County, Wisconsin",8110,55,117
"Menominee County, Wisconsin",1593,55,078
"Buffalo County, Wisconsin",1230,55,011
"La Crosse County, Wisconsin",14559,55,063
"Marathon County, Wisconsin",12246,55,073
"Trempealeau County, Wisconsin",2271,55,121
"Dodge County, Wisconsin",6903,55,027
"Vilas County, Wisconsin",2729,55,125
"Manitowoc County, Wisconsin",7799,55,071
"Burnett County, Wisconsin",1877,55,013
"Door County, Wisconsin",2059,55,029
"Fond du Lac County, Wisconsin",8341,55,039
"Pepin County, Wisconsin",750,55,091
"Richland County, Wisconsin",2410,55,103
"Waushara County, Wisconsin",2551,55,137
"Lafayette County, Wisconsin",1860,55,065
"Pierce County, Wisconsin",3635,55,093
"Calumet County, Wisconsin",2871,55,015
"Kenosha County, Wisconsin",20205,55,059
"Johnson County, Wyoming",1010,56,019
"Wallace County, Kansas",146,20,199
"Chase County, Kansas",300,20,017
"Stevens County, Kansas",1099,20,189
"Smith County, Kansas",400,20,183
"Grant County, Kansas",848,20,067
"Antrim County, Michigan",2527,26,009
"Houghton County, Michigan",6742,26,061
"Livingston County, Michigan",9808,26,093
"Iosco County, Michigan",3774,26,069
"Lake County, Michigan",2416,26,085
"Manistee County, Michigan",2652,26,101
"Jackson County, Kansas",1525,20,085
"Kingman County, Kansas",549,20,095
"Logan County, Kansas",224,20,109
"Nemaha County, Kansas",859,20,131
"Pottawatomie County, Kansas",1900,20,149
"Wyandotte County, Kansas",31261,20,209
"Cherokee County, Kansas",2604,20,021
"Butler County, Kansas",6025,20,015
"Clay County, Kansas",642,20,027
"Lincoln County, Kansas",271,20,105
"Saline County, Kansas",6132,20,169
"Sumner County, Kansas",2667,20,191
"Trego County, Kansas",191,20,195
"Wabaunsee County, Kansas",330,20,197
"Wilson County, Kansas",1196,20,205
"Mitchell County, Kansas",874,20,123
"Osborne County, Kansas",506,20,141
"Atchison County, Kansas",2269,20,005
"Finney County, Kansas",4459,20,055
"Hamilton County, Kansas",272,20,075
"Leavenworth County, Kansas",6379,20,103
"Washington County, Kansas",581,20,201
"Wichita County, Kansas",69,20,203
"Morton County, Kansas",273,20,129
"Norton County, Kansas",564,20,137
"Barton County, Kansas",3978,20,009
"Cloud County, Kansas",965,20,029
"Edwards County, Kansas",277,20,047
"Lane County, Kansas",187,20,101
"Rush County, Kansas",304,20,165
"Marion County, Kansas",971,20,115
"Neosho County, Kansas",2926,20,133
"Ottawa County, Kansas",567,20,143
"Riley County, Kansas",14591,20,161
"Barber County, Kansas",746,20,007
"Dickinson County, Kansas",2184,20,041
"Jefferson County, Kansas",1398,20,087
"Greenup County, Kentucky",5909,21,089
"Fleming County, Kentucky",2877,21,069
"Carter County, Kentucky",6674,21,043
"Grant County, Kentucky",4012,21,081
"Jefferson County, Kentucky",106938,21,111
"Logan County, Kentucky",4507,21,141
"Mason County, Kentucky",2978,21,161
"Pendleton County, Kentucky",2554,21,191
"Robertson County, Kentucky",522,21,201
"Spencer County, Kentucky",1799,21,215
"Bath County, Kentucky",2501,21,011
"Ballard County, Kentucky",1213,21,007
"Boyle County, Kentucky",3801,21,021
"Green County, Kentucky",1953,21,087
"Harlan County, Kentucky",9335,21,095
"Martin County, Kentucky",2064,21,159
"Lincoln County, Kentucky",5086,21,137
"Monroe County, Kentucky",2493,21,171
"Ohio County, Kentucky",4435,21,183
