NAME,poverty,state,county
"Belmont County, Ohio",7900,39,013
"Clinton County, Ohio",6002,39,027
"Fayette County, Ohio",4551,39,047
"Perry County, Ohio",6783,39,127
"Pickaway County, Ohio",6431,39,129
"Madison County, Ohio",3518,39,097
"Muskingum County, Ohio",13396,39,119
"Sandusky County, Ohio",6706,39,143
"Van Wert County, Ohio",3090,39,161
"Washington County, Ohio",8337,39,167
"Auglaize County, Ohio",3773,39,011
"Darke County, Ohio",5331,39,037
"Ottawa County, Ohio",4044,39,123
"Hardin County, Ohio",4029,39,065
"Jackson County, Ohio",5983,39,079
"Huron County, Ohio",7580,39,077
"Athens County, Ohio",16942,39,009
"Adams County, Ohio",5666,39,001
"Medina County, Ohio",10627,39,103
"Lucas County, Ohio",78848,39,095
"Noble County, Ohio",1874,39,121
"Bayamón Municipio, Puerto Rico",59828,72,021
"Canóvanas Municipio, Puerto Rico",19066,72,029
"Comerío Municipio, Puerto Rico",11248,72,045
"Juana Díaz Municipio, Puerto Rico",21366,72,075
"Las Marías Municipio, Puerto Rico",4196,72,083
"Corozal Municipio, Puerto Rico",18627,72,047
"Maunabo Municipio, Puerto Rico",4885,72,095
"Ponce Municipio, Puerto Rico",70263,72,113
"Toa Alta Municipio, Puerto Rico",21374,72,135
"Toa Baja Municipio, Puerto Rico",28326,72,137
"Vieques Municipio, Puerto Rico",3947,72,147
"Yabucoa Municipio, Puerto Rico",17766,72,151
"Aguada Municipio, Puerto Rico",18774,72,003
"Caguas Municipio, Puerto Rico",48401,72,025
"Cidra Municipio, Puerto Rico",17660,72,041
"Coamo Municipio, Puerto Rico",17889,72,043
"Dorado Municipio, Puerto Rico",12033,72,051
"Luquillo Municipio, Puerto Rico",7682,72,089
"Barranquitas Municipio, Puerto Rico",15733,72,019
"Orocovis Municipio, Puerto Rico",11727,72,107
"San Lorenzo Municipio, Puerto Rico",16295,72,129
"Ceiba Municipio, Puerto Rico",4779,72,037
"Ciales Municipio, Puerto Rico",9014,72,039
"Isabela Municipio, Puerto Rico",23056,72,071
"Jayuya Municipio, Puerto Rico",8694,72,073
"Lares Municipio, Puerto Rico",14219,72,081
"San Juan Municipio, Puerto Rico",135569,72,127
"Vega Alta Municipio, Puerto Rico",16755,72,143
"Maricao Municipio, Puerto Rico",3918,72,093
"Seneca County, Ohio",6663,39,147
"Stark County, Ohio",49165,39,151
"Coshocton County, Ohio",5181,39,031
"Delaware County, Ohio",9530,39,041
"Geauga County, Ohio",5344,39,055
"Hocking County, Ohio",3681,39,073
"Lake County, Ohio",18325,39,085
"Ross County, Ohio",12307,39,141
"Cuyahoga County, Ohio",213209,39,035
"Holmes County, Ohio",4283,39,075
"Miami County, Ohio",9521,39,109
"Monroe County, Ohio",2356,39,111
"Trumbull County, Ohio",33883,39,155
"Wood County, Ohio",15936,39,173
"Ashland County, Ohio",7048,39,005
"Dewey County, Oklahoma",799,40,043
"Harper County, Oklahoma",554,40,059
"Logan County, Oklahoma",6302,40,083
"Tulsa County, Oklahoma",95237,40,143
"Washington County, Oklahoma",6738,40,147
"Harmon County, Oklahoma",383,40,057
"Haskell County, Oklahoma",2391,40,061
"Okmulgee County, Oklahoma",7230,40,111
"Osage County, Oklahoma",7136,40,113
"Jefferson County, Oklahoma",1283,40,067
"Garfield County, Oklahoma",8279,40,047
"Garvin County, Oklahoma",4166,40,049
"Pittsburg County, Oklahoma",7057,40,121
"Pontotoc County, Oklahoma",5414,40,123
"Roger Mills County, Oklahoma",626,40,129
"Woodward County, Oklahoma",2253,40,153
"Cherokee County, Oklahoma",10362,40,021
"Delaware County, Oklahoma",7690,40,041
"Ellis County, Oklahoma",634,40,045
"Grady County, Oklahoma",6253,40,051
"Payne County, Oklahoma",19739,40,119
"Pottawatomie County, Oklahoma",11177,40,125
"Creek County, Oklahoma",10555,40,037
"Tillman County, Oklahoma",1402,40,141
"Washita County, Oklahoma",1583,40,149
"Cotton County, Oklahoma",1037,40,033
"Kiowa County, Oklahoma",2072,40,075
"Le Flore County, Oklahoma",10082,40,079
"McCurtain County, Oklahoma",7392,40,089
"Major County, Oklahoma",942,40,093
"Mayes County, Oklahoma",7317,40,097
"Oklahoma County, Oklahoma",123116,40,109
"Custer County, Oklahoma",5000,40,039
"Love County, Oklahoma",1491,40,085
"Beckham County, Oklahoma",3363,40,009
"Choctaw County, Oklahoma",4032,40,023
"Jackson County, Oklahoma",4204,40,065
"Lincoln County, Oklahoma",4778,40,081
"Pawnee County, Oklahoma",2567,40,117
"Seminole County, Oklahoma",4910,40,133
"Cimarron County, Oklahoma",363,40,025
"Blaine County, Oklahoma",981,40,011
"Coal County, Oklahoma",1207,40,029
"Grant County, Oklahoma",293,40,053
"Kingfisher County, Oklahoma",1865,40,073
"McClain County, Oklahoma",3021,40,087
"Marshall County, Oklahoma",2755,40,095
"Noble County, Oklahoma",1207,40,103
"Nowata County, Oklahoma",1605,40,105
"Rogers County, Oklahoma",8865,40,131
"Sequoyah County, Oklahoma",8851,40,135
"Alfalfa County, Oklahoma",433,40,003
"Woods County, Oklahoma",1077,40,151
"Cleveland County, Oklahoma",32098,40,027
"Okfuskee County, Oklahoma",2889,40,107
"Atoka County, Oklahoma",2538,40,005
"Union County, Oregon",3573,41,061
"Marion County, Oregon",46970,41,047
"Douglas County, Oregon",15801,41,019
"Jefferson County, Oregon",4017,41,031
"Polk County, Oregon",10263,41,053
"Deschutes County, Oregon",19976,41,017
"Linn County, Oregon",16376,41,043
"Yamhill County, Oregon",12117,41,071
"Baker County, Oregon",1921,41,001
"Klamath County, Oregon",12853,41,035
"Lincoln County, Oregon",7794,41,041
"Benton County, Oregon",16319,41,003
"Crook County, Oregon",3082,41,013
"Sherman County, Oregon",220,41,055
"Harney County, Oregon",751,41,025
"Malheur County, Oregon",5808,41,045
"Wallowa County, Oregon",941,41,063
"Wheeler County, Oregon",195,41,069
"Morrow County, Oregon",1632,41,049
"Coos County, Oregon",10111,41,011
"Curry County, Oregon",2796,41,015
"Gilliam County, Oregon",194,41,021
"Hood River County, Oregon",1419,41,027
"Lake County, Oregon",1332,41,037
"Multnomah County, Oregon",108947,41,051
"Pike County, Pennsylvania",5248,42,103
"Snyder County, Pennsylvania",3983,42,109
"Susquehanna County, Pennsylvania",4864,42,115
"Crawford County, Pennsylvania",10855,42,039
"Erie County, Pennsylvania",41793,42,049
"Fulton County, Pennsylvania",1624,42,057
"Juniata County, Pennsylvania",2637,42,067
"Schuylkill County, Pennsylvania",16816,42,107
"Wyoming County, Pennsylvania",2764,42,131
"Adams County, Pennsylvania",7622,42,001
"Armstrong County, Pennsylvania",7215,42,005
"Clinton County, Pennsylvania",5777,42,035
"Carbon County, Pennsylvania",7328,42,025
"Centre County, Pennsylvania",26030,42,027
"Northumberland County, Pennsylvania",11552,42,097
"Northampton County, Pennsylvania",25000,42,095
"Venango County, Pennsylvania",6513,42,121
"Beaver County, Pennsylvania",17994,42,007
"Lackawanna County, Pennsylvania",29788,42,069
"McKean County, Pennsylvania",6172,42,083
"Fayette County, Pennsylvania",21911,42,051
"Montgomery County, Pennsylvania",47517,42,091
"Clearfield County, Pennsylvania",10777,42,033
"Lebanon County, Pennsylvania",14715,42,075
"Lycoming County, Pennsylvania",14691,42,081
"Montour County, Pennsylvania",1836,42,093
"Warren County, Pennsylvania",4926,42,123
"Butler County, Pennsylvania",14957,42,019
"Elk County, Pennsylvania",2836,42,047
"Lancaster County, Pennsylvania",53659,42,071
"Mercer County, Pennsylvania",14470,42,085
"Potter County, Pennsylvania",2229,42,105
"Tioga County, Pennsylvania",5340,42,117
"Newport County, Rhode Island",6908,44,005
"Providence County, Rhode Island",92879,44,007
"Bristol County, Rhode Island",3357,44,001
"Aiken County, South Carolina",24721,45,003
"Allendale County, South Carolina",1989,45,005
"Edgefield County, South Carolina",3958,45,037
"Chester County, South Carolina",6301,45,023
"Colleton County, South Carolina",8009,45,029
"Marion County, South Carolina",6973,45,067
"Lexington County, South Carolina",35934,45,063
"Oconee County, South Carolina",13436,45,073
"Berkeley County, South Carolina",25080,45,015
"Charleston County, South Carolina",53486,45,019
"Georgetown County, South Carolina",10968,45,043
"Marlboro County, South Carolina",6298,45,069
"Anderson County, South Carolina",28417,45,007
"Chesterfield County, South Carolina",9366,45,025
"Greenwood County, South Carolina",14105,45,047
"Horry County, South Carolina",49007,45,051
"Kershaw County, South Carolina",9676,45,055
"Orangeburg County, South Carolina",20037,45,075
"Spartanburg County, South Carolina",41995,45,083
"Bamberg County, South Carolina",3156,45,009
"Beaufort County, South Carolina",18508,45,013
"Calhoun County, South Carolina",2990,45,017
"Dillon County, South Carolina",9852,45,033
"Saluda County, South Carolina",3014,45,081
"Richland County, South Carolina",61868,45,079
"Fairfield County, South Carolina",4651,45,039
"Hampton County, South Carolina",3724,45,049
"Greenville County, South Carolina",56715,45,045
"Lancaster County, South Carolina",12058,45,057
"Dorchester County, South Carolina",18854,45,035
"Florence County, South Carolina",24885,45,041
"Laurens County, South Carolina",13109,45,059
"McCormick County, South Carolina",1281,45,065
"Pickens County, South Carolina",19466,45,077
"Union County, South Carolina",5834,45,087
"Williamsburg County, South Carolina",7828,45,089
"Aurora County, South Dakota",140,46,003
"Grant County, South Dakota",643,46,051
"Tripp County, South Dakota",1037,46,123
"Ziebach County, South Dakota",1181,46,137
"Spink County, South Dakota",627,46,115
"Bon Homme County, South Dakota",578,46,009
"Brookings County, South Dakota",4564,46,011
"Fall River County, South Dakota",913,46,047
"Hamlin County, South Dakota",332,46,057
"Jackson County, South Dakota",1448,46,071
"Custer County, South Dakota",1164,46,033
"Hyde County, South Dakota",135,46,069
"Faulk County, South Dakota",332,46,049
"Hutchinson County, South Dakota",675,46,067
"Walworth County, South Dakota",519,46,129
"Buffalo County, South Dakota",794,46,017
"Day County, South Dakota",893,46,037
"Douglas County, South Dakota",178,46,043
"Harding County, South Dakota",92,46,063
"McPherson County, South Dakota",304,46,089
"Roberts County, South Dakota",2027,46,109
"Sully County, South Dakota",103,46,119
"Lincoln County, South Dakota",2303,46,083
"Lake County, South Dakota",1526,46,079
"Lawrence County, South Dakota",3096,46,081
"Codington County, South Dakota",3551,46,029
"Butte County, South Dakota",1125,46,019
"Corson County, South Dakota",1844,46,031
"Edmunds County, South Dakota",177,46,045
"Campbell County, South Dakota",59,46,021
"Bennett County, South Dakota",1193,46,007
"Haakon County, South Dakota",241,46,055
"Jones County, South Dakota",98,46,075
"Meade County, South Dakota",1847,46,093
"Turner County, South Dakota",886,46,125
"Brown County, South Dakota",3950,46,013
"Hanson County, South Dakota",260,46,061
"McCook County, South Dakota",521,46,087
"Mellette County, South Dakota",1042,46,095
"Moody County, South Dakota",726,46,101
"Pennington County, South Dakota",14833,46,103
"Union County, South Dakota",1305,46,127
"Miner County, South Dakota",148,46,097
"Asotin County, Washington",2795,53,003
"Adams County, Washington",4951,53,001
"Garfield County, Washington",227,53,023
"Mason County, Washington",8731,53,045
"Skagit County, Washington",14815,53,057
"Stevens County, Washington",6280,53,065
"Spokane County, Washington",67236,53,063
"Lincoln County, Washington",1307,53,043
"Chelan County, Washington",8811,53,007
"Jefferson County, Washington",3945,53,031
"Kitsap County, Washington",22404,53,035
"King County, Washington",193603,53,033
"Pacific County, Washington",3421,53,049
"Pend Oreille County, Washington",1673,53,051
"San Juan County, Washington",1691,53,055
"Skamania County, Washington",1492,53,059
"Whitman County, Washington",11219,53,075
"Yakima County, Washington",42755,53,077
"Clallam County, Washington",10768,53,009
"Cowlitz County, Washington",15131,53,015
"Ferry County, Washington",1292,53,019
"Lewis County, Washington",10069,53,041
"Douglas County, Washington",4849,53,017
"Island County, Washington",6291,53,029
"Pierce County, Washington",89714,53,053
"Franklin County, Washington",13558,53,021
"Walla Walla County, Washington",7329,53,071
"Whatcom County, Washington",30432,53,073
"Grant County, West Virginia",1249,54,023
"Hampshire County, West Virginia",4044,54,027
"Brooke County, West Virginia",2819,54,009
"Doddridge County, West Virginia",1217,54,017
"Hardy County, West Virginia",1879,54,031
"Marion County, West Virginia",9003,54,049
"Mingo County, West Virginia",6933,54,059
"Hancock County, West Virginia",4045,54,029
"Marshall County, West Virginia",4457,54,051
"Nicholas County, West Virginia",4562,54,067
"Tucker County, West Virginia",848,54,093
"Tyler County, West Virginia",1439,54,095
"Roane County, West Virginia",2539,54,087
"Taylor County, West Virginia",2751,54,091
"Wood County, West Virginia",14116,54,107
"Gilmer County, West Virginia",1069,54,021
"Mason County, West Virginia",4137,54,053
"Monroe County, West Virginia",2020,54,063
"Pleasants County, West Virginia",853,54,073
"Cabell County, West Virginia",20153,54,011
"Jefferson County, West Virginia",5336,54,037
"Logan County, West Virginia",8268,54,045
"Pendleton County, West Virginia",1047,54,071
"Harrison County, West Virginia",10186,54,033
"Ohio County, West Virginia",4994,54,069
"Calhoun County, West Virginia",1567,54,013
"Morgan County, West Virginia",1386,54,065
"Raleigh County, West Virginia",13464,54,081
"Putnam County, West Virginia",5477,54,079
"Barbour County, West Virginia",3313,54,001
"McDowell County, West Virginia",5704,54,047
"Wayne County, West Virginia",9323,54,099
"Jackson County, West Virginia",5061,54,035
"Mercer County, West Virginia",11590,54,055
"Upshur County, West Virginia",4769,54,097
"Webster County, West Virginia",2170,54,101
"Berkeley County, West Virginia",13898,54,003
"Fayette County, West Virginia",8619,54,019
"Iron County, Wisconsin",809,55,051
"Clark County, Wisconsin",4096,55,019
"St. Croix County, Wisconsin",4601,55,109
"Oconto County, Wisconsin",3396,55,083
"Lincoln County, Wisconsin",2441,55,069
"Waupaca County, Wisconsin",5156,55,135
"Barron County, Wisconsin",4750,55,005
"Sawyer County, Wisconsin",2601,55,113
"Green Lake County, Wisconsin",2157,55,047
"Price County, Wisconsin",1731,55,099
"Marquette County, Wisconsin",1603,55,077
"Marinette County, Wisconsin",5198,55,075
"Milwaukee County, Wisconsin",176286,55,079
"Shelby County, Missouri",927,29,205
"Webster County, Missouri",6674,29,225
"Atchison County, Missouri",620,29,005
"Bates County, Missouri",1908,29,013
"Benton County, Missouri",3346,29,015
"Carter County, Missouri",801,29,035
"Dade County, Missouri",1586,29,057
"Racine County, Wisconsin",23643,55,101
"Winnebago County, Wisconsin",18396,55,139
"Forest County, Wisconsin",1515,55,041
"Green County, Wisconsin",2568,55,045
"Rusk County, Wisconsin",1677,55,107
"Shawano County, Wisconsin",4202,55,115
"Langlade County, Wisconsin",2498,55,067
"Outagamie County, Wisconsin",14198,55,087
"Vernon County, Wisconsin",4860,55,123
"Columbia County, Wisconsin",3959,55,021
"Kewaunee County, Wisconsin",1567,55,061
"Brown County, Wisconsin",24825,55,009
"Eau Claire County, Wisconsin",13728,55,035
"Oneida County, Wisconsin",2725,55,085
"Polk County, Wisconsin",3922,55,095
"Washburn County, Wisconsin",2087,55,129
"Waukesha County, Wisconsin",19083,55,133
"Walworth County, Wisconsin",10666,55,127
"Crawford County, Wisconsin",1912,55,023
"Juneau County, Wisconsin",3748,55,057
"Sauk County, Wisconsin",6228,55,111
"Washington County, Wisconsin",6175,55,131
"Chippewa County, Wisconsin",6278,55,017
"Dane County, Wisconsin",56956,55,025
"Douglas County, Wisconsin",5047,55,031
"Jackson County, Wisconsin",2229,55,053
"Iowa County, Wisconsin",2061,55,049
"Ozaukee County, Wisconsin",4631,55,089
"Portage County, Wisconsin",8099,55,097
"Rock County, Wisconsin",20359,55,105
"Taylor County, Wisconsin",1983,55,119
"Adams County, Wisconsin",2437,55,001
"Bayfield County, Wisconsin",1632,55,007
"Monroe County, Wisconsin",5074,55,081
"Wood County, Wisconsin",7418,55,141
"Ashland County, Wisconsin",2604,55,003
"Florence County, Wisconsin",438,55,037
"Jefferson County, Wisconsin",6800,55,055
"Campbell County, Wyoming",5674,56,005
"Lincoln County, Wyoming",1574,56,023
"Natrona County, Wyoming",7393,56,025
"Converse County, Wyoming",1334,56,009
"Niobrara County, Wyoming",431,56,027
"Sweetwater County, Wyoming",4921,56,037
"Warren County, Tennessee",8714,47,177
"Washington County, Tennessee",18955,47,179
"Weakley County, Tennessee",6264,47,183
"Benton County, Tennessee",3122,47,005
"Bledsoe County, Tennessee",3162,47,007
"Campbell County, Tennessee",8158,47,013
"Cannon County, Tennessee",2216,47,015
"Houston County, Tennessee",1321,47,083
"Maury County, Tennessee",9146,47,119
"Polk County, Texas",8238,48,373
"Refugio County, Texas",1148,48,391
"Van Zandt County, Texas",7377,48,467
"Caldwell County, Texas",7541,48,055
"Wilbarger County, Texas",2390,48,487
"Martin County, Texas",474,48,317
"Linn County, Missouri",1843,29,115
"Howell County, Missouri",8782,29,091
"Johnson County, Missouri",7098,29,101
"Laclede County, Missouri",5265,29,105
"Maries County, Missouri",1482,29,125
"Phelps County, Missouri",8569,29,161
"Platte County, Missouri",6191,29,165
"St. Francois County, Missouri",9249,29,187
"St. Louis city, Missouri",65412,29,510
"Andrew County, Missouri",1362,29,003
"Butler County, Missouri",9893,29,023
"Carroll County, Missouri",1255,29,033
"Daviess County, Missouri",1176,29,061
"Holt County, Missouri",434,29,087
"Marion County, Missouri",4685,29,127
"Osage County, Missouri",983,29,151
"Ripley County, Missouri",3406,29,181
"Warren County, Missouri",4581,29,219
"Washington County, Missouri",4749,29,221
"Christian County, Missouri",8433,29,043
"DeKalb County, Missouri",1120,29,063
"Harrison County, Missouri",1373,29,081
"Lafayette County, Missouri",4017,29,107
"Adair County, Missouri",5421,29,001
"Scotland County, Missouri",639,29,199
"Sullivan County, Missouri",1024,29,211
"Clark County, Missouri",990,29,045
"Jasper County, Missouri",20089,29,097
"Lewis County, Missouri",1709,29,111
"McDonald County, Missouri",4177,29,119
"Perry County, Missouri",1392,29,157
"Polk County, Missouri",4964,29,167
"Ray County, Missouri",2677,29,177
"Hill County, Montana",2962,30,041
"Chouteau County, Montana",972,30,015
"Lincoln County, Montana",3363,30,053
"Park County, Montana",2043,30,067
"Treasure County, Montana",115,30,103
"Blaine County, Montana",2011,30,005
"Sweet Grass County, Montana",209,30,097
"Teton County, Montana",795,30,099
"Prairie County, Montana",163,30,079
"Glacier County, Montana",4159,30,035
"Fallon County, Montana",251,30,025
"Golden Valley County, Montana",121,30,037
"Silver Bow County, Montana",5892,30,093
"Stillwater County, Montana",679,30,095
"Jefferson County, Montana",917,30,043
"Granite County, Montana",255,30,039
"Wheatland County, Montana",324,30,107
"Madison County, Montana",691,30,057
"Sheridan County, Montana",346,30,091
"Carter County, Montana",171,30,011
"Big Horn County, Montana",3369,30,003
"Lake County, Montana",5735,30,047
"Lewis and Clark County, Montana",6860,30,049
"Pondera County, Montana",1130,30,073
"Yellowstone County, Montana",15199,30,111
"Missoula County, Montana",16317,30,063
"Yoakum County, Texas",726,48,501
"Hale County, Texas",5046,48,189
"Shelby County, Texas",5685,48,419
"Red River County, Texas",2352,48,387
"Runnels County, Texas",1518,48,399
"Sutton County, Texas",531,48,435
"Tom Green County, Texas",15164,48,451
"Victoria County, Texas",13620,48,469
"Wharton County, Texas",7212,48,481
"Wichita County, Texas",19693,48,485
"Borden County, Texas",16,48,033
"Marion County, Texas",1901,48,315
"Maverick County, Texas",15616,48,323
"Grayson County, Texas",16775,48,181
"Live Oak County, Texas",1837,48,297
"Palo Pinto County, Texas",5097,48,363
"Karnes County, Texas",2199,48,255
"DeWitt County, Texas",2946,48,123
"Callahan County, Texas",1462,48,059
"Cass County, Texas",5455,48,067
"Gregg County, Texas",21494,48,183
"Madison County, Texas",1319,48,313
"Lubbock County, Texas",55155,48,303
"Kaufman County, Texas",13864,48,257
"Kendall County, Texas",2411,48,259
"Floyd County, Texas",847,48,153
"Bailey County, Texas",590,48,017
"Chambers County, Texas",4960,48,071
"Bell County, Texas",46752,48,027
"Cameron County, Texas",120764,48,061
"Deaf Smith County, Texas",2995,48,117
"El Paso County, Texas",165719,48,141
"La Salle County, Texas",1098,48,283
"Terrell County, Texas",84,48,443
"Tyler County, Texas",3114,48,457
"Wheeler County, Texas",965,48,483
"Archer County, Texas",1033,48,009
"Brewster County, Texas",1254,48,043
"Hidalgo County, Texas",250879,48,215
"Smith County, Texas",34116,48,423
"Crockett County, Texas",637,48,105
"Haskell County, Texas",1072,48,207
"Howard County, Texas",5470,48,227
"Mills County, Texas",734,48,333
"Montague County, Texas",2995,48,337
"Panola County, Texas",3353,48,365
"Sabine County, Texas",2076,48,403
"Sherman County, Texas",448,48,421
"Swisher County, Texas",1706,48,437
"Hunt County, Texas",14681,48,231
"Camp County, Texas",2372,48,063
"Hansford County, Texas",947,48,195
"Guadalupe County, Texas",14297,48,187
"Clay County, Texas",1259,48,077
"Hartley County, Texas",251,48,205
"Reagan County, Texas",357,48,383
"Hill County, Texas",4383,48,217
"Limestone County, Texas",4388,48,293
"Nacogdoches County, Texas",14803,48,347
"Parmer County, Texas",1440,48,369
"Parker County, Texas",10675,48,367
"Ravalli County, Montana",5195,30,081
"Valley County, Montana",819,30,105
"Cascade County, Montana",10561,30,013
"Fergus County, Montana",1739,30,027
"Garfield County, Montana",62,30,033
"Mineral County, Montana",778,30,061
"Petroleum County, Montana",41,30,069
"Powell County, Montana",610,30,077
"Sanders County, Montana",1835,30,089
"Wibaux County, Montana",132,30,109
"Gallatin County, Montana",11775,30,031
"Meagher County, Montana",221,30,059
"Carbon County, Montana",1012,30,009
"Beaverhead County, Montana",1580,30,001
"Flathead County, Montana",10831,30,029
"Musselshell County, Montana",596,30,065
"Harlan County, Nebraska",354,31,083
"York County, Nebraska",1243,31,185
"Buffalo County, Nebraska",6318,31,019
"Colfax County, Nebraska",1291,31,037
"Hitchcock County, Nebraska",311,31,087
"Platte County, Nebraska",2836,31,141
"Polk County, Nebraska",393,31,143
"Box Butte County, Nebraska",1514,31,013
"Brown County, Nebraska",385,31,017
"Sheridan County, Nebraska",886,31,161
"Lancaster County, Nebraska",37502,31,109
"Nuckolls County, Nebraska",467,31,129
"Banner County, Nebraska",42,31,007
"Frontier County, Nebraska",226,31,063
"Douglas County, Nebraska",65887,31,055
"Richardson County, Nebraska",954,31,147
"Holt County, Nebraska",783,31,089
"Furnas County, Nebraska",512,31,065
"Saline County, Nebraska",2030,31,151
"Thurston County, Nebraska",1813,31,173
"Washington County, Nebraska",1587,31,177
"Cherry County, Nebraska",446,31,031
"Dodge County, Nebraska",4452,31,053
"Garden County, Nebraska",141,31,069
"Morrill County, Nebraska",404,31,123
"Nemaha County, Nebraska",746,31,127
"Thomas County, Nebraska",54,31,171
"Dakota County, Nebraska",3227,31,043
"Antelope County, Nebraska",694,31,003
"Chase County, Nebraska",359,31,029
"Clay County, Nebraska",641,31,035
"Custer County, Nebraska",1222,31,041
"Franklin County, Nebraska",424,31,061
"Hamilton County, Nebraska",468,31,081
"Jefferson County, Nebraska",790,31,095
"Keith County, Nebraska",993,31,101
"Loup County, Nebraska",52,31,115
"Perkins County, Nebraska",144,31,135
"Saunders County, Nebraska",1700,31,155
"Scotts Bluff County, Nebraska",4769,31,157
"Keya Paha County, Nebraska",57,31,103
"Kimball County, Nebraska",388,31,105
"Lincoln County, Nebraska",3397,31,111
"Presidio County, Texas",2717,48,377
"Val Verde County, Texas",9536,48,465
"Culberson County, Texas",653,48,109
"Ector County, Texas",18899,48,135
"Garza County, Texas",829,48,169
"Glasscock County, Texas",177,48,173
"Grimes County, Texas",4134,48,185
"Collin County, Texas",60908,48,085
"Angelina County, Texas",15026,48,005
"Cottle County, Texas",505,48,101
"Hays County, Texas",28214,48,209
"Brazoria County, Texas",30317,48,039
"Donley County, Texas",447,48,129
"Atascosa County, Texas",7196,48,013
"Nolan County, Texas",2359,48,353
"Hudspeth County, Texas",886,48,229
"Ward County, Texas",1446,48,475
"Harrison County, Texas",11290,48,203
"Menard County, Texas",276,48,327
"Fayette County, Texas",2929,48,149
"Williamson County, Texas",34818,48,491
"Hutchinson County, Texas",3083,48,233
"Morris County, Texas",2170,48,343
"Orange County, Texas",11029,48,361
"Winkler County, Texas",1167,48,495
"Harris County, Texas",722792,48,201
"Burnet County, Texas",4661,48,053
"Gillespie County, Texas",2476,48,171
"Dallas County, Texas",395812,48,113
"McMullen County, Texas",91,48,311
"Young County, Texas",2183,48,503
"Johnson County, Texas",16799,48,251
"Hopkins County, Texas",5027,48,223
"Ochiltree County, Texas",1522,48,357
"Knox County, Texas",535,48,275
"McLennan County, Texas",46207,48,309
"Concho County, Texas",268,48,095
"Edwards County, Texas",165,48,137
"Eastland County, Texas",3168,48,133
"Jeff Davis County, Texas",85,48,243
"Jim Hogg County, Texas",1576,48,247
"Montgomery County, Texas",52589,48,339
"Dimmit County, Texas",3477,48,127
"Webb County, Texas",74264,48,479
"Armstrong County, Texas",174,48,011
"Castro County, Texas",1038,48,069
"Kleberg County, Texas",7904,48,273
"Cooke County, Texas",5024,48,097
"Crosby County, Texas",1189,48,107
"Fisher County, Texas",575,48,151
"Duval County, Texas",2426,48,131
"Blanco County, Texas",1015,48,031
"Jasper County, Texas",6371,48,241
"Jefferson County, Texas",41948,48,245
"Kinney County, Texas",667,48,271
"Oldham County, Texas",152,48,359
"Lamb County, Texas",2453,48,279
"Lipscomb County, Texas",428,48,295
"McCulloch County, Texas",1326,48,307
"Mason County, Texas",447,48,319
"Dickens County, Texas",410,48,125
"Pierce County, Nebraska",555,31,139
"Sioux County, Nebraska",104,31,165
"Burt County, Nebraska",788,31,021
"Cass County, Nebraska",1723,31,025
"Cuming County, Nebraska",606,31,039
"Dixon County, Nebraska",533,31,051
"Dundy County, Nebraska",198,31,057
"Grant County, Nebraska",109,31,075
"Greeley County, Nebraska",239,31,077
"Hall County, Nebraska",7078,31,079
"Hayes County, Nebraska",99,31,085
"Otoe County, Nebraska",1720,31,131
"Red Willow County, Nebraska",1215,31,145
"Cedar County, Nebraska",595,31,027
"Dawes County, Nebraska",1144,31,045
"Johnson County, Nebraska",351,31,097
"Cheyenne County, Nebraska",906,31,033
"Dawson County, Nebraska",2960,31,047
"Garfield County, Nebraska",178,31,071
"McPherson County, Nebraska",68,31,117
"Nance County, Nebraska",392,31,125
"Stanton County, Nebraska",366,31,167
"Valley County, Nebraska",388,31,175
"Churchill County, Nevada",3119,32,001
"Douglas County, Nevada",4170,32,005
"Pershing County, Nevada",567,32,027
"Eureka County, Nevada",148,32,011
"Humboldt County, Nevada",2208,32,013
"White Pine County, Nevada",1108,32,033
"Elko County, Nevada",6026,32,007
"Nye County, Nevada",7157,32,023
"Storey County, Nevada",324,32,029
"Clark County, Nevada",295030,32,003
"Lyon County, Nevada",6293,32,019
"Cheshire County, New Hampshire",6409,33,005
"Grafton County, New Hampshire",7968,33,009
"Rockingham County, New Hampshire",14096,33,015
"Sullivan County, New Hampshire",4939,33,019
"Hillsborough County, New Hampshire",31468,33,011
"Coos County, New Hampshire",3675,33,007
"Carroll County, New Hampshire",4272,33,003
"Mercer County, New Jersey",40980,34,021
"Cumberland County, New Jersey",23051,34,011
"Somerset County, New Jersey",16762,34,035
"Ocean County, New Jersey",59463,34,029
"Atlantic County, New Jersey",34691,34,001
"Middlesex County, New Jersey",67683,34,023
"Salem County, New Jersey",7651,34,033
"Cape May County, New Jersey",8878,34,009
"Camden County, New Jersey",61187,34,007
"Union County, New Jersey",52015,34,039
"Hudson County, New Jersey",100869,34,017
"Hunterdon County, New Jersey",5474,34,019
"Morris County, New Jersey",23212,34,027
"Hidalgo County, New Mexico",1079,35,023
"McKinley County, New Mexico",24982,35,031
"Sandoval County, New Mexico",18049,35,043
"Grant County, New Mexico",6460,35,017
"Curry County, New Mexico",10186,35,009
"Lee County, Texas",2040,48,287
"Tarrant County, Texas",241703,48,439
"Anderson County, Texas",6598,48,001
"Ellis County, Texas",15026,48,139
"Jackson County, Texas",1942,48,239
"Kerr County, Texas",5880,48,265
"Milam County, Texas",3744,48,331
"Comanche County, Texas",1485,48,093
"Falls County, Texas",4113,48,145
